sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,district,timestamp_ist,temperature_celsius,rain_unit_clean,rainfall_mm
SEN007,2026-01-31 07:57:51 UTC,66,Fahrenheit,1.4,inches,,Ferozepur,2026-01-31 13:27:51,18.89,in,35.559999999999995
SEN048,2026-05-31 06:01:01 IST,94.5,f,49.0,mm,58.0,Ludhiana,2026-05-31 06:01:01,34.72,mm,49.0
SEN042,2026-04-01 15:44:26 IST,27.6,Celsius,14.1,MM,,Fatehabad,2026-04-01 15:44:26,27.6,mm,14.1
SEN004,2026-06-02 17:24:05 IST,35.1,C,35.1,MM,86.0,Bareilly,2026-06-02 17:24:05,35.1,mm,35.1
SEN024,2026-06-10 20:53:25 IST,15.3,Celsius,1.01,inch,,Fatehabad,2026-06-10 20:53:25,15.3,in,25.654
SEN027,2026-04-30 08:44:40 UTC,78.4,f,0.29,inches,,Jalandhar,2026-04-30 14:14:40,25.78,in,7.365999999999999
SEN019,2026-01-28 12:30:03,18.4,°C,48.5,millimeters,52.0,Agra,2026-01-28 12:30:03,18.4,mm,48.5
SEN026,2026-01-08 23:29:40 UTC,19.5,C,43.8,millimeters,61.0,Hisar,2026-01-09 04:59:40,19.5,mm,43.8
SEN029,2026-01-28 00:03:22 IST,32.3,C,1.17,inches,70.0,Kurukshetra,2026-01-28 00:03:22,32.3,in,29.717999999999996
SEN007,2026-03-01 11:44:29 UTC,85.8,°F,11.5,MM,47.0,Ferozepur,2026-03-01 17:14:29,29.89,mm,11.5
SEN031,2026-06-20 05:18:01 UTC,64.9,f,37.7,millimeters,37.0,Meerut,2026-06-20 10:48:01,18.28,mm,37.7
SEN003,2026-04-08 13:07:30 IST,38.4,°C,9.0,millimeters,85.0,Amritsar,2026-04-08 13:07:30,38.4,mm,9.0
SEN039,2026-04-25 15:07:09 IST,87.6,F,40.4,mm,62.0,Amritsar,2026-04-25 15:07:09,30.89,mm,40.4
SEN038,05-18-2026 02:36 AM,19.8,c,44.3,mm,62.0,Ambala,2026-05-18 02:36:00,19.8,mm,44.3
SEN014,2026-02-07 02:08:21 UTC,97.9,F,1.68,inch,89.0,Moga,2026-02-07 07:38:21,36.61,in,42.672
SEN049,2026-07-29 01:55:35 IST,95.4,°F,14.1,mm,91.0,Meerut,2026-07-29 01:55:35,35.22,mm,14.1
SEN043,2026-06-20 00:47:29 IST,64,f,-18.7,mm,85.0,Ferozepur,2026-06-20 00:47:29,17.78,mm,
SEN041,,70.7,Fahrenheit,37.6,millimeters,40.0,Bathinda,,21.5,mm,37.6
SEN034,,34.5,C,28.8,millimeters,79.0,Patiala,,34.5,mm,28.8
SEN027,2026-03-13 18:09:54 UTC,36.4°C,,-33.3,mm,86.0,Jalandhar,2026-03-13 23:39:54,36.4,mm,
SEN044,2026-01-09 22:17:30 IST,36.6,Celsius,19.3,MM,49.0,Hisar,2026-01-09 22:17:30,36.6,mm,19.3
SEN022,27/04/2026 13:47,71.8,Fahrenheit,47.2,mm,80.0,Bareilly,2026-04-27 13:47:00,22.11,mm,47.2
SEN037,2026-04-13 05:51:57 UTC,31.6,°C,30.7,MM,50.0,Agra,2026-04-13 11:21:57,31.6,mm,30.7
SEN049,03/02/2026,29,c,40.6,millimeters,40.0,Meerut,2026-02-03 00:00:00,29.0,mm,40.6
SEN035,2026-05-13 19:13:29 UTC,85.6,f,16.6,mm,45.0,Saharanpur,2026-05-14 00:43:29,29.78,mm,16.6
SEN005,2026-01-07 03:16:46 IST,28.9,C,8.4,millimeters,75.0,Bathinda,2026-01-07 03:16:46,28.9,mm,8.4
SEN020,2026-01-21 02:51:58 IST,72.7,F,1.52,inches,62.0,Ambala,2026-01-21 02:51:58,22.61,in,38.608
SEN010,2026-08-11T17:05:22,96.4,°F,1.78,in,69.0,Karnal,2026-08-11 17:05:22,35.78,in,45.211999999999996
SEN050,30/01/2026,64.8,F,1.37,inch,64.0,Moga,2026-01-30 00:00:00,18.22,in,34.798
UNKNOWN,2026-02-24 07:40:09 IST,89.2,°F,,,91.0,Unknown,2026-02-24 07:40:09,31.78,,
UNKNOWN,2026-01-29 20:15:30,87.4,F,27.3,millimeters,63.0,Unknown,2026-01-29 20:15:30,30.78,mm,27.3
SEN043,2026-02-24 14:22:42 UTC,84.2,f,8.2,MM,62.0,Ferozepur,2026-02-24 19:52:42,29.0,mm,8.2
SEN047,2026-05-07 07:01:13 UTC,18.9,c,27.7,mm,67.0,Kurukshetra,2026-05-07 12:31:13,18.9,mm,27.7
SEN046,2026-04-09 15:49:38 IST,85.1,Fahrenheit,8.7,mm,,Karnal,2026-04-09 15:49:38,29.5,mm,8.7
SEN036,2026-01-03 03:27:23 UTC,15.2,°C,1.92,in,40.0,Sirsa,2026-01-03 08:57:23,15.2,in,48.767999999999994
SEN001,09/05/2026 18:09,35.4,Celsius,0.6,mm,,Agra,2026-05-09 18:09:00,35.4,mm,0.6
SEN020,2026-03-11 06:14:15 IST,31.5°C,,1.71,inch,49.0,Ambala,2026-03-11 06:14:15,31.5,in,43.434
SEN040,2026-03-11 04:19:14 IST,36.6°C,,11.3,MM,85.0,Bareilly,2026-03-11 04:19:14,36.6,mm,11.3
SEN018,2026-05-16 14:32:21 UTC,31.8,Celsius,42.6,millimeters,50.0,Sirsa,2026-05-16 20:02:21,31.8,mm,42.6
SEN007,2026-01-27 04:28:55 IST,39.2,°C,-14.4,mm,49.0,Ferozepur,2026-01-27 04:28:55,39.2,mm,
SEN009,,78.6,F,0.3,mm,36.0,Jalandhar,,25.89,mm,0.3
SEN011,2026-01-10 00:53:03 UTC,38.9,c,1.48,in,33.0,Kurukshetra,2026-01-10 06:23:03,38.9,in,37.592
SEN029,2026-06-08 04:09:25 UTC,38.0°C,,27.0,mm,43.0,Kurukshetra,2026-06-08 09:39:25,38.0,mm,27.0
SEN020,2026-04-21 03:48:24 IST,36.2,c,,,85.0,Ambala,2026-04-21 03:48:24,36.2,,
SEN049,2026-05-11 15:15:40 IST,18.4,Celsius,1.38,inch,51.0,Meerut,2026-05-11 15:15:40,18.4,in,35.05199999999999
SEN005,2026-03-15 23:12:07 UTC,88.5,f,0.82,inches,82.0,Bathinda,2026-03-16 04:42:07,31.39,in,20.827999999999996
SEN043,2026-03-15 02:17:26 IST,34.8,C,1.41,in,81.0,Ferozepur,2026-03-15 02:17:26,34.8,in,35.81399999999999
SEN016,2026-03-07 21:46:48 UTC,73.4,Fahrenheit,0.98,inches,89.0,Patiala,2026-03-08 03:16:48,23.0,in,24.892
SEN044,2026-01-21 17:17:05 IST,16.2,Celsius,19.5,mm,92.0,Hisar,2026-01-21 17:17:05,16.2,mm,19.5
SEN019,,27.6,C,34.7,millimeters,64.0,Agra,,27.6,mm,34.7
SEN050,2026-04-01 23:27:55 UTC,33.7,°C,17.0,millimeters,61.0,Moga,2026-04-02 04:57:55,33.7,mm,17.0
SEN010,2026-08-11 21:58:00,34.9,Celsius,40.9,mm,84.0,Karnal,2026-08-11 21:58:00,34.9,mm,40.9
SEN021,2026-02-13 19:28:16 UTC,28.2,Celsius,27.5,mm,86.0,Amritsar,2026-02-14 00:58:16,28.2,mm,27.5
SEN026,2026-08-14 13:01:30 UTC,66,f,49.9,mm,78.0,Hisar,2026-08-14 18:31:30,18.89,mm,49.9
SEN024,27/06/2026,95.5,F,1.14,in,,Fatehabad,2026-06-27 00:00:00,35.28,in,28.955999999999996
SEN005,23/08/2026,34,c,0.26,inches,46.0,Bathinda,2026-08-23 00:00:00,34.0,in,6.604
SEN043,2026-06-08 11:47:26 UTC,88.5,F,5.3,millimeters,53.0,Ferozepur,2026-06-08 17:17:26,31.39,mm,5.3
SEN037,2026-04-28 20:50:28 IST,32.3,C,34.1,mm,32.0,Agra,2026-04-28 20:50:28,32.3,mm,34.1
SEN047,2026-03-08 00:41:01 IST,26.8°C,,43.0,mm,70.0,Kurukshetra,2026-03-08 00:41:01,26.8,mm,43.0
SEN013,2026-07-27 06:20:57 IST,15.7,Celsius,11.7,millimeters,55.0,Meerut,2026-07-27 06:20:57,15.7,mm,11.7
SEN003,2026-02-12 15:31:19 IST,80.8,F,31.9,MM,70.0,Amritsar,2026-02-12 15:31:19,27.11,mm,31.9
SEN008,2026-03-26 16:29:08 UTC,21.7,c,,,34.0,Hisar,2026-03-26 21:59:08,21.7,,
SEN024,,28.5,°C,46.1,millimeters,64.0,Fatehabad,,28.5,mm,46.1
SEN005,2026-05-31 09:21:32 IST,23.3,Celsius,41.2,mm,60.0,Bathinda,2026-05-31 09:21:32,23.3,mm,41.2
UNKNOWN,2026-01-25 06:37:56 IST,92.5,°F,-8.7,mm,56.0,Unknown,2026-01-25 06:37:56,33.61,mm,
SEN043,2026-04-17 18:17:06 UTC,29.6,c,1.87,inch,39.0,Ferozepur,2026-04-17 23:47:06,29.6,in,47.498
SEN049,2026-06-20 01:33:39 UTC,26.8,c,23.4,millimeters,53.0,Meerut,2026-06-20 07:03:39,26.8,mm,23.4
SEN043,2026-02-27 09:29:09 UTC,15.2,c,9.7,millimeters,61.0,Ferozepur,2026-02-27 14:59:09,15.2,mm,9.7
SEN047,2026-08-16 22:44:53 IST,16.6°C,,26.8,mm,,Kurukshetra,2026-08-16 22:44:53,16.6,mm,26.8
SEN041,06-Jun-2026 10:05:41,36.4,°C,1.62,in,77.0,Bathinda,2026-06-06 10:05:41,36.4,in,41.148
SEN017,2026-05-12 18:35:02 IST,22.7°C,,0.26,in,92.0,Saharanpur,2026-05-12 18:35:02,22.7,in,6.604
SEN015,2026-03-06 19:22:02 UTC,36.1°C,,0.01,inches,39.0,Muzaffarnagar,2026-03-07 00:52:02,36.1,in,0.254
SEN016,2026-08-28 23:50:24 IST,24.3,°C,3.5,MM,57.0,Patiala,2026-08-28 23:50:24,24.3,mm,3.5
SEN036,2026-01-22 16:53:58 IST,76.8,Fahrenheit,-28.3,mm,72.0,Sirsa,2026-01-22 16:53:58,24.89,mm,
SEN044,2026-01-28 12:48:46 IST,20.9,C,-9.2,mm,81.0,Hisar,2026-01-28 12:48:46,20.9,mm,
SEN020,2026-03-17 17:20:07 UTC,96.1,f,46.2,MM,61.0,Ambala,2026-03-17 22:50:07,35.61,mm,46.2
SEN028,2026-06-07 16:56:27 IST,91,f,32.7,mm,54.0,Karnal,2026-06-07 16:56:27,32.78,mm,32.7
SEN022,2026-03-23 13:24:29 UTC,77.4,F,4.3,MM,91.0,Bareilly,2026-03-23 18:54:29,25.22,mm,4.3
SEN031,,24.4,c,,,59.0,Meerut,,24.4,,
SEN002,2026-06-16 08:15:26 IST,90.5,F,0.89,inches,37.0,Ambala,2026-06-16 08:15:26,32.5,in,22.605999999999998
SEN005,2026-09-09 00:09:03 UTC,20.4°C,,9.9,MM,58.0,Bathinda,2026-09-09 05:39:03,20.4,mm,9.9
SEN033,2026-03-11 09:24:38 UTC,32.2,°C,49.8,millimeters,66.0,Muzaffarnagar,2026-03-11 14:54:38,32.2,mm,49.8
SEN031,2026-04-13 18:58:55 IST,29.3,Celsius,31.2,mm,69.0,Meerut,2026-04-13 18:58:55,29.3,mm,31.2
SEN047,2026-07-09 20:15:34 IST,83.5,F,-5.1,mm,84.0,Kurukshetra,2026-07-09 20:15:34,28.61,mm,
SEN023,2026-01-02 15:39:12 UTC,20.2,°C,39.9,millimeters,92.0,Bathinda,2026-01-02 21:09:12,20.2,mm,39.9
SEN020,2026-07-18 09:36:11 UTC,32.9°C,,0.49,in,85.0,Ambala,2026-07-18 15:06:11,32.9,in,12.446
SEN022,2026-05-18 17:38:48 UTC,98.2,F,37.5,mm,56.0,Bareilly,2026-05-18 23:08:48,36.78,mm,37.5
SEN042,2026-03-27 12:32:06 UTC,75.9,Fahrenheit,30.0,mm,56.0,Fatehabad,2026-03-27 18:02:06,24.39,mm,30.0
SEN039,2026-01-01 04:27:24 UTC,88.3,F,-36.5,mm,82.0,Amritsar,2026-01-01 09:57:24,31.28,mm,
SEN019,2026-02-14 13:09:52 UTC,25.1,c,,,38.0,Agra,2026-02-14 18:39:52,25.1,,
SEN001,2026-06-14 20:10:55 IST,73,F,49.2,mm,,Agra,2026-06-14 20:10:55,22.78,mm,49.2
SEN034,2026-03-02 17:25:52 UTC,27.6,°C,-34.3,mm,57.0,Patiala,2026-03-02 22:55:52,27.6,mm,
SEN001,,29.9,Celsius,24.7,millimeters,87.0,Agra,,29.9,mm,24.7
SEN005,2026-04-15 10:31:28 UTC,98.2,f,9.4,mm,79.0,Bathinda,2026-04-15 16:01:28,36.78,mm,9.4
SEN041,2026-04-04 19:12:45 UTC,28.8,C,0.67,inches,52.0,Bathinda,2026-04-05 00:42:45,28.8,in,17.018
SEN019,,67.5,f,,,60.0,Agra,,19.72,,
UNKNOWN,2026-03-11 08:43:32 IST,21.1,c,-5.6,mm,82.0,Unknown,2026-03-11 08:43:32,21.1,mm,
SEN039,2026-01-20 18:57:08 IST,79.5,F,31.8,mm,93.0,Amritsar,2026-01-20 18:57:08,26.39,mm,31.8
SEN030,,24.2,Celsius,0.72,inch,65.0,Ludhiana,,24.2,in,18.287999999999997
SEN020,01-06-2026 11:53 AM,21.8,°C,39.6,mm,58.0,Ambala,2026-01-06 11:53:00,21.8,mm,39.6
SEN016,,21.1,Celsius,19.8,mm,86.0,Patiala,,21.1,mm,19.8
SEN006,2026-02-24 07:16:04 UTC,37.2,Celsius,-21.4,mm,82.0,Fatehabad,2026-02-24 12:46:04,37.2,mm,
SEN047,2026-04-22 10:29:25 IST,36.1,c,1.56,inch,52.0,Kurukshetra,2026-04-22 10:29:25,36.1,in,39.624
SEN025,2026-01-30 00:54:36 UTC,15.4,Celsius,0.87,inch,74.0,Ferozepur,2026-01-30 06:24:36,15.4,in,22.098
SEN038,2026-03-17 21:03:16 UTC,80.8,f,1.02,inches,,Ambala,2026-03-18 02:33:16,27.11,in,25.907999999999998
SEN015,2026-08-19 11:36:02 UTC,21.5,°C,0.39,in,57.0,Muzaffarnagar,2026-08-19 17:06:02,21.5,in,9.906
SEN036,,29.2,c,14.5,millimeters,54.0,Sirsa,,29.2,mm,14.5
SEN039,2026-05-06 06:06:20 IST,78.6,F,22.5,millimeters,88.0,Amritsar,2026-05-06 06:06:20,25.89,mm,22.5
SEN015,2026-08-31 20:35:46 UTC,72.5,Fahrenheit,27.1,millimeters,54.0,Muzaffarnagar,2026-09-01 02:05:46,22.5,mm,27.1
SEN009,2026-07-13 11:38:42 UTC,20.3,Celsius,0.43,in,,Jalandhar,2026-07-13 17:08:42,20.3,in,10.921999999999999
SEN012,,27.8°C,,29.1,mm,,Ludhiana,,27.8,mm,29.1
SEN020,2026-09-08 10:18:34 IST,28.4,c,8.3,mm,54.0,Ambala,2026-09-08 10:18:34,28.4,mm,8.3
SEN029,2026-02-18 18:15:59 UTC,39.1°C,,24.0,millimeters,39.0,Kurukshetra,2026-02-18 23:45:59,39.1,mm,24.0
SEN034,2026-01-19 07:24:16 IST,38.9,°C,,,56.0,Patiala,2026-01-19 07:24:16,38.9,,
SEN014,2026-02-10 22:45:58 IST,18.7,Celsius,1.1,mm,83.0,Moga,2026-02-10 22:45:58,18.7,mm,1.1
SEN003,2026-02-12 19:54:23 IST,36.7°C,,2.8,millimeters,81.0,Amritsar,2026-02-12 19:54:23,36.7,mm,2.8
SEN001,2026-09-08 03:11:02 IST,22.5,c,0.26,in,46.0,Agra,2026-09-08 03:11:02,22.5,in,6.604
SEN008,2026-05-11 15:33:24 IST,34.2,C,7.6,mm,61.0,Hisar,2026-05-11 15:33:24,34.2,mm,7.6
SEN024,2026-01-04 01:26:08 UTC,102.6,°F,27.3,mm,89.0,Fatehabad,2026-01-04 06:56:08,39.22,mm,27.3
SEN034,2026-01-12 04:59:59 IST,38.3°C,,0.5,mm,95.0,Patiala,2026-01-12 04:59:59,38.3,mm,0.5
SEN040,2026-01-20T20:55:22,18.5°C,,-40.8,mm,76.0,Bareilly,2026-01-20 20:55:22,18.5,mm,
SEN042,2026-05-28 03:26:39 IST,15.8°C,,36.5,MM,51.0,Fatehabad,2026-05-28 03:26:39,15.8,mm,36.5
SEN022,,95.4,F,14.3,mm,59.0,Bareilly,,35.22,mm,14.3
SEN031,2026-05-01 20:15:01 IST,34.9°C,,30.7,MM,38.0,Meerut,2026-05-01 20:15:01,34.9,mm,30.7
SEN009,2026-05-27 04:58:42 IST,28.6,C,-38.5,mm,52.0,Jalandhar,2026-05-27 04:58:42,28.6,mm,
SEN002,,82.8,f,1.56,inch,58.0,Ambala,,28.22,in,39.624
SEN031,2026-05-04 13:07:11 IST,80.6,f,47.1,mm,44.0,Meerut,2026-05-04 13:07:11,27.0,mm,47.1
SEN016,2026-02-12 05:37:04 UTC,85.8,Fahrenheit,-21.8,mm,75.0,Patiala,2026-02-12 11:07:04,29.89,mm,
SEN001,2026-04-03 14:16:09 IST,16.7,°C,0.5,MM,84.0,Agra,2026-04-03 14:16:09,16.7,mm,0.5
SEN011,2026-01-21 14:07:44 UTC,38.3,C,22.3,millimeters,80.0,Kurukshetra,2026-01-21 19:37:44,38.3,mm,22.3
SEN049,2026-05-02 05:48:22 UTC,32.3°C,,6.1,millimeters,66.0,Meerut,2026-05-02 11:18:22,32.3,mm,6.1
SEN012,2026-02-26 05:08:21 UTC,83.5,°F,9.5,MM,45.0,Ludhiana,2026-02-26 10:38:21,28.61,mm,9.5
SEN049,2026-03-03 03:12:33 UTC,71.2,f,30.1,MM,90.0,Meerut,2026-03-03 08:42:33,21.78,mm,30.1
SEN013,2026-09-04T11:50:33,22.8,c,39.4,mm,53.0,Meerut,2026-09-04 11:50:33,22.8,mm,39.4
SEN049,2026-01-25 08:05:49 UTC,25.3,°C,0.5,in,,Meerut,2026-01-25 13:35:49,25.3,in,12.7
SEN002,2026-03-05 15:17:15 UTC,23.2,°C,-14.7,mm,91.0,Ambala,2026-03-05 20:47:15,23.2,mm,
SEN038,,15.4,Celsius,-8.1,mm,95.0,Ambala,,15.4,mm,
SEN048,2026-05-15 11:29:11 IST,19.1,Celsius,46.9,MM,65.0,Ludhiana,2026-05-15 11:29:11,19.1,mm,46.9
SEN044,2026-04-30 01:48:27 IST,31.1,Celsius,38.2,MM,37.0,Hisar,2026-04-30 01:48:27,31.1,mm,38.2
SEN031,2026-02-22 19:02:33 IST,79.7,F,1.5,inches,77.0,Meerut,2026-02-22 19:02:33,26.5,in,38.099999999999994
SEN009,2026-01-18 12:06:33 UTC,24.1°C,,44.8,millimeters,61.0,Jalandhar,2026-01-18 17:36:33,24.1,mm,44.8
SEN020,2026-02-14 20:39:25 IST,15.9,c,45.7,MM,58.0,Ambala,2026-02-14 20:39:25,15.9,mm,45.7
SEN046,25/01/2026 07:04,78.6,°F,,,63.0,Karnal,2026-01-25 07:04:00,25.89,,
SEN010,,78.1,F,45.6,MM,93.0,Karnal,,25.61,mm,45.6
SEN005,2026-04-21 00:09:27 UTC,20.8°C,,-17.5,mm,,Bathinda,2026-04-21 05:39:27,20.8,mm,
SEN010,2026-02-11 14:00:18 IST,20.5,c,11.6,millimeters,67.0,Karnal,2026-02-11 14:00:18,20.5,mm,11.6
SEN011,2026-05-31 04:01:18 UTC,98.8,f,19.1,MM,42.0,Kurukshetra,2026-05-31 09:31:18,37.11,mm,19.1
SEN012,2026-07-30 02:57:41 UTC,27.3,°C,-19.6,mm,32.0,Ludhiana,2026-07-30 08:27:41,27.3,mm,
SEN033,2026-04-26 23:00:40,28.1,Celsius,0.38,in,,Muzaffarnagar,2026-04-26 23:00:40,28.1,in,9.652
SEN030,2026-01-29 01:14:36,25.9,C,21.5,mm,89.0,Ludhiana,2026-01-29 01:14:36,25.9,mm,21.5
SEN026,2026-08-15 07:17:52 IST,34.1,C,1.95,in,67.0,Hisar,2026-08-15 07:17:52,34.1,in,49.529999999999994
SEN029,20/08/2026 06:09,36.6,C,0.57,in,31.0,Kurukshetra,2026-08-20 06:09:00,36.6,in,14.477999999999998
SEN026,2026-05-24 13:35:32 UTC,22.4,C,29.9,millimeters,74.0,Hisar,2026-05-24 19:05:32,22.4,mm,29.9
SEN003,2026-09-08 19:44:08 UTC,95.4,°F,4.6,millimeters,33.0,Amritsar,2026-09-09 01:14:08,35.22,mm,4.6
SEN012,2026-07-14 03:49:55 UTC,32.4,c,-49.3,mm,38.0,Ludhiana,2026-07-14 09:19:55,32.4,mm,
SEN031,2026-06-03 15:41:49 IST,18.4°C,,16.2,MM,,Meerut,2026-06-03 15:41:49,18.4,mm,16.2
SEN006,2026-03-16 07:38:58 IST,21.8,°C,15.6,millimeters,77.0,Fatehabad,2026-03-16 07:38:58,21.8,mm,15.6
SEN050,2026-01-31 23:27:53 IST,82,°F,-17.1,mm,80.0,Moga,2026-01-31 23:27:53,27.78,mm,
SEN026,2026-02-09T22:39:44,79.5,f,45.8,mm,34.0,Hisar,2026-02-09 22:39:44,26.39,mm,45.8
SEN037,2026-09-06 16:50:54 IST,25.9°C,,0.59,inch,53.0,Agra,2026-09-06 16:50:54,25.9,in,14.985999999999999
SEN028,2026-04-03 22:10:06 UTC,84.9,f,,,55.0,Karnal,2026-04-04 03:40:06,29.39,,
SEN011,2026-03-18 06:11:33 UTC,26.6,C,17.6,millimeters,70.0,Kurukshetra,2026-03-18 11:41:33,26.6,mm,17.6
SEN045,2026-02-28 15:23:11 UTC,68.9,°F,0.57,inches,34.0,Jalandhar,2026-02-28 20:53:11,20.5,in,14.477999999999998
SEN002,2026-05-06 03:35:36 UTC,62.4,°F,20.8,MM,47.0,Ambala,2026-05-06 09:05:36,16.89,mm,20.8
SEN046,2026-02-16 09:16:20 UTC,19.4,c,5.2,mm,36.0,Karnal,2026-02-16 14:46:20,19.4,mm,5.2
SEN047,2026-01-17 16:28:29 UTC,31.6°C,,0.5,in,40.0,Kurukshetra,2026-01-17 21:58:29,31.6,in,12.7
SEN014,2026-04-10 13:31:14 UTC,62.8,°F,44.4,millimeters,44.0,Moga,2026-04-10 19:01:14,17.11,mm,44.4
SEN034,2026-01-02 02:00:17 UTC,87.4,Fahrenheit,1.56,inch,87.0,Patiala,2026-01-02 07:30:17,30.78,in,39.624
SEN049,2026-05-15 12:03:25 UTC,86.5,f,21.8,mm,83.0,Meerut,2026-05-15 17:33:25,30.28,mm,21.8
SEN010,2026-01-04 12:58:05 UTC,38.9,c,-32.2,mm,76.0,Karnal,2026-01-04 18:28:05,38.9,mm,
SEN029,2026-08-24 04:19:27 IST,23.2,C,28.4,millimeters,76.0,Kurukshetra,2026-08-24 04:19:27,23.2,mm,28.4
SEN036,2026-02-22 00:01:31 UTC,17.3°C,,14.6,MM,68.0,Sirsa,2026-02-22 05:31:31,17.3,mm,14.6
SEN019,2026-07-04 23:16:35 IST,29,C,26.6,MM,81.0,Agra,2026-07-04 23:16:35,29.0,mm,26.6
SEN017,2026-05-10 09:44:45 UTC,95.2,f,41.3,MM,69.0,Saharanpur,2026-05-10 15:14:45,35.11,mm,41.3
SEN022,,77,F,-22.2,mm,53.0,Bareilly,,25.0,mm,
SEN027,2026-06-01 02:04:41 IST,76.3,Fahrenheit,0.6,in,35.0,Jalandhar,2026-06-01 02:04:41,24.61,in,15.239999999999998
SEN019,2026-06-18 02:57:37 IST,37.5°C,,-35.6,mm,49.0,Agra,2026-06-18 02:57:37,37.5,mm,
SEN040,06-07-2026 02:50 AM,35.1°C,,14.5,millimeters,57.0,Bareilly,2026-06-07 02:50:00,35.1,mm,14.5
SEN037,13/06/2026 07:35,25.1,Celsius,48.5,MM,48.0,Agra,2026-06-13 07:35:00,25.1,mm,48.5
SEN026,2026-04-01 15:51:21 IST,30.8,Celsius,-30.1,mm,30.0,Hisar,2026-04-01 15:51:21,30.8,mm,
SEN026,,38.9,Celsius,,,40.0,Hisar,,38.9,,
SEN047,2026-03-07 20:39:03 IST,85.6,Fahrenheit,1.69,inches,76.0,Kurukshetra,2026-03-07 20:39:03,29.78,in,42.925999999999995
UNKNOWN,2026-08-19 18:45:50 IST,92.8,f,29.6,MM,66.0,Unknown,2026-08-19 18:45:50,33.78,mm,29.6
SEN013,,63.9,°F,1.7,mm,34.0,Meerut,,17.72,mm,1.7
SEN031,2026-02-20 00:42:18 UTC,15.9°C,,0.26,in,35.0,Meerut,2026-02-20 06:12:18,15.9,in,6.604
SEN031,2026-06-30 14:49:56 IST,88.2,°F,1.55,in,82.0,Meerut,2026-06-30 14:49:56,31.22,in,39.37
SEN009,2026-04-10 02:18:46 IST,20.9,c,1.9,millimeters,63.0,Jalandhar,2026-04-10 02:18:46,20.9,mm,1.9
SEN013,2026-07-23 07:16:50 IST,38.1°C,,34.2,mm,57.0,Meerut,2026-07-23 07:16:50,38.1,mm,34.2
SEN036,2026-06-11 17:45:18 UTC,36.9°C,,-29.9,mm,59.0,Sirsa,2026-06-11 23:15:18,36.9,mm,
SEN050,2026-01-17 14:51:23 IST,28.2°C,,6.8,mm,45.0,Moga,2026-01-17 14:51:23,28.2,mm,6.8
SEN015,03-29-2026 01:05 AM,34,°C,38.7,millimeters,75.0,Muzaffarnagar,2026-03-29 01:05:00,34.0,mm,38.7
SEN033,01-May-2026 03:46:32,18.3,Celsius,0.3,inches,94.0,Muzaffarnagar,2026-05-01 03:46:32,18.3,in,7.619999999999999
SEN038,2026-08-21 15:47:09 IST,94.6,Fahrenheit,,,76.0,Ambala,2026-08-21 15:47:09,34.78,,
SEN033,2026-06-25 07:36:33 UTC,19.6,C,0.36,in,,Muzaffarnagar,2026-06-25 13:06:33,19.6,in,9.143999999999998
SEN048,2026-06-09 18:33:54 IST,25.1°C,,1.32,inch,92.0,Ludhiana,2026-06-09 18:33:54,25.1,in,33.528
SEN039,2026-03-28 17:44:09 IST,16.2,c,1.65,in,91.0,Amritsar,2026-03-28 17:44:09,16.2,in,41.91
SEN003,2026-01-05 06:34:28,37.4,C,41.5,mm,37.0,Amritsar,2026-01-05 06:34:28,37.4,mm,41.5
SEN008,,33.8,c,1.59,in,75.0,Hisar,,33.8,in,40.386
SEN037,2026-02-04 07:11:02 UTC,18.4,Celsius,-7.0,mm,53.0,Agra,2026-02-04 12:41:02,18.4,mm,
SEN016,2026-08-13 16:57:32 UTC,33.2°C,,18.8,millimeters,62.0,Patiala,2026-08-13 22:27:32,33.2,mm,18.8
SEN011,2026-01-17 10:26:27 UTC,36.5°C,,0.57,inch,,Kurukshetra,2026-01-17 15:56:27,36.5,in,14.477999999999998
UNKNOWN,2026-07-04 19:52:07 IST,71.4,F,4.5,millimeters,71.0,Unknown,2026-07-04 19:52:07,21.89,mm,4.5
SEN039,2026-04-30 06:36:47 IST,28.8,c,1.56,inches,93.0,Amritsar,2026-04-30 06:36:47,28.8,in,39.624
SEN042,2026-03-11 18:41:08 UTC,80.6,Fahrenheit,0.91,in,,Fatehabad,2026-03-12 00:11:08,27.0,in,23.114
SEN014,2026-06-03T10:24:55,64.2,°F,-26.8,mm,38.0,Moga,2026-06-03 10:24:55,17.89,mm,
SEN003,2026-05-28 08:04:31 UTC,17.4,C,1.18,in,41.0,Amritsar,2026-05-28 13:34:31,17.4,in,29.971999999999998
SEN045,2026-03-10 17:18:52 UTC,23.7,c,24.2,mm,,Jalandhar,2026-03-10 22:48:52,23.7,mm,24.2
SEN016,,103.8,Fahrenheit,0.55,inches,37.0,Patiala,,39.89,in,13.97
SEN048,2026-06-09 23:03:00,18.2°C,,1.02,inches,,Ludhiana,2026-06-09 23:03:00,18.2,in,25.907999999999998
SEN002,2026-04-22 03:32:44 UTC,33.1,°C,34.0,MM,82.0,Ambala,2026-04-22 09:02:44,33.1,mm,34.0
UNKNOWN,2026-04-06 19:31:06 IST,27.9,°C,11.7,millimeters,,Unknown,2026-04-06 19:31:06,27.9,mm,11.7
SEN032,2026-08-17 18:04:02,17.4°C,,0.96,inches,72.0,Moga,2026-08-17 18:04:02,17.4,in,24.383999999999997
