trip_id,mandi_id_clean,destination_warehouse,departure_time_clean,arrival_time_clean,transit_hours_final,distance_km,vehicle_no_clean,driver_id
TRP001979,MANDI028,WH-North,2026-03-06 22:32:37,2026-03-07 00:44:37,2.2,93.7,DL-57-AB-4643,DRV802
TRP001062,MANDI057,WH-Central,2026-08-12 05:42:00,,12.5,749.5,UP-77-AB-6094,DRV175
TRP001426,MANDI048,WH-South,2026-05-31 09:03:14,2026-05-31 17:39:00,8.596111111111112,348.3,PB-15-BC-5305,DRV561
TRP005287,MANDI009,WH-South,2026-08-11 00:00:00,2026-08-12 03:00:10,27.002777777777776,588.4,,DRV722
TRP007615,MANDI040,WH-North,2026-02-14 16:50:56,2026-02-15 09:50:56,17.0,965.5,HR-44-BC-3224,
TRP005000,MANDI037,Export-Terminal,2026-09-04 00:00:00,2026-09-04 00:00:00,0.0,117.2,,
TRP001503,MANDI010,Export-Terminal,2026-05-12 22:26:34,,21.1,1085.1,RJ-71-DF-9626,DRV469
TRP003785,MANDI052,WH-North,2026-07-27 21:41:34,2026-07-28 06:29:34,8.8,499.19984555950083,,DRV191
TRP008914,MANDI001,Export-Terminal,2026-02-19 08:46:49,2026-02-20 00:46:49,16.0,861.5,HR-91-BC-9429,DRV873
TRP004809,MANDI007,WH-West,2026-01-07 04:43:36,2026-01-08 03:07:36,22.4,1181.1,RJ-44-DF-9068,DRV941
TRP005121,MANDI019,Export-Terminal,2026-04-17 20:16:56,2026-04-18 09:28:56,13.2,739.9,DL-70-BC-4599,DRV298
TRP008930,MANDI033,WH-West,2026-03-26 15:36:58,2026-03-27 00:00:00,8.383888888888889,834.3,PB-98-BC-5148,DRV620
TRP005372,MANDI017,WH-West,2026-04-29 02:09:48,,17.9,883.4,RJ-77-CD-1429,DRV122
TRP000679,MANDI010,WH-West,2026-08-10 19:56:37,2026-08-10 23:44:37,3.8,160.0,HR-47-DF-8243,
TRP002578,MANDI031,WH-Central,2026-05-20 00:00:00,2026-05-21 04:15:51,28.264166666666668,402.6,PB-99-AB-6271,
TRP006250,MANDI023,WH-West,2026-03-31 09:57:00,2026-04-01 00:21:40,14.411111111111111,811.8,PB-57-AB-8649,
TRP006419,MANDI008,WH-West,2026-04-30 14:06:00,2026-05-01 06:12:00,16.1,728.8,PB-66-BC-5956,
TRP008210,MANDI022,WH-West,2026-08-05 09:37:00,2026-08-05 20:37:00,11.0,,RJ-17-CD-7474,DRV352
TRP007862,MANDI029,WH-East,2026-02-23 12:51:27,2026-02-23 17:21:27,4.5,212.0,DL-33-DF-8839,DRV126
TRP006880,MANDI009,WH-Central,2026-01-10 00:23:06,2026-01-10 09:17:06,8.9,443.9,PB-11-CD-4218,DRV892
TRP000103,MANDI039,WH-South,2026-01-15 15:54:01,2026-01-16 12:18:01,20.4,832.999742289792,PB-94-DF-1711,DRV219
TRP000958,MANDI014,WH-West,2026-08-20 08:01:31,2026-08-20 15:43:31,7.7,323.3,UP-64-DF-3021,DRV914
TRP004826,MANDI016,WH-North,2026-07-27 10:32:00,2026-07-28 03:56:00,17.4,737.0997719589504,,DRV744
TRP004327,MANDI054,WH-East,2026-03-12 00:11:27,2026-03-12 17:53:00,17.6925,855.3,RJ-60-BC-2443,DRV325
TRP007258,MANDI048,WH-South,2026-01-31 07:45:00,2026-02-01 04:39:30,20.908333333333335,1065.3,HR-30-BC-7020,
TRP007808,MANDI039,WH-South,2026-04-09 20:51:00,2026-04-10 00:00:00,3.15,379.0,UP-43-AB-6033,DRV593
TRP004114,MANDI030,WH-North,2026-06-17 00:05:50,2026-06-17 18:35:00,18.48611111111111,904.0,DL-44-CD-9969,DRV970
TRP002689,MANDI022,WH-North,2026-03-14 00:00:00,2026-03-15 00:02:25,24.040277777777778,440.1,HR-56-DF-4819,DRV208
TRP003132,MANDI039,WH-North,2026-04-16 07:25:00,2026-04-16 11:37:00,4.2,190.4,PB-82-BC-6549,DRV766
TRP009910,MANDI050,WH-East,2026-01-27 00:00:00,2026-01-27 18:05:39,18.094166666666666,480.0,UP-65-AB-6092,DRV692
TRP007853,MANDI027,WH-South,2026-02-17 02:55:00,2026-02-17 09:49:54,6.915,296.1,DL-24-BC-9525,DRV402
TRP006420,MANDI022,WH-East,2026-06-25 04:20:00,2026-06-26 02:20:00,22.0,1201.8,PB-44-AB-4134,DRV843
TRP003350,MANDI038,WH-East,2026-06-19 06:22:20,2026-06-20 06:04:00,23.694444444444443,1301.7,RJ-14-DF-6504,DRV759
TRP007720,MANDI002,WH-East,2026-08-19 21:35:00,2026-08-20 17:35:44,20.01222222222222,835.4,UP-30-BC-7909,DRV999
TRP005683,MANDI053,WH-West,2026-01-22 08:34:38,2026-01-23 00:52:00,16.289444444444445,893.2,PB-54-DF-2243,DRV316
TRP000419,MANDI008,Export-Terminal,2026-02-04 05:45:42,2026-02-05 03:45:42,22.0,1169.3,,DRV961
TRP006759,MANDI053,WH-West,2026-01-27 11:43:12,2026-01-28 06:07:00,18.39666666666667,899.9,,DRV890
TRP004506,MANDI053,Export-Terminal,2026-04-30 04:08:06,2026-04-30 23:26:06,19.3,936.1,HR-34-BC-1132,DRV784
TRP006616,MANDI033,WH-North,2026-01-15 11:01:29,2026-01-16 09:31:29,22.5,1168.3,PB-44-BC-7498,
TRP001948,MANDI022,Export-Terminal,2026-06-25 12:03:00,2026-06-25 17:15:51,5.214166666666666,261.2,PB-96-BC-9742,DRV911
TRP002319,MANDI005,WH-North,2026-02-13 22:17:00,2026-02-14 10:59:37,12.710277777777778,674.7,DL-98-DF-4740,DRV305
TRP002300,MANDI027,WH-South,2026-06-29 18:12:45,2026-06-29 22:18:45,4.1,166.4,PB-94-AB-1766,DRV730
TRP009626,MANDI027,WH-North,2026-07-22 15:25:00,2026-07-23 00:00:00,8.583333333333334,788.7,DL-72-DF-9207,DRV904
TRP000209,MANDI010,WH-East,2026-03-13 14:48:03,,23.2,,UP-87-CD-9601,DRV521
TRP003470,MANDI023,WH-Central,2026-01-27 00:00:00,,17.9,866.5,HR-40-DF-1047,
TRP003887,MANDI020,WH-North,2026-08-15 09:32:22,2026-08-15 21:20:22,11.8,558.2,UP-38-CD-4169,DRV378
TRP006428,MANDI041,WH-Central,2026-02-10 11:34:00,2026-02-11 00:00:00,12.433333333333334,883.7,,DRV470
TRP000529,MANDI049,Export-Terminal,2026-08-29 22:56:41,2026-08-30 01:26:41,2.5,107.1,HR-71-DF-4770,
TRP001234,MANDI034,WH-East,2026-06-23 03:36:00,,19.4,,HR-42-AB-4560,DRV809
TRP000780,MANDI054,WH-South,2026-08-10 09:03:00,2026-08-11 06:45:00,21.7,1203.1,UP-29-AB-3086,DRV723
TRP000723,MANDI008,WH-East,2026-05-17 12:29:33,,6.4,262.5,,DRV530
TRP008973,MANDI044,WH-North,2026-07-30 15:41:42,2026-07-31 03:05:42,11.4,554.1998285438209,HR-12-AB-1351,DRV258
TRP007937,MANDI021,WH-East,2026-06-16 15:16:00,2026-06-17 01:40:00,10.4,472.5,DL-15-AB-5639,DRV219
TRP001861,MANDI039,WH-North,2026-05-23 04:14:25,2026-05-23 00:00:00,3.4,,RJ-99-CD-6596,DRV202
TRP008773,MANDI046,WH-Central,2026-05-01 18:04:11,2026-05-02 13:40:11,19.6,1054.1,UP-23-CD-7033,DRV817
TRP008052,MANDI016,WH-West,2026-02-06 10:37:00,2026-02-07 08:31:51,21.914166666666667,1211.4,HR-98-CD-4950,DRV877
TRP005406,MANDI027,WH-East,2026-01-16 00:53:00,2026-01-16 16:59:08,16.102222222222224,946.2,UP-98-BC-1138,DRV307
TRP003695,MANDI031,WH-West,2026-05-16 01:24:06,2026-05-16 15:30:06,14.1,753.9,DL-33-BC-6954,
TRP001993,MANDI052,WH-North,2026-02-09 14:31:24,2026-02-09 22:19:24,7.8,380.8,DL-52-DF-6397,DRV100
TRP002333,MANDI044,WH-West,2026-06-22 08:35:44,2026-06-23 00:00:00,15.404444444444444,1154.9,,DRV484
TRP006622,MANDI037,Export-Terminal,2026-01-24 02:17:00,2026-01-25 00:29:01,22.200277777777778,961.2,UP-34-BC-7374,DRV865
TRP009062,MANDI044,WH-East,2026-08-08 00:00:00,2026-08-08 22:30:00,22.5,349.5,PB-85-BC-1550,DRV892
TRP008162,MANDI045,Export-Terminal,2026-08-14 18:20:47,2026-08-15 10:20:00,15.986944444444445,805.999750642944,DL-61-CD-1590,DRV509
TRP007428,MANDI040,WH-Central,2026-04-15 14:15:47,2026-04-15 20:21:47,6.1,,,
TRP007921,MANDI006,WH-West,2026-09-04 15:41:00,2026-09-05 07:29:00,15.8,,HR-23-BC-7113,DRV574
TRP002472,MANDI057,Export-Terminal,2026-08-24 06:26:16,2026-08-25 04:26:16,22.0,958.3,PB-19-CD-7405,DRV184
TRP005505,MANDI018,Export-Terminal,2026-06-23 03:22:00,2026-06-23 16:10:33,12.809166666666666,517.6,HR-42-BC-6120,DRV393
TRP009592,MANDI030,WH-Central,2026-03-02 08:24:00,2026-03-02 13:12:00,4.8,277.0,DL-43-BC-7516,DRV378
TRP005063,MANDI011,WH-South,2026-07-11 14:22:30,2026-07-12 11:40:30,21.3,,DL-64-AB-7634,
TRP005130,MANDI024,WH-East,2026-02-07 23:18:00,2026-02-08 05:36:10,6.302777777777778,321.7,DL-42-AB-2972,DRV350
TRP001397,MANDI007,WH-North,2026-03-14 20:24:00,2026-03-15 19:06:00,22.7,,RJ-45-CD-9567,DRV417
TRP001490,MANDI049,WH-West,2026-04-18 16:07:41,2026-04-18 22:49:00,6.688611111111111,374.1,HR-86-AB-6403,DRV188
TRP005754,MANDI047,WH-North,2026-01-16 08:28:38,2026-01-16 20:46:38,12.3,542.0,RJ-61-DF-4432,DRV675
TRP002885,MANDI011,WH-Central,2026-02-04 10:26:10,2026-02-05 03:32:10,17.1,810.9997490960641,DL-50-DF-1570,
TRP003847,MANDI035,WH-Central,2026-03-15 05:04:48,2026-03-16 00:16:00,19.186666666666667,950.6,HR-10-BC-7169,
TRP001043,MANDI014,WH-North,2026-08-14 07:00:32,2026-08-14 17:36:00,10.591111111111111,529.9,UP-62-DF-3828,DRV271
TRP008880,MANDI046,WH-Central,2026-05-23 00:44:00,,20.4,884.2,RJ-88-DF-6081,
TRP006413,MANDI023,WH-East,2026-06-01 02:02:15,2026-06-01 00:00:00,18.5,880.199727687245,RJ-71-CD-6571,DRV122
TRP007898,MANDI042,WH-South,2026-01-04 22:28:00,,23.3,1006.2,HR-93-AB-9854,DRV765
TRP000258,MANDI035,WH-West,2026-05-12 09:11:01,,3.6,154.5,DL-78-DF-8686,DRV749
TRP007719,MANDI051,WH-West,2026-01-25 21:27:00,2026-01-26 12:33:26,15.107222222222223,743.9,PB-84-CD-6886,
TRP007929,MANDI016,WH-East,2026-07-22 18:21:00,2026-07-23 03:09:00,8.8,367.6,UP-76-AB-1490,DRV824
TRP008963,MANDI043,WH-East,2026-05-25 01:08:46,2026-05-25 17:08:00,15.987222222222222,778.8,PB-17-CD-6382,DRV927
TRP008332,MANDI041,WH-West,2026-05-01 00:00:00,2026-05-02 09:03:59,33.06638888888889,1175.5,DL-94-BC-4074,DRV922
TRP002836,MANDI027,WH-South,2026-06-06 02:33:17,,,609.2,UP-57-DF-5507,DRV447
TRP005527,MANDI011,Export-Terminal,2026-03-20 00:30:21,2026-03-20 07:12:21,6.7,365.6,UP-40-DF-1547,DRV987
TRP002090,MANDI006,WH-Central,2026-02-15 20:34:06,2026-02-16 18:10:06,21.6,,RJ-92-CD-3302,DRV612
TRP000703,MANDI007,WH-West,2026-05-15 00:00:00,2026-05-15 21:42:00,21.7,312.3,PB-20-CD-3944,DRV279
TRP000504,MANDI037,WH-East,2026-05-07 00:00:00,2026-05-08 02:54:51,26.914166666666667,963.7,HR-12-DF-9060,DRV680
TRP004005,MANDI044,Export-Terminal,2026-04-18 10:33:00,2026-04-19 02:57:33,16.409166666666668,867.5,UP-20-CD-4515,DRV652
TRP009170,MANDI002,WH-East,2026-03-04 01:16:35,2026-03-04 11:52:00,10.590277777777779,,HR-13-AB-8351,
TRP001346,MANDI049,WH-West,2026-01-31 23:06:34,2026-02-01 03:18:00,4.190555555555555,,UP-15-CD-8357,DRV999
TRP007145,MANDI003,WH-East,2026-06-09 00:00:00,2026-06-10 09:07:30,33.125,1111.9,UP-22-DF-2924,
TRP005516,MANDI010,WH-North,2026-04-12 00:00:00,2026-04-13 00:00:00,24.0,862.3,UP-25-BC-2241,DRV606
TRP002249,MANDI004,Export-Terminal,2026-02-22 00:00:00,2026-02-22 15:39:00,15.65,413.5,UP-76-BC-1927,DRV427
TRP005442,MANDI045,WH-South,2026-06-03 05:09:50,2026-06-03 09:33:50,4.4,228.8,DL-37-AB-9196,DRV432
TRP000373,MANDI017,WH-South,2026-09-03 08:51:00,2026-09-03 13:45:00,4.9,218.69993233946883,RJ-53-DF-8210,
TRP008789,MANDI043,WH-North,2026-01-11 13:52:00,2026-01-11 16:22:26,2.507222222222222,112.9,RJ-49-AB-3471,
TRP004112,MANDI026,WH-East,2026-04-04 19:44:17,2026-04-05 10:50:00,15.095277777777778,751.1,RJ-69-BC-3327,DRV659
TRP002007,MANDI027,WH-Central,2026-05-16 02:45:01,,4.3,178.6,DL-90-DF-3528,DRV528
TRP004218,MANDI006,WH-West,2026-07-05 16:03:00,2026-07-06 04:51:00,12.8,712.6,HR-75-BC-4910,DRV463
TRP004251,MANDI005,Export-Terminal,2026-08-04 06:40:57,2026-08-05 00:00:00,17.3175,886.8,DL-74-CD-5556,DRV299
TRP004626,MANDI016,Export-Terminal,2026-08-28 17:14:00,2026-08-29 04:56:00,11.7,474.0,UP-58-AB-1829,DRV996
TRP006195,MANDI010,WH-North,2026-01-25 04:19:00,2026-01-26 00:19:00,20.0,1046.2,,DRV298
TRP009805,MANDI017,WH-South,2026-04-05 07:34:58,2026-04-06 02:46:58,19.2,836.8997410832255,PB-96-BC-6264,DRV581
TRP002103,MANDI039,WH-East,2026-03-26 15:15:00,2026-03-27 05:27:00,14.2,623.0,RJ-99-DF-5385,DRV829
TRP000998,MANDI055,WH-South,2026-05-28 00:00:00,2026-05-29 09:55:00,33.916666666666664,,UP-84-CD-4873,
TRP008517,MANDI028,WH-North,2026-02-02 00:00:00,2026-02-03 09:30:59,33.51638888888889,947.7,RJ-96-AB-8831,DRV350
TRP003911,MANDI005,WH-North,2026-08-24 10:31:48,2026-08-24 23:01:48,12.5,662.3,PB-98-AB-2802,
TRP001177,MANDI051,WH-East,2026-02-09 08:41:00,2026-02-09 14:35:42,5.911666666666667,251.9,RJ-38-DF-8787,DRV725
TRP000552,MANDI045,WH-East,2026-03-30 02:09:00,2026-03-30 21:39:22,19.50611111111111,1056.5,PB-57-BC-1167,DRV418
TRP000745,MANDI040,WH-Central,2026-08-15 02:23:00,2026-08-15 19:47:25,17.406944444444445,775.4,DL-28-CD-7623,DRV594
TRP006078,MANDI053,WH-North,2026-04-24 00:28:44,2026-04-24 21:34:44,21.1,923.3,PB-69-CD-4460,DRV249
TRP008995,MANDI009,WH-North,2026-02-12 01:35:00,2026-02-12 20:29:00,18.9,876.0,PB-17-CD-1410,DRV108
TRP006392,MANDI019,WH-East,2026-01-05 01:03:04,2026-01-05 16:33:04,15.5,855.199735421645,RJ-61-BC-7259,DRV674
TRP006149,MANDI002,WH-West,2026-02-16 14:24:09,2026-02-17 11:42:09,21.3,1009.6,,DRV810
TRP006072,MANDI011,WH-West,2026-05-26 14:43:00,2026-05-27 10:49:10,20.102777777777778,1151.3996437844737,UP-66-AB-9430,DRV394
TRP004093,MANDI051,Export-Terminal,2026-01-11 21:27:43,2026-01-12 16:15:43,18.8,867.0,DL-95-DF-1151,DRV712
TRP007464,MANDI032,WH-West,2026-01-27 12:12:17,2026-01-28 01:36:17,13.4,658.7,HR-57-BC-9688,
TRP009110,MANDI021,WH-Central,2026-01-01 07:17:00,2026-01-02 06:59:39,23.710833333333333,1281.7996034418431,DL-60-AB-2414,DRV256
TRP008200,MANDI046,WH-South,2026-08-04 01:43:13,2026-08-04 10:07:13,8.4,,,DRV548
TRP004930,MANDI052,WH-East,2026-03-27 09:09:53,2026-03-28 00:15:53,15.1,861.2997335344512,HR-38-BC-9249,DRV397
TRP003459,MANDI008,WH-South,2026-01-07 00:29:02,2026-01-07 06:47:02,6.3,362.7,UP-24-CD-2690,DRV336
TRP006861,MANDI056,WH-West,2026-01-23 15:25:54,2026-01-23 22:19:00,6.885,332.7,,DRV602
TRP005954,MANDI016,WH-Central,2026-08-15 14:23:00,2026-08-15 23:53:00,9.5,456.4,UP-50-CD-4456,DRV724
TRP005441,MANDI018,WH-East,2026-07-05 01:44:39,2026-07-05 03:50:39,2.1,107.6,UP-21-DF-7459,DRV536
TRP003523,MANDI025,WH-East,2026-01-04 21:47:51,2026-01-05 19:05:00,21.285833333333333,1253.8,HR-26-BC-4461,DRV262
TRP000694,MANDI003,WH-West,2026-01-16 00:00:00,2026-01-17 09:05:13,33.08694444444444,1038.5,DL-80-CD-4950,DRV302
TRP002534,MANDI033,WH-North,2026-05-12 01:20:50,2026-05-12 14:14:00,12.886111111111111,,DL-54-AB-8295,DRV857
TRP006221,MANDI035,WH-North,2026-08-29 01:11:27,2026-08-29 23:47:27,22.6,982.9,HR-41-CD-1025,DRV783
TRP000983,MANDI012,WH-West,2026-02-22 16:39:00,2026-02-23 07:57:13,15.303611111111111,705.2,,DRV183
TRP009712,MANDI030,WH-Central,2026-07-06 00:11:00,,22.0,993.0,PB-84-CD-9416,DRV578
TRP000080,MANDI002,Export-Terminal,2026-04-16 10:27:52,2026-04-16 23:33:00,13.085555555555555,,RJ-44-CD-2954,DRV248
TRP008639,MANDI047,WH-South,2026-07-02 16:43:57,2026-07-03 07:31:00,14.784166666666666,876.2,UP-51-DF-1080,DRV465
TRP007077,MANDI039,Export-Terminal,2026-03-13 06:40:00,2026-03-13 12:22:00,5.7,252.7,UP-13-BC-8967,DRV574
TRP005338,MANDI008,WH-East,2026-05-14 03:40:36,2026-05-14 15:28:36,11.8,560.4,,DRV727
TRP003687,MANDI015,WH-North,2026-03-04 09:19:32,2026-03-04 14:55:00,5.591111111111111,286.6,DL-66-AB-2118,
TRP004061,MANDI001,WH-East,2026-08-18 23:48:06,,22.3,1221.1,UP-17-AB-2956,DRV679
TRP000262,MANDI024,WH-Central,2026-03-11 20:37:00,,22.9,1181.8,,DRV750
TRP002143,MANDI047,WH-West,2026-01-26 07:53:21,2026-01-26 12:53:21,5.0,288.0,PB-35-AB-8361,DRV606
TRP006885,MANDI029,WH-West,2026-04-01 07:56:22,2026-04-02 01:32:22,17.6,,RJ-18-DF-1328,DRV107
TRP002269,MANDI008,WH-South,2026-05-01 21:44:18,2026-05-02 02:26:18,4.7,247.6,HR-23-AB-7265,DRV132
TRP000446,MANDI016,WH-Central,2026-08-19 15:56:00,2026-08-20 02:20:14,10.403888888888888,526.1,RJ-18-AB-2184,
TRP005333,MANDI011,WH-East,2026-03-07 23:49:41,2026-03-08 14:07:41,14.3,834.7,,DRV364
TRP004873,MANDI052,WH-East,2026-08-22 08:10:18,2026-08-22 16:16:00,8.095,348.7,RJ-38-CD-6067,
TRP006990,MANDI049,WH-North,2026-04-14 06:07:00,2026-04-14 12:55:00,6.8,349.3998919040256,,
TRP007235,MANDI015,WH-South,2026-05-25 23:45:00,2026-05-26 18:33:00,18.8,830.4,RJ-65-AB-3624,DRV596
TRP003754,MANDI004,Export-Terminal,2026-04-19 06:50:00,,4.4,206.4,PB-10-CD-2868,DRV549
TRP001702,MANDI012,WH-West,2026-04-08 09:46:00,2026-04-08 15:52:04,6.101111111111111,289.3999104665856,,
TRP007580,MANDI002,WH-Central,2026-04-27 08:18:31,2026-04-27 19:24:31,11.1,500.7998450644992,HR-22-AB-2318,DRV446
TRP002527,MANDI029,WH-South,2026-08-09 00:00:00,2026-08-10 01:32:02,25.53388888888889,599.3,RJ-77-CD-1344,DRV231
TRP005501,MANDI046,WH-Central,2026-01-30 23:14:10,2026-01-31 02:38:10,3.4,158.3,DL-81-AB-8721,DRV495
TRP005232,MANDI028,WH-Central,2026-08-11 17:09:00,2026-08-12 14:09:00,21.0,1067.7,UP-73-AB-7989,DRV961
TRP000069,MANDI002,WH-East,2026-08-23 14:45:00,2026-08-24 10:51:45,20.1125,828.2997437438593,DL-91-DF-4719,DRV348
TRP001169,MANDI028,WH-Central,2026-03-09 22:12:00,2026-03-10 07:18:00,9.1,451.3,HR-42-CD-9927,DRV442
TRP000049,MANDI006,WH-Central,2026-03-26 00:00:00,2026-03-27 06:37:15,30.620833333333334,616.9998091150081,PB-82-AB-6389,DRV436
TRP001054,MANDI054,WH-North,2026-08-01 03:12:21,2026-08-02 02:06:21,22.9,1232.6,HR-88-AB-4070,DRV582
TRP000085,MANDI031,WH-North,2026-05-25 16:36:24,2026-05-26 12:18:24,19.7,1054.3996737939458,HR-34-DF-8055,DRV866
TRP003150,MANDI021,WH-West,2026-03-14 20:02:08,2026-03-15 15:26:00,19.397777777777776,1094.7,DL-60-DF-6476,DRV115
TRP000881,MANDI020,WH-Central,2026-08-08 19:37:01,2026-08-09 07:31:01,11.9,710.8,UP-37-CD-2491,DRV586
TRP002652,MANDI032,WH-North,2026-05-15 20:19:18,2026-05-16 04:43:00,8.395,418.6,PB-47-DF-8868,DRV983
TRP008194,MANDI029,WH-North,2026-03-24 21:03:05,2026-03-25 17:03:00,19.99861111111111,1128.0,HR-83-AB-2041,
TRP002440,MANDI006,WH-North,2026-08-31 12:17:13,2026-09-01 09:17:13,21.0,1181.7,RJ-24-CD-7991,DRV186
TRP004116,MANDI033,WH-South,2026-02-20 00:00:00,2026-02-20 23:43:08,23.718888888888888,820.4,HR-73-CD-7546,
TRP009962,MANDI055,Export-Terminal,2026-09-09 18:16:52,2026-09-10 00:00:00,5.7188888888888885,266.5999175203585,HR-26-BC-2889,DRV429
TRP001468,MANDI044,WH-Central,2026-08-16 20:32:00,2026-08-17 09:50:39,13.310833333333333,767.5,PB-91-BC-3026,DRV827
TRP008519,MANDI040,WH-East,2026-05-17 21:48:34,2026-05-18 10:00:00,12.190555555555555,629.5,HR-29-CD-3275,DRV768
TRP003594,MANDI004,WH-North,2026-01-01 08:25:11,2026-01-01 17:49:00,9.396944444444445,471.0,DL-15-AB-4319,DRV927
TRP002442,MANDI003,WH-East,2026-06-15 02:17:00,2026-06-15 00:00:00,15.9,877.9,DL-26-AB-8729,DRV909
TRP006099,MANDI034,WH-South,2026-01-07 13:11:00,2026-01-07 00:00:00,6.2,333.0,HR-83-DF-7490,DRV988
TRP000231,MANDI052,WH-West,2026-08-19 02:39:24,2026-08-20 00:45:00,22.093333333333334,884.5,,DRV122
TRP001321,MANDI039,Export-Terminal,2026-02-07 13:13:38,2026-02-07 17:07:00,3.8894444444444445,202.79993725854723,UP-60-BC-5582,DRV704
TRP000042,MANDI036,WH-South,2026-01-04 01:46:03,2026-01-04 16:34:03,14.8,790.0,UP-18-DF-9882,DRV470
TRP003040,MANDI035,WH-North,2026-01-10 14:37:11,2026-01-11 00:01:11,9.4,403.4,PB-76-BC-4923,DRV980
TRP000778,MANDI054,WH-Central,2026-02-22 02:50:00,2026-02-22 23:14:00,20.4,973.2,RJ-98-DF-9209,
TRP009498,MANDI055,WH-East,2026-08-23 09:20:43,2026-08-23 15:44:00,6.388055555555556,370.8998852524416,DL-18-BC-2196,DRV829
TRP002373,MANDI044,WH-North,2026-02-27 15:57:17,2026-02-28 13:27:17,21.5,1172.2,,DRV856
TRP001730,MANDI016,WH-West,2026-07-13 09:44:13,2026-07-13 13:20:13,3.6,190.89994094012164,,DRV118
TRP005571,MANDI021,Export-Terminal,2026-07-30 00:00:00,2026-07-30 00:00:00,0.0,136.4,UP-31-AB-7456,
TRP000580,MANDI037,WH-North,2026-08-01 19:37:00,2026-08-02 14:37:23,19.00638888888889,1118.3,,DRV266
TRP007702,MANDI029,WH-East,2026-04-25 06:13:12,2026-04-25 18:07:12,11.9,693.0,PB-41-CD-2898,DRV821
TRP006370,MANDI045,WH-North,2026-05-21 11:42:52,2026-05-21 14:24:52,2.7,140.8,PB-71-DF-1347,
TRP003079,MANDI040,WH-Central,2026-07-14 17:48:17,,2.8,,PB-27-CD-5644,DRV118
TRP007201,MANDI044,WH-Central,2026-06-14 10:46:00,2026-06-14 00:00:00,10.1,518.2,HR-63-DF-2966,DRV669
TRP003616,MANDI036,Export-Terminal,2026-03-08 14:54:18,2026-03-09 14:24:18,23.5,1080.1,HR-61-CD-1601,
TRP002868,MANDI054,WH-West,2026-02-05 21:56:08,2026-02-06 20:38:00,22.697777777777777,1194.5,PB-37-AB-1106,DRV740
TRP001492,MANDI050,WH-South,2026-04-15 22:01:24,2026-04-16 00:00:00,1.9766666666666666,445.0,DL-94-BC-3822,
TRP009243,MANDI039,Export-Terminal,2026-02-03 00:00:00,2026-02-04 00:00:00,24.0,684.9,RJ-53-AB-6459,
TRP006124,MANDI039,WH-North,2026-01-25 11:00:10,2026-01-25 13:42:10,2.7,139.5,UP-32-AB-7409,DRV414
TRP000062,MANDI014,WH-Central,2026-01-19 07:40:02,2026-01-19 12:52:02,5.2,229.2,HR-26-CD-9362,DRV734
TRP004798,MANDI017,WH-West,2026-08-13 05:25:00,2026-08-13 11:43:49,6.313611111111111,277.09991427191045,RJ-94-AB-2678,DRV293
TRP004355,MANDI022,WH-Central,2026-03-11 02:20:00,2026-03-11 06:02:00,3.7,216.9,HR-76-BC-9989,DRV222
TRP008404,MANDI029,WH-West,2026-02-18 10:34:00,2026-02-18 18:04:00,7.5,435.3,PB-57-DF-8334,DRV243
TRP000403,MANDI022,WH-Central,2026-07-01 04:26:10,2026-07-01 18:38:10,14.2,738.3,DL-53-BC-1222,DRV210
TRP000333,MANDI003,WH-North,2026-05-06 00:17:00,2026-05-06 14:53:00,14.6,835.8,UP-46-DF-2641,DRV381
TRP002085,MANDI011,WH-South,2026-07-10 07:24:48,2026-07-11 03:18:48,19.9,815.1,DL-92-CD-5964,DRV164
TRP003058,MANDI005,WH-North,2026-01-21 19:54:35,2026-01-22 08:42:35,12.8,595.5,DL-91-CD-6836,DRV488
TRP005559,MANDI008,WH-South,2026-03-17 17:57:00,2026-03-18 08:57:00,15.0,662.6,UP-68-DF-2708,DRV387
TRP009730,MANDI053,WH-West,2026-05-25 15:48:00,2026-05-26 04:30:22,12.706111111111111,625.2,HR-12-BC-7868,DRV524
TRP009642,MANDI037,WH-North,2026-04-08 09:57:09,2026-04-08 18:27:00,8.4975,398.09987683741446,RJ-72-BC-3543,DRV518
TRP000165,MANDI034,WH-West,2026-07-31 15:36:00,2026-07-31 22:30:39,6.910833333333334,403.6,DL-52-CD-7128,DRV692
TRP004632,MANDI016,WH-North,2026-04-14 23:15:00,,11.5,681.9,PB-87-AB-6150,DRV952
TRP002716,MANDI033,WH-East,2026-06-08 17:41:58,,12.6,625.5,,DRV519
TRP009283,MANDI040,WH-South,2026-06-03 00:24:00,,4.0,187.5,PB-62-DF-9973,DRV613
TRP007548,MANDI056,WH-Central,2026-07-05 19:42:59,2026-07-06 04:00:00,8.283611111111112,334.2,RJ-16-AB-4479,DRV648
TRP005604,MANDI018,WH-North,2026-03-29 02:14:00,2026-03-29 10:50:00,8.6,390.8,HR-20-DF-2286,DRV232
TRP006672,MANDI040,Export-Terminal,2026-04-30 14:18:00,2026-05-01 11:48:16,21.504444444444445,1081.6,HR-95-AB-8044,DRV994
TRP002756,MANDI042,WH-West,2026-07-04 06:44:00,2026-07-04 23:20:00,16.6,760.2997647814273,DL-83-BC-4386,DRV144
TRP007672,MANDI024,WH-North,2026-08-03 12:46:08,2026-08-04 06:28:08,17.7,940.1,HR-42-BC-8080,DRV682
