arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,unit_standardized,arrival_quantity_qtl
ARR0002877,2026-02-12,MANDI028,Sugarcane,,297.96,qtl,77.0,qtl,297.96
ARR0017310,2026-04-08,MANDI006,Cotton,Local,165.4,Q,36.0,q,165.4
ARR0007467,2026-05-05,MANDI039,Maize,Premium,18.393,tonnes,22.0,tonnes,183.93
ARR0012624,2026-09-06,MANDI052,Sugarcane,HD-2967,28635.000000000004,kg,60.0,kg,286.35
ARR0017053,2026-04-21,MANDI014,Mustard,Hybrid,262.28,quintal,82.0,quintal,262.28
ARR0003209,2026-02-20,MANDI038,Maize,,285.33,Quintals,127.0,quintals,285.33
ARR0008604,2026-04-07,MANDI018,Maize,Pusa-1121,18.32,Q,146.0,q,18.32
ARR0018802,2026-08-11,MANDI032,Maize,HD-2967,34.18,tonnes,35.0,tonnes,341.8
ARR0020356,2026-01-21,MANDI035,Mustard,,216.88,Q,87.0,q,216.88
ARR0010921,2026-05-11,MANDI045,Maize,Local,17.449,T,,t,174.49
ARR0012919,2026-06-27,MANDI028,Rice,,-310.07,Qtl,121.0,qtl,
ARR0021887,2026-08-27,MANDI013,Sugarcane,PBW-343,32158.999999999996,kg,148.0,kg,321.59
ARR0007912,2026-07-22,MANDI020,Maize,Premium,85.1,qtl,,qtl,85.1
ARR0003116,2026-07-18,MANDI018,Maize,Pusa-1121,"17,056.0 KG",,118.0,kg,170.56
ARR0006926,2026-03-23,MANDI047,Rice,Hybrid,298.3,qtl,64.0,qtl,298.3
ARR0004880,2026-07-17,MANDI052,Maize,Local,15240.0,kg,30.0,kg,152.4
ARR0005684,2026-08-26,MANDI019,Mustard,Hybrid,117.36 qtl,,,qtl,117.36
ARR0011298,2026-03-27,MANDI049,Cotton,Pusa-1121,19.619,T,71.0,t,196.19
ARR0003942,2026-05-28,MANDI046,Maize,Pusa-1121,-277.3,KG,74.0,kg,
ARR0011661,2026-04-15,MANDI023,Maize,HD-2967,"5,571.0 KG",,14.0,kg,55.71
ARR0010093,2026-05-28,MANDI006,Cotton,,264.59,qtl,85.0,qtl,264.59
ARR0001605,2026-03-30,MANDI031,Cotton,Local,5268.0,KG,104.0,kg,52.68
ARR0003694,2026-07-26,MANDI011,Cotton,Local,27357.0,kg,14.0,kg,273.57
ARR0004743,2026-08-31,MANDI025,Rice,HD-2967,108.98,Quintals,33.0,quintals,108.98
ARR0004903,2026-06-10,MANDI005,Mustard,Pusa-1121,123.5,quintal,114.0,quintal,123.5
ARR0006731,2026-02-11,MANDI001,Rice,Local,42966.0,Kilo,126.0,kilo,429.66
ARR0024448,2026-04-11,MANDI047,Wheat,Local,37656.0,KGS,40.0,kgs,376.56
ARR0018356,2026-03-04,MANDI038,Mustard,Pusa-1121,21598.0,Kgs,46.0,kgs,215.98000000000002
ARR0009273,2026-06-22,MANDI044,Sugarcane,,45223.0,kg,75.0,kg,452.23
ARR0000963,2026-04-17,MANDI005,Cotton,Local,29639.0,Kilo,31.0,kilo,296.39
ARR0015496,2026-06-09,MANDI008,Rice,Hybrid,5.792,tonnes,60.0,tonnes,57.92
ARR0008204,2026-01-25,MANDI016,Sugarcane,Pusa-1121,490.04,Q,23.0,q,490.04
ARR0006236,2026-06-22,MANDI019,Wheat,,32.507,tonnes,130.0,tonnes,325.07
ARR0017798,2026-05-22,MANDI015,Cotton,Hybrid,147.3 qtl,,41.0,qtl,147.3
ARR0009873,2026-04-03,MANDI033,Sugarcane,,46314.0,kg,,kg,463.14
ARR0000328,2026-07-09,MANDI042,Wheat,Pusa-1121,9.613,T,24.0,t,96.13
ARR0007950,2026-02-24,MANDI037,Cotton,Hybrid,33.852,T,124.0,t,338.52
ARR0012440,2026-01-19,MANDI010,Maize,HD-2967,31.96 qtl,,149.0,qtl,31.96
ARR0017754,2026-04-18,MANDI023,Maize,,332.51 qtl,,128.0,qtl,332.51
ARR0019682,2026-06-09,MANDI054,Maize,,18485.0,KG,105.0,kg,184.85
ARR0011888,2026-06-21,MANDI024,Sugarcane,,38.827999999999996,MT,17.0,mt,388.28
ARR0024983,2026-07-18,MANDI005,Mustard,Premium,218.98 qtl,,,qtl,218.98
ARR0015469,2026-06-29,MANDI050,Wheat,HD-2967,32624.0,Kgs,125.0,kgs,326.24
ARR0024786,2026-08-18,MANDI033,Mustard,Hybrid,255.11,Q,91.0,q,255.11
ARR0002350,2026-02-10,MANDI026,Maize,PBW-343,13800.0,KG,129.0,kg,138.0
ARR0013133,2026-04-23,MANDI025,Maize,Hybrid,46.649,MT,13.0,mt,466.49
ARR0016492,2026-03-24,MANDI046,Rice,Pusa-1121,32.176,Tonnes,76.0,tonnes,321.76
ARR0017770,2026-03-19,MANDI045,Wheat,Hybrid,45182.0,KGS,50.0,kgs,451.82
ARR0012831,2026-08-08,MANDI057,Cotton,Premium,268.56,quintal,63.0,quintal,268.56
ARR0016399,2026-04-16,MANDI016,Cotton,Hybrid,43.293,Tonnes,19.0,tonnes,432.93
ARR0000619,2026-06-14,MANDI012,Wheat,Pusa-1121,368.67 qtl,,119.0,qtl,368.67
ARR0021934,2026-03-17,MANDI035,Maize,Pusa-1121,24.168,tonnes,48.0,tonnes,241.68
ARR0017823,2026-01-24,MANDI049,Wheat,Pusa-1121,49.43 qtl,,,qtl,49.43
ARR0013171,2026-04-15,MANDI014,Mustard,HD-2967,414.49,Q,36.0,q,414.49
ARR0002458,2026-02-12,MANDI035,Mustard,HD-2967,253.63 qtl,,49.0,qtl,253.63
ARR0005916,2026-02-26,MANDI025,Rice,PBW-343,34285.0,Kilo,128.0,kilo,342.85
ARR0010354,2026-07-04,MANDI005,Rice,,78.99,qtl,119.0,qtl,78.99
ARR0014000,2026-01-21,MANDI036,Rice,Pusa-1121,312.56,Q,81.0,q,312.56
ARR0008101,2026-07-08,MANDI009,Wheat,Pusa-1121,410.63,Q,49.0,q,410.63
ARR0022226,2026-05-20,MANDI010,Mustard,Local,207.38,Qtl,78.0,qtl,207.38
ARR0020284,2026-03-30,MANDI021,Maize,,5051.0,KG,7.0,kg,50.51
ARR0007935,2026-01-21,MANDI027,Cotton,Premium,414.8,Qtl,71.0,qtl,414.8
ARR0018830,2026-04-25,MANDI014,Mustard,HD-2967,45.05,T,,t,450.5
ARR0003296,2026-03-03,MANDI030,Cotton,Hybrid,266.79,Q,57.0,q,266.79
ARR0004402,2026-03-22,MANDI033,Cotton,Hybrid,27595.0,kg,,kg,275.95
ARR0002311,2026-07-19,MANDI057,Rice,Hybrid,"14,109.0 KG",,139.0,kg,141.09
ARR0012740,2026-03-23,MANDI029,Maize,Hybrid,"31,820.0 KG",,146.0,kg,318.2
ARR0002404,2026-04-13,MANDI052,Maize,Pusa-1121,66.99,Q,117.0,q,66.99
ARR0009846,2026-11-02,MANDI006,Wheat,Premium,144.96,qtl,71.0,qtl,144.96
ARR0000879,2026-01-22,MANDI041,Mustard,Pusa-1121,6.245,T,135.0,t,62.45
ARR0022648,2026-02-01,MANDI024,Sugarcane,Pusa-1121,48.492000000000004,T,20.0,t,484.9200000000001
ARR0002110,2026-02-02,MANDI020,Mustard,PBW-343,273.53 qtl,,52.0,qtl,273.53
ARR0022827,2026-08-20,MANDI046,Mustard,Pusa-1121,-300.0,KG,118.0,kg,
ARR0020184,2026-05-20,MANDI024,Wheat,Hybrid,226.33,Q,110.0,q,226.33
ARR0021789,2026-04-20,MANDI019,Cotton,PBW-343,48.08,MT,109.0,mt,480.79999999999995
ARR0018476,2026-03-24,MANDI013,Rice,PBW-343,-70.96,KG,78.0,kg,
ARR0014161,2026-02-18,MANDI056,Sugarcane,,"49,384.0 KG",,94.0,kg,493.84000000000003
ARR0000411,2026-11-02,MANDI006,Maize,HD-2967,43.503,tonnes,141.0,tonnes,435.03
ARR0008407,2026-05-04,MANDI027,Mustard,,"49,281.0 KG",,86.0,kg,492.81
ARR0003900,2026-04-28,MANDI028,Sugarcane,HD-2967,206.55 qtl,,123.0,qtl,206.55
ARR0024384,2026-01-31,MANDI009,Maize,Premium,136.86 qtl,,95.0,qtl,136.86
ARR0024717,2026-01-24,MANDI015,Rice,Local,43167.0,KG,,kg,431.67
ARR0021229,2026-02-08,MANDI035,Rice,,79.19,Qtl,122.0,qtl,79.19
ARR0002190,2026-05-16,MANDI022,Cotton,Pusa-1121,49.628,Tonnes,92.0,tonnes,496.28
ARR0017653,2026-08-03,MANDI037,Sugarcane,Hybrid,36.684,MT,18.0,mt,366.84
ARR0022398,2026-03-30,MANDI018,Mustard,Hybrid,"17,477.0 KG",,38.0,kg,174.77
ARR0011437,2026-07-13,MANDI024,Rice,Premium,34994.0,Kilo,61.0,kilo,349.94
ARR0015238,2026-02-24,MANDI010,Cotton,PBW-343,38807.0,Kilo,,kilo,388.07
ARR0021293,2026-09-03,MANDI020,Maize,Hybrid,328.23,Q,93.0,q,328.23
ARR0017383,2026-05-21,MANDI035,Wheat,PBW-343,446.15 qtl,,140.0,qtl,446.15
ARR0009571,2026-07-03,MANDI039,Mustard,Premium,"49,857.0 KG",,,kg,498.57
ARR0009470,2026-07-30,MANDI034,Rice,Premium,"30,095.0 KG",,99.0,kg,300.95
ARR0012466,2026-03-15,MANDI056,Rice,Hybrid,"19,267.0 KG",,139.0,kg,192.67000000000002
ARR0024421,2026-05-16,MANDI043,Wheat,HD-2967,254.98,qtl,95.0,qtl,254.98
ARR0012120,2026-06-24,MANDI039,Mustard,Local,"16,032.0 KG",,53.0,kg,160.32
ARR0004586,2026-02-23,MANDI026,Cotton,Pusa-1121,21630.0,kg,17.0,kg,216.3
ARR0013459,2026-08-24,MANDI022,Sugarcane,Local,30.663,MT,21.0,mt,306.63
ARR0006603,2026-06-26,MANDI037,Cotton,Local,249.69,Quintals,133.0,quintals,249.69
ARR0007730,2026-03-02,MANDI039,Cotton,PBW-343,41561.0,Kgs,135.0,kgs,415.61
ARR0010430,2026-01-26,MANDI048,Wheat,Premium,"24,862.0 KG",,36.0,kg,248.62
ARR0021811,2026-07-22,MANDI032,Rice,HD-2967,29.122000000000003,tonnes,45.0,tonnes,291.22
ARR0009243,2026-04-02,MANDI040,Sugarcane,Local,45105.0,KGS,54.0,kgs,451.05
ARR0004418,2026-07-26,MANDI057,Maize,Pusa-1121,17.056,MT,78.0,mt,170.56
ARR0000543,2026-05-12,MANDI004,Sugarcane,PBW-343,42357.0,kg,107.0,kg,423.57
ARR0023453,2026-06-30,MANDI036,Cotton,HD-2967,58.27,Q,51.0,q,58.27
ARR0006713,2026-08-11,MANDI022,Maize,Pusa-1121,47.696,Tonnes,20.0,tonnes,476.96
ARR0022511,2026-05-09,MANDI040,Rice,Pusa-1121,28.42,Q,90.0,q,28.42
ARR0017307,2026-08-06,MANDI022,Rice,Hybrid,41066.0,kg,9.0,kg,410.66
ARR0020172,2026-03-20,MANDI052,Rice,HD-2967,17725.0,KG,102.0,kg,177.25
ARR0020840,2026-02-09,MANDI007,Sugarcane,PBW-343,158.24,Quintals,98.0,quintals,158.24
ARR0013374,2026-06-01,MANDI053,Cotton,Pusa-1121,217.25,qtl,5.0,qtl,217.25
ARR0023076,2026-04-29,MANDI003,Sugarcane,HD-2967,-58.07,KG,97.0,kg,
ARR0013944,2026-08-16,MANDI033,Mustard,Pusa-1121,39.147000000000006,T,112.0,t,391.47
ARR0006162,2026-02-28,MANDI030,Mustard,PBW-343,45525.0,kg,135.0,kg,455.25
ARR0019454,2026-03-03,MANDI002,Rice,Premium,40.451,MT,141.0,mt,404.51
ARR0013144,2026-08-05,MANDI020,Wheat,,5054.0,kg,67.0,kg,50.54
ARR0010043,2026-01-19,MANDI021,Sugarcane,,190.05,Quintals,8.0,quintals,190.05
ARR0010095,2026-08-22,MANDI031,Cotton,HD-2967,43558.0,KGS,45.0,kgs,435.58
ARR0009332,2026-05-30,MANDI022,Maize,Premium,304.69,qtl,125.0,qtl,304.69
ARR0005457,2026-07-08,MANDI048,Sugarcane,HD-2967,223.46,quintal,45.0,quintal,223.46
ARR0002320,2026-05-02,MANDI020,Cotton,Local,209.32 qtl,,52.0,qtl,209.32
ARR0018267,2026-07-31,MANDI006,Cotton,Pusa-1121,13853.0,KGS,44.0,kgs,138.53
ARR0018874,2026-02-13,MANDI027,Cotton,,10476.0,kg,109.0,kg,104.76
ARR0023210,2026-05-22,MANDI043,Rice,Premium,"42,935.0 KG",,143.0,kg,429.35
ARR0003063,2026-06-01,MANDI023,Mustard,PBW-343,30.412,tonnes,11.0,tonnes,304.12
ARR0018722,2026-06-16,MANDI021,Maize,Premium,229.42,qtl,20.0,qtl,229.42
ARR0001007,2026-07-13,MANDI053,Sugarcane,Pusa-1121,35.189,T,93.0,t,351.89
ARR0007603,2026-08-09,MANDI046,Rice,,"26,847.000000000004 KG",,124.0,kg,268.47
ARR0010469,2026-06-26,MANDI029,Wheat,PBW-343,80.51 qtl,,25.0,qtl,80.51
ARR0006254,2026-02-27,MANDI040,Rice,Hybrid,28.081,tonnes,14.0,tonnes,280.81
ARR0013253,2026-04-27,MANDI019,Maize,Hybrid,381.01 qtl,,65.0,qtl,381.01
ARR0021829,2026-07-15,MANDI026,Maize,,107.56,quintal,107.0,quintal,107.56
ARR0005884,2026-05-26,MANDI030,Mustard,Hybrid,"34,557.0 KG",,73.0,kg,345.57
ARR0010514,2026-05-18,MANDI013,Wheat,Local,83.21,quintal,,quintal,83.21
ARR0002248,2026-03-08,MANDI002,Sugarcane,HD-2967,-334.83,Qtl,29.0,qtl,
ARR0015228,2026-09-03,MANDI010,Maize,Pusa-1121,11581.0,KGS,140.0,kgs,115.81
ARR0023621,2026-08-13,MANDI008,Cotton,,425.55 qtl,,98.0,qtl,425.55
ARR0008611,2026-05-06,MANDI016,Mustard,Premium,22006.0,Kilo,89.0,kilo,220.06
ARR0006135,2026-03-23,MANDI016,Cotton,Pusa-1121,391.56,Q,129.0,q,391.56
ARR0007892,2026-07-30,MANDI004,Wheat,Pusa-1121,10068.0,Kgs,97.0,kgs,100.68
ARR0007672,2026-07-17,MANDI038,Cotton,Hybrid,43723.0,KGS,,kgs,437.23
ARR0007105,2026-02-02,MANDI035,Maize,Premium,39.23 qtl,,66.0,qtl,39.23
ARR0022850,2026-07-27,MANDI005,Rice,PBW-343,"31,383.999999999996 KG",,73.0,kg,313.84
ARR0007604,2026-08-25,MANDI048,Mustard,Pusa-1121,49.35,MT,56.0,mt,493.5
ARR0022560,2026-07-23,MANDI032,Mustard,Premium,21377.0,Kgs,97.0,kgs,213.77
ARR0004715,2026-02-06,MANDI025,Rice,PBW-343,"31,033.999999999996 KG",,,kg,310.34
ARR0003438,2026-09-07,MANDI033,Wheat,Hybrid,369.32,quintal,114.0,quintal,369.32
ARR0012373,2026-06-10,MANDI023,Sugarcane,HD-2967,388.35,qtl,93.0,qtl,388.35
ARR0021716,2026-01-11,MANDI024,Mustard,Premium,6.742,tonnes,,tonnes,67.42
ARR0004224,2026-08-02,MANDI029,Maize,PBW-343,250.73,quintal,124.0,quintal,250.73
ARR0001356,2026-08-11,MANDI034,Cotton,,31693.0,Kilo,15.0,kilo,316.93
ARR0020607,2026-06-15,MANDI044,Rice,,-410.44,Qtl,11.0,qtl,
ARR0011506,2026-07-27,MANDI039,Wheat,Local,20026.0,KGS,,kgs,200.26
ARR0017844,2026-02-24,MANDI012,Maize,PBW-343,41.544,tonnes,140.0,tonnes,415.43999999999994
ARR0001880,2026-08-20,MANDI035,Rice,Pusa-1121,25542.0,Kgs,87.0,kgs,255.42000000000002
ARR0005788,2026-03-31,MANDI030,Maize,Hybrid,43730.0,kg,149.0,kg,437.3
ARR0008378,2026-01-27,MANDI018,Rice,Premium,15.356,MT,6.0,mt,153.56
ARR0015337,2026-04-30,MANDI057,Maize,PBW-343,"33,208.0 KG",,67.0,kg,332.08
ARR0018360,2026-08-29,MANDI041,Mustard,Pusa-1121,385.27,quintal,139.0,quintal,385.27
ARR0013024,2026-02-05,MANDI004,Rice,Pusa-1121,22.43,Q,55.0,q,22.43
ARR0013388,2026-01-28,MANDI044,Wheat,Hybrid,16.427,Tonnes,122.0,tonnes,164.26999999999998
ARR0005562,2026-02-21,MANDI021,Mustard,,33521.0,kg,35.0,kg,335.21
ARR0016937,2026-04-10,MANDI022,Cotton,Hybrid,10.604000000000001,Tonnes,93.0,tonnes,106.04
ARR0003103,2026-01-04,MANDI036,Wheat,,34.823,Tonnes,80.0,tonnes,348.23
ARR0000060,2026-08-05,MANDI057,Wheat,PBW-343,397.43,Q,100.0,q,397.43
ARR0021157,2026-11-06,MANDI010,Cotton,HD-2967,167.56,quintal,,quintal,167.56
ARR0011854,2026-09-09,MANDI055,Maize,Pusa-1121,29373.0,Kilo,123.0,kilo,293.73
ARR0022890,2026-01-28,MANDI055,Maize,PBW-343,277.31 qtl,,147.0,qtl,277.31
ARR0001164,2026-05-07,MANDI036,Rice,PBW-343,"45,597.0 KG",,89.0,kg,455.97
ARR0005803,2026-03-02,MANDI019,Wheat,PBW-343,351.95,Qtl,139.0,qtl,351.95
ARR0011283,2026-03-09,MANDI017,Maize,Pusa-1121,181.36,Q,45.0,q,181.36
ARR0016773,2026-01-04,MANDI052,Sugarcane,,471.8,quintal,58.0,quintal,471.8
ARR0005218,2026-05-21,MANDI021,Maize,Local,458.05,Q,120.0,q,458.05
ARR0022833,2026-06-17,MANDI022,Sugarcane,PBW-343,18617.0,KGS,78.0,kgs,186.17000000000002
ARR0018042,2026-07-14,MANDI001,Sugarcane,Pusa-1121,39.777,T,,t,397.77
ARR0008026,2026-03-04,MANDI002,Rice,Local,68.24,quintal,102.0,quintal,68.24
ARR0021366,2026-03-20,MANDI021,Maize,Hybrid,26.538,MT,16.0,mt,265.38
ARR0011584,2026-07-28,MANDI015,Rice,Pusa-1121,"4,851.0 KG",,127.0,kg,48.51
ARR0007360,2026-09-04,MANDI035,Sugarcane,,13063.0,KGS,,kgs,130.63
ARR0017049,2026-02-01,MANDI051,Cotton,Premium,31288.0,KGS,89.0,kgs,312.88
ARR0022622,2026-11-07,MANDI036,Mustard,Premium,"14,247.999999999998 KG",,18.0,kg,142.48
ARR0021747,2026-06-27,MANDI002,Mustard,PBW-343,192.29,Quintals,8.0,quintals,192.29
ARR0017912,2026-01-11,MANDI030,Maize,HD-2967,240.18,Quintals,119.0,quintals,240.18
ARR0007303,2026-06-26,MANDI007,Mustard,,144.81 qtl,,5.0,qtl,144.81
ARR0014321,2026-02-02,MANDI051,Wheat,Local,326.53,qtl,60.0,qtl,326.53
ARR0006280,2026-05-06,MANDI007,Sugarcane,,44.768,tonnes,22.0,tonnes,447.68
ARR0003473,2026-01-29,MANDI011,Cotton,HD-2967,"44,889.0 KG",,84.0,kg,448.89
ARR0020035,2026-03-29,MANDI006,Sugarcane,PBW-343,479.68,qtl,38.0,qtl,479.68
ARR0012893,2026-06-23,MANDI013,Wheat,Premium,9845.0,KG,56.0,kg,98.45
ARR0015818,2026-08-26,MANDI026,Mustard,,215.16 qtl,,120.0,qtl,215.16
ARR0012886,2026-04-02,MANDI002,Rice,Pusa-1121,142.81 qtl,,71.0,qtl,142.81
ARR0017918,2026-07-02,MANDI025,Maize,Local,493.36 qtl,,140.0,qtl,493.36
ARR0017272,2026-01-02,MANDI030,Mustard,,376.58,qtl,64.0,qtl,376.58
ARR0002147,2026-02-10,MANDI028,Sugarcane,Local,46638.0,KGS,,kgs,466.38
ARR0019609,2026-11-02,MANDI029,Rice,Local,-367.53,KG,49.0,kg,
ARR0013095,2026-01-19,MANDI049,Rice,Premium,"9,143.0 KG",,137.0,kg,91.43
ARR0008526,2026-05-22,MANDI005,Sugarcane,Local,13.29,Q,12.0,q,13.29
ARR0018502,2026-02-26,MANDI043,Mustard,HD-2967,110.93,Q,79.0,q,110.93
ARR0010646,2026-03-04,MANDI056,Mustard,Hybrid,"46,587.0 KG",,78.0,kg,465.87
ARR0007822,2026-03-28,MANDI050,Wheat,Pusa-1121,16525.0,KG,75.0,kg,165.25
ARR0000611,2026-07-16,MANDI056,Mustard,HD-2967,436.54,Quintals,6.0,quintals,436.54
ARR0011410,2026-07-21,MANDI010,Maize,PBW-343,47.384,T,150.0,t,473.84000000000003
ARR0005352,2026-03-20,MANDI054,Rice,HD-2967,"20,449.0 KG",,23.0,kg,204.49
ARR0007704,2026-06-29,MANDI006,Mustard,HD-2967,60.35,Q,142.0,q,60.35
ARR0000644,2026-02-18,MANDI017,Maize,Premium,46876.0,kg,82.0,kg,468.76
ARR0024815,2026-06-28,MANDI046,Cotton,PBW-343,21.205000000000002,tonnes,64.0,tonnes,212.05
ARR0017404,2026-09-05,MANDI010,Mustard,Hybrid,444.82,Qtl,142.0,qtl,444.82
ARR0010573,2026-01-09,MANDI035,Sugarcane,HD-2967,5098.0,Kilo,41.0,kilo,50.980000000000004
ARR0006952,2026-04-09,MANDI018,Wheat,,-398.39,Qtl,62.0,qtl,
ARR0010870,2026-05-20,MANDI026,Rice,Pusa-1121,17071.0,KG,74.0,kg,170.71
ARR0022956,2026-01-07,MANDI009,Sugarcane,Local,468.1,quintal,29.0,quintal,468.1
ARR0020185,2026-07-29,MANDI052,Maize,Hybrid,351.17,quintal,83.0,quintal,351.17
ARR0008095,2026-01-14,MANDI054,Rice,,37.03 qtl,,,qtl,37.03
ARR0005334,2026-03-23,MANDI027,Maize,HD-2967,46.624,MT,42.0,mt,466.24
ARR0015721,2026-08-29,MANDI005,Cotton,Hybrid,48.65,tonnes,71.0,tonnes,486.5
ARR0021172,2026-06-05,MANDI040,Rice,PBW-343,19.163,tonnes,,tonnes,191.63
ARR0000103,2026-07-17,MANDI021,Sugarcane,Premium,28152.999999999996,KGS,93.0,kgs,281.53
ARR0014048,2026-07-23,MANDI016,Maize,PBW-343,482.4,Q,52.0,q,482.4
ARR0017941,2026-02-11,MANDI010,Cotton,PBW-343,3.507,T,130.0,t,35.07
ARR0023109,2026-08-29,MANDI034,Maize,Hybrid,402.75,qtl,131.0,qtl,402.75
ARR0009977,2026-03-02,MANDI005,Rice,Hybrid,"2,032.9999999999998 KG",,119.0,kg,20.33
ARR0011419,2026-03-09,MANDI015,Sugarcane,Premium,423.02,quintal,121.0,quintal,423.02
ARR0010676,2026-06-04,MANDI015,Maize,Pusa-1121,319.89 qtl,,78.0,qtl,319.89
ARR0007938,2026-04-11,MANDI007,Rice,HD-2967,328.34,Q,103.0,q,328.34
ARR0012117,2026-06-28,MANDI003,Sugarcane,PBW-343,45319.0,KGS,56.0,kgs,453.19
ARR0007959,2026-06-16,MANDI011,Sugarcane,PBW-343,"48,374.0 KG",,9.0,kg,483.74
ARR0022881,2026-06-17,MANDI014,Mustard,Hybrid,41742.0,Kgs,127.0,kgs,417.42
ARR0009536,2026-07-24,MANDI027,Mustard,Hybrid,98.27,quintal,109.0,quintal,98.27
ARR0024009,2026-04-20,MANDI031,Sugarcane,Premium,38078.0,Kilo,124.0,kilo,380.78000000000003
ARR0016542,2026-06-12,MANDI039,Cotton,Local,488.36,qtl,26.0,qtl,488.36
ARR0015635,2026-12-08,MANDI016,Maize,,-487.59,KG,67.0,kg,
ARR0004697,2026-02-24,MANDI022,Mustard,HD-2967,391.88 qtl,,131.0,qtl,391.88
ARR0017919,2026-08-18,MANDI050,Rice,Premium,303.35,Qtl,143.0,qtl,303.35
ARR0008365,2026-05-04,MANDI057,Rice,Pusa-1121,2302.0,KGS,65.0,kgs,23.02
ARR0016307,2026-03-11,MANDI008,Cotton,Pusa-1121,42461.0,kg,139.0,kg,424.61
ARR0021323,2026-05-27,MANDI046,Cotton,,459.31,quintal,6.0,quintal,459.31
ARR0024943,2026-04-01,MANDI041,Sugarcane,HD-2967,44011.0,kg,13.0,kg,440.11
ARR0000361,2026-01-05,MANDI040,Rice,Premium,195.92,Quintals,92.0,quintals,195.92
ARR0009919,2026-08-29,MANDI052,Maize,Pusa-1121,25187.0,KG,119.0,kg,251.87
ARR0002911,2026-02-19,MANDI013,Sugarcane,PBW-343,11830.0,KGS,117.0,kgs,118.3
ARR0015819,2026-03-15,MANDI036,Mustard,,"17,939.0 KG",,43.0,kg,179.39000000000001
ARR0019148,2026-02-04,MANDI018,Sugarcane,PBW-343,"41,124.0 KG",,17.0,kg,411.24
ARR0002200,2026-03-26,MANDI048,Mustard,Premium,133.39,quintal,,quintal,133.39
ARR0015932,2026-08-26,MANDI048,Mustard,Hybrid,1046.0,kg,,kg,10.46
ARR0023199,2026-04-23,MANDI002,Mustard,Hybrid,3.3850000000000002,tonnes,150.0,tonnes,33.85
ARR0004140,2026-08-30,MANDI004,Rice,Pusa-1121,3.901,MT,,mt,39.01
ARR0003506,2026-02-18,MANDI018,Wheat,Local,"21,788.0 KG",,58.0,kg,217.88
ARR0015510,2026-03-21,MANDI010,Maize,Pusa-1121,-80.33,Qtl,118.0,qtl,
ARR0011925,2026-05-08,MANDI019,Sugarcane,Local,298.91,Q,,q,298.91
ARR0023609,2026-04-27,MANDI050,Cotton,Pusa-1121,"27,107.0 KG",,52.0,kg,271.07
ARR0019592,2026-07-02,MANDI013,Wheat,PBW-343,374.96,quintal,51.0,quintal,374.96
ARR0022281,2026-01-21,MANDI048,Mustard,,15628.0,KGS,,kgs,156.28
ARR0021148,2026-03-18,MANDI021,Rice,Premium,46.378,T,15.0,t,463.78
ARR0011720,2026-03-08,MANDI023,Maize,Pusa-1121,26.416000000000004,T,142.0,t,264.16
ARR0012499,2026-04-28,MANDI046,Mustard,,14863.0,KGS,59.0,kgs,148.63
ARR0006877,2026-04-19,MANDI008,Mustard,HD-2967,-163.18,Qtl,79.0,qtl,
ARR0006873,2026-08-05,MANDI005,Sugarcane,PBW-343,89.75 qtl,,69.0,qtl,89.75
ARR0013303,2026-04-09,MANDI021,Wheat,Premium,42.352999999999994,tonnes,21.0,tonnes,423.53
ARR0001523,2026-07-25,MANDI040,Mustard,Hybrid,324.01 qtl,,24.0,qtl,324.01
ARR0018086,2026-03-14,MANDI026,Sugarcane,Local,23102.0,Kilo,148.0,kilo,231.02
ARR0022638,2026-07-22,MANDI051,Wheat,Premium,482.02 qtl,,124.0,qtl,482.02
ARR0018810,2026-03-23,MANDI025,Sugarcane,Local,19384.0,Kgs,142.0,kgs,193.84
ARR0002183,2026-06-28,MANDI028,Rice,PBW-343,300.14,quintal,54.0,quintal,300.14
ARR0006551,2026-06-19,MANDI051,Cotton,HD-2967,28905.0,kg,94.0,kg,289.05
ARR0003497,2026-07-10,MANDI052,Maize,Premium,98.15 qtl,,117.0,qtl,98.15
ARR0008060,2026-05-19,MANDI025,Maize,PBW-343,480.02,Q,18.0,q,480.02
ARR0016976,2026-07-19,MANDI016,Rice,,55.57,Quintals,7.0,quintals,55.57
ARR0004992,2026-01-28,MANDI001,Sugarcane,Premium,22306.0,KG,119.0,kg,223.06
ARR0021621,2026-03-23,MANDI002,Sugarcane,HD-2967,38605.0,KGS,,kgs,386.05
ARR0010727,2026-06-26,MANDI031,Mustard,Pusa-1121,38.912,tonnes,67.0,tonnes,389.12
ARR0009218,2026-05-20,MANDI033,Mustard,PBW-343,16205.000000000002,Kgs,71.0,kgs,162.05
ARR0015557,2026-03-16,MANDI036,Rice,Pusa-1121,44498.0,Kgs,65.0,kgs,444.98
ARR0008782,2026-01-03,MANDI010,Mustard,Pusa-1121,"1,395.0 KG",,132.0,kg,13.950000000000001
ARR0016061,2026-07-09,MANDI049,Mustard,,202.99,Qtl,101.0,qtl,202.99
ARR0002446,2026-08-24,MANDI038,Wheat,,29.157999999999998,Tonnes,82.0,tonnes,291.58
ARR0003376,2026-06-10,MANDI023,Wheat,Premium,24.173,T,38.0,t,241.73
ARR0002951,2026-01-11,MANDI045,Cotton,,25396.0,kg,7.0,kg,253.96
ARR0014753,2026-03-29,MANDI022,Wheat,Hybrid,35.429,T,,t,354.29
