date,mandi_id,avg_rainfall_mm,avg_temperature_c,total_arrival_qtl
2026-02-20,MANDI027,35.3,32.0,395.03
2026-02-20,MANDI032,44.4,25.6,503.74
2026-02-20,MANDI035,42.5,17.5,70.92
2026-02-20,MANDI036,42.926,24.6,287.39
2026-02-20,MANDI038,20.0,17.5,1411.15
2026-02-20,MANDI039,9.008,24.666666666666664,425.81
2026-02-20,MANDI041,32.4,23.3,928.75
2026-02-20,MANDI046,5.08,21.35,297.47
2026-02-20,MANDI050,19.2,20.777777777777786,376.44
2026-02-21,MANDI003,32.9,25.31111111111111,344.16
2026-02-21,MANDI005,19.2,31.72222222222222,428.5
2026-02-21,MANDI006,5.7,23.41111111111111,528.35
2026-02-21,MANDI007,10.5,,945.0699999999999
2026-02-21,MANDI008,16.509999999999998,23.77777777777778,342.2
2026-02-21,MANDI014,17.492,38.77777777777778,381.32
2026-02-21,MANDI016,19.455999999999996,29.255555555555556,98.05
2026-02-21,MANDI017,46.99,35.0,238.98
2026-02-21,MANDI018,28.9205,28.03055555555556,515.79
2026-02-21,MANDI020,,29.705555555555556,193.64
2026-02-21,MANDI021,19.1,32.0,445.52
2026-02-21,MANDI024,22.9,31.75,112.9
2026-02-21,MANDI026,,16.38888888888889,626.24
2026-02-21,MANDI028,26.4,28.5,757.48
2026-02-21,MANDI029,38.741,37.1,1005.44
2026-02-21,MANDI030,41.8,39.0,955.81
2026-02-21,MANDI033,32.4,39.72222222222222,284.86
2026-02-21,MANDI035,25.9,22.05,248.57
2026-02-21,MANDI040,35.306,,100.44
2026-02-21,MANDI041,,21.11111111111111,478.12
2026-02-21,MANDI042,6.0,,233.37
2026-02-21,MANDI043,38.4,27.4,350.92
2026-02-22,MANDI004,34.8,17.72222222222222,839.33
2026-02-22,MANDI005,29.694000000000003,32.5,547.19
2026-02-22,MANDI010,35.306,18.7,443.24
2026-02-22,MANDI011,27.447999999999997,28.2,105.42
2026-02-22,MANDI014,29.866,31.055555555555557,370.74
2026-02-22,MANDI015,49.7,37.11111111111112,405.40999999999997
2026-02-22,MANDI016,18.1,21.25,474.68000000000006
2026-02-22,MANDI017,38.1,17.9,975.5600000000001
2026-02-22,MANDI018,15.6,37.5,341.11
2026-02-22,MANDI020,49.5,,249.57
2026-02-22,MANDI021,18.355,19.56111111111111,75.48
2026-02-22,MANDI023,21.0,28.900000000000002,544.29
2026-02-22,MANDI028,21.1,28.1,517.28
2026-02-22,MANDI030,31.6,,713.02
2026-02-22,MANDI031,24.892,23.38888888888889,37.39
2026-02-22,MANDI033,19.812,,83.93
2026-02-22,MANDI036,14.6,,580.26
2026-02-22,MANDI038,37.1,21.0,306.89
2026-02-22,MANDI043,36.7,17.11111111111111,647.4900000000001
2026-02-22,MANDI044,35.618,20.72222222222222,460.92
2026-02-22,MANDI045,,20.0,115.86
2026-02-22,MANDI046,1.6,24.888888888888886,536.33
2026-02-22,MANDI049,21.700000000000003,28.36111111111111,513.96
2026-02-22,MANDI050,,31.694444444444443,868.42
2026-02-23,MANDI001,11.101999999999999,36.0,87.72999999999999
2026-02-23,MANDI002,7.2,30.5,988.94
2026-02-23,MANDI004,4.9,16.7,1982.81
2026-02-23,MANDI005,10.922,39.7,349.22
2026-02-23,MANDI006,13.3,29.38888888888889,288.94
2026-02-23,MANDI007,26.262,26.0962962962963,406.25
2026-02-23,MANDI008,12.6,28.5,340.73
2026-02-23,MANDI009,17.1,25.2,434.56
2026-02-23,MANDI011,24.5,32.5,46.1
2026-02-23,MANDI016,44.704,37.5,131.06
2026-02-23,MANDI018,15.0,23.2,246.53
2026-02-23,MANDI022,41.8,19.5,364.16
2026-02-23,MANDI027,14.599,31.944444444444443,666.22
2026-02-23,MANDI030,27.9,19.222222222222214,373.97
2026-02-23,MANDI031,,17.2,374.93
2026-02-23,MANDI032,28.5,34.888888888888886,121.01
2026-02-23,MANDI033,14.7,32.5,281.82
2026-02-23,MANDI034,,31.1,141.24
2026-02-23,MANDI039,,37.6,170.54
2026-02-23,MANDI040,28.56266666666667,23.444444444444443,898.61
2026-02-23,MANDI041,9.8,34.0,828.69
2026-02-23,MANDI045,28.7,19.8,1008.6800000000001
2026-02-23,MANDI047,,33.8,74.78
2026-02-23,MANDI048,13.6,28.7,166.65
2026-02-23,MANDI050,14.647333333333334,25.65925925925926,121.3
2026-02-24,MANDI001,42.691,29.45555555555556,168.42
2026-02-24,MANDI002,1.9,21.0,612.6
2026-02-24,MANDI003,22.1,25.88888888888889,97.05
2026-02-24,MANDI006,15.5568,28.02444444444445,79.6
2026-02-24,MANDI010,10.950000000000001,38.888888888888886,692.3299999999999
2026-02-24,MANDI012,14.9,,871.4
2026-02-24,MANDI013,20.1,27.38888888888889,806.96
2026-02-24,MANDI014,,32.7,258.86
2026-02-24,MANDI017,22.948999999999998,18.802777777777777,283.82
2026-02-24,MANDI018,33.02,,436.27
2026-02-24,MANDI019,29.134,19.274074074074075,330.25
2026-02-24,MANDI020,14.224,15.6,257.87
2026-02-24,MANDI024,,,196.95
2026-02-24,MANDI025,23.114,28.61111111111111,94.7
2026-02-24,MANDI029,19.599999999999998,20.52962962962963,352.13
2026-02-24,MANDI033,29.6,39.7,488.61
2026-02-24,MANDI038,9.1,22.38888888888889,293.35
2026-02-24,MANDI040,37.186,27.25,1104.95
2026-02-24,MANDI041,15.596666666666666,34.49629629629629,185.17000000000002
2026-02-24,MANDI043,8.2,29.0,130.19
2026-02-24,MANDI045,30.5,31.7,439.39
2026-02-24,MANDI047,,32.388888888888886,623.0
2026-02-24,MANDI048,48.6,38.6,881.5699999999999
2026-02-25,MANDI001,11.4,,504.61
2026-02-25,MANDI004,,23.6,612.28
2026-02-25,MANDI007,14.477999999999998,17.72222222222222,325.99
2026-02-25,MANDI009,12.954,22.88888888888889,220.68
2026-02-25,MANDI010,,15.6,293.51
2026-02-25,MANDI011,,38.5,106.65999999999998
2026-02-25,MANDI015,34.036,,1102.63
2026-02-25,MANDI016,13.5,39.0,740.0899999999999
2026-02-25,MANDI022,34.0,34.5,53.040000000000006
2026-02-25,MANDI023,3.1,35.9,210.48
2026-02-25,MANDI024,45.4,37.5,660.99
2026-02-25,MANDI025,36.9,22.5,704.98
2026-02-25,MANDI027,18.633,36.2,806.08
2026-02-25,MANDI028,,,478.09999999999997
2026-02-25,MANDI031,20.75,36.25,116.29
2026-02-25,MANDI033,18.3,,256.41
2026-02-25,MANDI034,33.4,,206.61
2026-02-25,MANDI036,,35.611111111111114,308.9
2026-02-25,MANDI037,0.7,29.0,226.4
2026-02-25,MANDI039,26.644000000000002,22.3,111.18
2026-02-25,MANDI044,9.652,15.5,859.01
2026-02-25,MANDI045,48.26,,451.73
2026-02-25,MANDI047,12.0,32.111111111111114,55.66
2026-02-25,MANDI050,26.679,25.95925925925926,194.54
2026-02-26,MANDI003,18.4,25.9,189.3
2026-02-26,MANDI004,27.75,20.63888888888889,94.83
2026-02-26,MANDI007,35.7,28.88888888888889,311.98
2026-02-26,MANDI008,24.003,27.26111111111111,435.69
2026-02-26,MANDI010,7.8,,420.42
2026-02-26,MANDI011,26.335,34.138888888888886,747.9000000000001
2026-02-26,MANDI012,19.7,22.505555555555553,445.99
2026-02-26,MANDI013,23.749,22.7,169.28
2026-02-26,MANDI014,9.9,36.5,500.74
2026-02-26,MANDI016,15.0,15.1,225.70999999999998
2026-02-26,MANDI017,15.441,24.6,318.95000000000005
2026-02-26,MANDI018,,28.22222222222222,443.16
2026-02-26,MANDI021,32.5,38.27777777777778,445.92
2026-02-26,MANDI023,36.0,30.5,859.71
2026-02-26,MANDI025,47.6,32.77777777777778,601.1
2026-02-26,MANDI027,48.00599999999999,31.27777777777778,272.86
2026-02-26,MANDI028,45.974,36.0,50.2
2026-02-26,MANDI031,26.938000000000002,24.5,46.29
2026-02-26,MANDI033,38.1,35.1,271.31
2026-02-26,MANDI034,16.85,,707.1099999999999
2026-02-26,MANDI036,14.4,25.75,328.94
2026-02-26,MANDI040,27.45,23.75,836.7
2026-02-26,MANDI042,33.4,37.0,736.61
2026-02-26,MANDI043,1.4,31.0,186.76
2026-02-26,MANDI045,33.292,17.6,191.29000000000002
2026-02-26,MANDI049,48.952999999999996,26.588888888888892,326.52
2026-02-26,MANDI050,8.637333333333332,32.4,773.19
2026-02-27,MANDI002,30.5,28.77777777777778,784.22
2026-02-27,MANDI005,,33.5,1105.23
2026-02-27,MANDI006,23.5,20.5,471.02
2026-02-27,MANDI009,26.9,34.4,1229.82
2026-02-27,MANDI010,32.57533333333333,27.15,186.46
2026-02-27,MANDI011,16.8,39.1,365.68
2026-02-27,MANDI012,45.212,19.77777777777777,433.0700000000001
2026-02-27,MANDI018,15.3,,443.12
2026-02-27,MANDI019,37.657000000000004,20.505555555555553,181.36
2026-02-27,MANDI021,33.478,16.27777777777778,1159.86
2026-02-27,MANDI023,21.5,,357.13
2026-02-27,MANDI024,26.7,25.64074074074074,383.94
2026-02-27,MANDI025,25.654,34.72222222222222,298.17
2026-02-27,MANDI026,9.963333333333333,24.888888888888886,767.73
2026-02-27,MANDI029,6.498,34.95,619.49
2026-02-27,MANDI030,38.1,24.5,533.7
2026-02-27,MANDI031,47.7,16.0,766.6500000000001
2026-02-27,MANDI032,36.65,22.694444444444446,503.19
2026-02-27,MANDI039,46.1,29.194444444444443,1477.5500000000002
2026-02-27,MANDI040,21.6,22.77777777777778,280.81
2026-02-27,MANDI041,35.05,20.255555555555553,395.33
2026-02-27,MANDI043,9.7,15.2,616.62
2026-02-27,MANDI044,,22.22222222222222,379.45
2026-02-27,MANDI045,37.592,21.294444444444444,199.06
2026-02-27,MANDI048,20.363999999999997,23.78888888888889,120.73
2026-02-27,MANDI050,13.7,,416.6
2026-02-28,MANDI002,31.75,25.85,208.32
2026-02-28,MANDI003,24.284,25.694444444444443,176.64
2026-02-28,MANDI004,22.019333333333332,26.055555555555557,250.73
2026-02-28,MANDI006,19.7,,876.53
2026-02-28,MANDI008,34.2,35.3,919.5
2026-02-28,MANDI009,20.066,21.722222222222214,259.34
2026-02-28,MANDI011,24.8,19.222222222222214,110.26
2026-02-28,MANDI012,13.649999999999999,31.55,405.22
2026-02-28,MANDI013,10.354999999999999,23.45,361.74
2026-02-28,MANDI018,20.95,35.5,741.6
2026-02-28,MANDI020,36.57599999999999,15.11111111111111,1133.43
2026-02-28,MANDI025,30.599999999999998,24.52962962962963,118.61
2026-02-28,MANDI026,30.2,15.77777777777778,316.71000000000004
2026-02-28,MANDI027,,21.22222222222222,319.72
2026-02-28,MANDI029,30.0,21.55,1182.27
2026-02-28,MANDI034,7.7620000000000005,23.677777777777777,555.18
2026-02-28,MANDI035,30.00866666666667,22.3,409.01
2026-02-28,MANDI036,8.8,17.0,854.0799999999999
2026-02-28,MANDI038,4.3180000000000005,18.3,437.35
2026-02-28,MANDI039,20.1,32.611111111111114,517.4
2026-02-28,MANDI041,44.2,31.77777777777778,429.76
2026-02-28,MANDI043,36.2,28.75555555555556,704.09
2026-02-28,MANDI045,22.619500000000002,26.78,213.99
2026-02-28,MANDI047,18.15,21.3,832.77
2026-03-01,MANDI002,23.84,28.194444444444443,1240.7399999999998
2026-03-01,MANDI003,,32.611111111111114,478.35999999999996
2026-03-01,MANDI004,27.03333333333333,26.505555555555553,892.7
2026-03-01,MANDI007,14.118666666666668,22.88888888888889,798.75
2026-03-01,MANDI009,11.55,29.81111111111111,744.51
2026-03-01,MANDI011,7.6,20.1,283.8
2026-03-01,MANDI013,32.9,22.494444444444447,150.18
2026-03-01,MANDI016,40.64,26.9,490.31
2026-03-01,MANDI018,23.749000000000002,29.099999999999998,148.86
2026-03-01,MANDI022,21.895333333333337,35.44444444444444,1222.24
2026-03-01,MANDI024,26.176,28.77037037037037,388.29
2026-03-01,MANDI026,17.8,24.833333333333336,107.25
2026-03-01,MANDI027,18.542,38.11111111111112,390.22
2026-03-01,MANDI029,7.3,37.7,346.36
2026-03-01,MANDI030,,36.4,398.47
2026-03-01,MANDI031,22.3,17.5,321.04999999999995
2026-03-01,MANDI032,5.588,30.3,546.1700000000001
2026-03-01,MANDI033,19.3,33.27777777777778,443.26
2026-03-01,MANDI034,35.95,27.6,752.9300000000001
2026-03-01,MANDI038,37.1,29.0,78.19
2026-03-01,MANDI039,35.1,18.2,364.03
2026-03-01,MANDI041,44.9,20.11111111111111,153.53
2026-03-01,MANDI042,4.705,35.25,379.43
2026-03-01,MANDI045,7.6,34.888888888888886,104.36
2026-03-01,MANDI046,34.798,,376.62
2026-03-01,MANDI048,10.5,25.1,1042.22
2026-03-02,MANDI001,14.0,23.911111111111108,75.27
2026-03-02,MANDI002,23.368,24.41851851851852,744.03
2026-03-02,MANDI004,31.192,32.916666666666664,31.45
2026-03-02,MANDI005,44.34,29.305555555555557,858.51
2026-03-02,MANDI007,,32.3,491.27
2026-03-02,MANDI008,8.5,,891.3299999999999
2026-03-02,MANDI010,12.6,26.1,121.68
2026-03-02,MANDI011,30.1,25.0,441.3
2026-03-02,MANDI014,11.0,24.111111111111114,1251.8799999999999
2026-03-02,MANDI016,5.08,16.61111111111111,78.83
2026-03-02,MANDI017,34.29,25.9,250.43
2026-03-02,MANDI018,,38.0,148.2
2026-03-02,MANDI022,44.3,33.93888888888889,854.3
2026-03-02,MANDI023,13.97,23.61111111111111,758.5799999999999
2026-03-02,MANDI026,41.9,,405.18
2026-03-02,MANDI028,19.384,26.35,499.15
2026-03-02,MANDI029,26.2,22.1,152.42
2026-03-02,MANDI030,23.3,19.61111111111111,602.4100000000001
2026-03-02,MANDI032,27.2,20.5,75.25
2026-03-02,MANDI033,13.716,30.0,45.93
2026-03-02,MANDI034,33.75,26.53333333333333,481.7000000000001
2026-03-02,MANDI035,24.562,31.240740740740744,527.14
2026-03-02,MANDI041,17.65,18.4,1049.82
2026-03-02,MANDI042,1.6,18.75,809.6800000000001
2026-03-02,MANDI043,35.0,39.11111111111112,355.95
2026-03-02,MANDI048,29.864,25.43888888888889,298.98
2026-03-02,MANDI050,20.891333333333332,22.2,413.94
2026-03-03,MANDI001,5.5,22.25,490.08
2026-03-03,MANDI003,2.1,20.0,381.09
2026-03-03,MANDI004,9.5175,32.852777777777774,459.99
2026-03-03,MANDI005,47.7,21.611111111111114,418.19
2026-03-03,MANDI008,13.208,33.849999999999994,142.43
2026-03-03,MANDI009,,21.0,710.9
2026-03-03,MANDI019,23.749000000000002,30.175,366.75
2026-03-03,MANDI023,0.254,28.77777777777778,21.37
2026-03-03,MANDI024,27.5005,31.733333333333334,34.2
2026-03-03,MANDI026,17.15,25.3,238.81
2026-03-03,MANDI028,13.1,24.111111111111114,489.52
2026-03-03,MANDI030,17.018,23.28888888888889,1087.77
2026-03-03,MANDI031,42.5,19.3,674.89
2026-03-03,MANDI036,26.359,33.63888888888889,407.6
2026-03-03,MANDI037,,23.8,108.76
2026-03-03,MANDI038,36.1,24.5,508.79999999999995
2026-03-03,MANDI039,48.00599999999999,39.7,90.15
2026-03-03,MANDI040,13.207999999999998,29.1,315.22
2026-03-03,MANDI042,33.02,15.38888888888889,318.05
2026-03-03,MANDI043,,23.1,500.77
2026-03-03,MANDI046,30.48,15.5,817.66
2026-03-03,MANDI047,,22.999999999999996,426.45
2026-03-03,MANDI049,30.1,21.77777777777778,697.02
2026-03-03,MANDI050,45.974,36.4,371.75
2026-03-04,MANDI001,34.4,,770.26
2026-03-04,MANDI002,,16.3,710.02
2026-03-04,MANDI007,49.4,29.77777777777778,398.08
2026-03-04,MANDI008,46.2,20.0,516.27
2026-03-04,MANDI009,25.9,15.3,475.87
2026-03-04,MANDI011,31.5,28.749999999999996,373.35
2026-03-04,MANDI012,24.2,30.1,438.85
2026-03-04,MANDI014,34.4,27.444444444444443,1037.82
2026-03-04,MANDI015,17.4,17.1,236.55
2026-03-04,MANDI018,14.974666666666666,20.8,858.94
2026-03-04,MANDI024,3.2,23.3,260.27
2026-03-04,MANDI026,30.3,33.27777777777778,296.91
2026-03-04,MANDI033,20.624,30.599999999999998,272.06
2026-03-04,MANDI035,24.6,17.11111111111111,133.94
2026-03-04,MANDI036,21.7,22.8,183.8
2026-03-04,MANDI038,,27.2,326.74
2026-03-04,MANDI039,26.924,22.722222222222225,240.83
2026-03-04,MANDI042,,36.27777777777778,556.37
2026-03-04,MANDI046,9.17,22.244444444444447,716.9000000000001
2026-03-04,MANDI048,24.13,37.388888888888886,207.59
2026-03-05,MANDI001,35.56,24.694444444444446,455.93000000000006
2026-03-05,MANDI004,30.988,36.27777777777778,575.5999999999999
2026-03-05,MANDI006,38.382000000000005,27.722222222222225,110.0
2026-03-05,MANDI009,39.624,24.205555555555556,957.35
2026-03-05,MANDI010,48.0,18.6,709.08
2026-03-05,MANDI012,,19.5,341.74
2026-03-05,MANDI013,48.768,34.611111111111114,610.87
2026-03-05,MANDI015,19.812,30.72222222222222,143.53
2026-03-05,MANDI018,22.352,,165.61
2026-03-05,MANDI019,12.649999999999999,27.494444444444444,393.09
2026-03-05,MANDI020,44.6,15.22222222222222,486.31
2026-03-05,MANDI021,30.988,22.3,444.03999999999996
2026-03-05,MANDI024,31.496,32.4,372.84000000000003
2026-03-05,MANDI025,45.7,23.7,557.97
2026-03-05,MANDI027,32.2,32.7,388.26000000000005
2026-03-05,MANDI028,,39.27777777777778,191.45
2026-03-05,MANDI033,4.1,31.72222222222222,291.21
2026-03-05,MANDI038,36.9,31.5,773.3399999999999
2026-03-05,MANDI039,,24.2,302.47
2026-03-05,MANDI040,,37.2,469.42999999999995
2026-03-05,MANDI041,34.623000000000005,24.5,598.26
2026-03-05,MANDI042,47.3,17.5,145.86
2026-03-05,MANDI046,15.541333333333334,29.825925925925926,212.49
2026-03-05,MANDI047,17.7,37.2,467.93
2026-03-05,MANDI049,36.381,36.22222222222222,727.29
2026-03-06,MANDI001,5.7,22.2,608.87
2026-03-06,MANDI002,6.4,20.88888888888889,1647.38
2026-03-06,MANDI004,10.922,38.5,859.8699999999999
2026-03-06,MANDI006,,22.5,938.7
2026-03-06,MANDI010,,21.611111111111114,369.59000000000003
2026-03-06,MANDI012,32.4,34.6,323.67
2026-03-06,MANDI013,18.288,28.88888888888889,157.07
2026-03-06,MANDI016,35.7,24.444444444444443,20.39
2026-03-06,MANDI025,,39.2,1196.03
2026-03-06,MANDI026,20.9,32.44444444444444,458.94
2026-03-06,MANDI027,19.933333333333334,24.02592592592593,771.01
2026-03-06,MANDI028,19.2,36.1,99.87
2026-03-06,MANDI031,40.1,35.388888888888886,341.15
2026-03-06,MANDI033,46.0,20.3,119.99
2026-03-06,MANDI034,38.8,20.4,171.0
2026-03-06,MANDI035,31.242,18.9,418.44
2026-03-06,MANDI038,29.4,22.244444444444447,657.65
2026-03-06,MANDI042,45.212,18.61111111111111,575.29
2026-03-06,MANDI049,13.175333333333334,30.840740740740742,260.32
2026-03-06,MANDI050,27.499000000000002,21.38888888888889,311.84
2026-03-07,MANDI003,,27.88888888888889,703.0
2026-03-07,MANDI004,11.1,24.805555555555557,314.22
2026-03-07,MANDI005,25.25,29.0,85.01
2026-03-07,MANDI007,28.1,23.305555555555557,336.74
2026-03-07,MANDI008,38.5,15.9,804.37
2026-03-07,MANDI009,,,281.36
2026-03-07,MANDI012,7.6,24.3,126.93
2026-03-07,MANDI013,0.9,29.42222222222222,157.55
2026-03-07,MANDI014,22.6,18.277777777777786,156.10999999999999
2026-03-07,MANDI017,32.512,,334.57
2026-03-07,MANDI020,38.2,32.97222222222222,12.07
2026-03-07,MANDI021,30.049999999999997,15.61111111111111,459.68
2026-03-07,MANDI023,33.8,20.6,1088.15
2026-03-07,MANDI028,46.3,29.11111111111111,499.21000000000004
2026-03-07,MANDI029,24.85,28.33888888888889,380.38
2026-03-07,MANDI031,44.196,16.3,828.13
2026-03-07,MANDI032,29.8,26.4,827.29
2026-03-07,MANDI035,28.75,22.76111111111111,771.19
2026-03-07,MANDI036,21.2,15.7,246.87
2026-03-07,MANDI040,45.466,,17.79
2026-03-07,MANDI043,16.5,23.38888888888889,421.58
2026-03-07,MANDI044,23.9,31.700000000000003,348.81
2026-03-07,MANDI047,24.513,29.77777777777778,207.22
2026-03-07,MANDI049,31.531333333333333,27.85925925925926,610.73
2026-03-08,MANDI001,41.402,19.4,246.62
2026-03-08,MANDI003,21.5,23.0,244.91
2026-03-08,MANDI004,38.3,32.611111111111114,469.62
2026-03-08,MANDI009,12.9,18.6,544.7900000000001
2026-03-08,MANDI010,14.7,26.15,946.5799999999999
2026-03-08,MANDI014,23.9,38.72222222222222,400.25
2026-03-08,MANDI016,24.892,22.44444444444445,371.86
2026-03-08,MANDI018,19.6,32.2,240.8
2026-03-08,MANDI019,41.8,33.611111111111114,102.49
2026-03-08,MANDI020,21.6,29.4,227.69
2026-03-08,MANDI022,32.096000000000004,33.99444444444444,444.07
2026-03-08,MANDI024,18.796,,160.16
2026-03-08,MANDI026,28.5,34.2,629.47
2026-03-08,MANDI031,31.4,23.855555555555554,429.63
2026-03-08,MANDI033,21.456666666666667,22.238888888888887,473.92999999999995
2026-03-08,MANDI036,,29.3,394.96000000000004
2026-03-08,MANDI037,13.6,,910.66
2026-03-08,MANDI038,28.7,22.7,137.98
2026-03-08,MANDI046,13.85,18.5,129.63
2026-03-08,MANDI049,7.2,15.61111111111111,1179.8899999999999
2026-03-09,MANDI001,3.9,,772.44
2026-03-09,MANDI002,8.1,27.9,903.0799999999999
2026-03-09,MANDI003,49.5,,601.19
2026-03-09,MANDI004,27.55,26.6,170.64
2026-03-09,MANDI005,29.433333333333337,22.1,196.02
2026-03-09,MANDI006,36.03,26.0,435.65
2026-03-09,MANDI008,37.9,40.0,119.74
2026-03-09,MANDI011,20.4,29.3,333.92
2026-03-09,MANDI012,10.6,30.2,52.01
2026-03-09,MANDI015,,30.7,305.61
2026-03-09,MANDI016,8.1,39.7,346.61
2026-03-09,MANDI017,23.1,27.9,736.1600000000001
2026-03-09,MANDI019,,18.7,596.0
2026-03-09,MANDI022,24.8,31.22222222222222,465.82
2026-03-09,MANDI023,5.7,,224.08
2026-03-09,MANDI026,20.955,28.11111111111111,514.69
2026-03-09,MANDI029,40.9,,1502.34
2026-03-09,MANDI034,,29.9,284.01
2026-03-09,MANDI035,27.178,20.222222222222225,96.21
2026-03-09,MANDI036,20.75,22.355555555555554,148.83
2026-03-09,MANDI037,22.1,23.2,1227.15
2026-03-09,MANDI038,1.7,29.6,1174.72
2026-03-09,MANDI039,9.143999999999998,26.27777777777778,403.95
2026-03-09,MANDI041,36.5,31.61111111111111,157.3
2026-03-09,MANDI045,17.038999999999998,22.105555555555554,1069.71
2026-03-09,MANDI046,,26.3,369.6
2026-03-09,MANDI047,19.416,32.75,752.23
2026-03-10,MANDI003,23.95,16.61111111111111,162.87
2026-03-10,MANDI008,,20.88888888888889,102.94
2026-03-10,MANDI009,27.45,25.7,441.01
2026-03-10,MANDI010,23.6,24.262962962962963,339.65
2026-03-10,MANDI014,43.942,24.1,270.72
2026-03-10,MANDI017,49.8,29.22222222222222,187.52
2026-03-10,MANDI018,17.0,39.9,483.47
2026-03-10,MANDI019,32.7,28.4,318.52
2026-03-10,MANDI020,21.217333333333332,27.6,541.3
2026-03-10,MANDI026,9.9,31.77777777777778,529.2
2026-03-10,MANDI029,11.0,38.72222222222222,475.22
2026-03-10,MANDI032,,18.88888888888889,239.86
2026-03-10,MANDI035,8.636000000000001,,60.69
2026-03-10,MANDI037,37.3,28.4,764.6099999999999
2026-03-10,MANDI039,15.6,25.222222222222225,525.04
2026-03-10,MANDI041,9.5,26.1,216.77
2026-03-10,MANDI043,17.9,31.0,309.15
2026-03-10,MANDI044,32.1,27.0,128.85
2026-03-10,MANDI045,24.2,23.7,755.71
2026-03-11,MANDI008,32.258,20.7,645.01
2026-03-11,MANDI010,,29.38888888888889,414.43
2026-03-11,MANDI011,0.0,36.6,121.02
2026-03-11,MANDI015,20.66133333333333,23.8962962962963,209.79
2026-03-11,MANDI022,21.2,38.1,223.74
2026-03-11,MANDI024,21.082,38.8,235.93
2026-03-11,MANDI027,32.4,38.2,497.73
2026-03-11,MANDI031,12.149999999999999,34.599999999999994,428.93
2026-03-11,MANDI032,9.6,26.22222222222222,115.51
2026-03-11,MANDI036,,35.72222222222222,408.02
2026-03-11,MANDI040,11.3,,330.53
2026-03-11,MANDI044,30.9,28.277777777777786,109.69
2026-03-11,MANDI047,39.37,28.3,1638.87
2026-03-11,MANDI050,47.1,27.22222222222222,842.11
2026-03-12,MANDI004,5.1,21.2,105.35
2026-03-12,MANDI005,29.27733333333333,24.692592592592593,240.68
2026-03-12,MANDI006,22.352,36.5,748.23
2026-03-12,MANDI009,23.368,15.72222222222222,580.9300000000001
2026-03-12,MANDI011,13.0,19.72222222222222,465.83
2026-03-12,MANDI012,45.3,18.1,586.0799999999999
2026-03-12,MANDI013,28.75,25.75,362.89
2026-03-12,MANDI017,5.1,37.6,456.56
2026-03-12,MANDI023,16.3,37.3,408.71
2026-03-12,MANDI025,18.8,33.4,137.98
2026-03-12,MANDI034,39.405499999999996,29.43703703703704,156.14
2026-03-12,MANDI041,16.6,26.305555555555557,1268.6
2026-03-12,MANDI042,23.114,27.0,270.24
2026-03-12,MANDI043,4.6,15.77777777777778,51.43
2026-03-12,MANDI045,36.515,20.7,498.99
2026-03-12,MANDI049,26.162,30.144444444444442,642.6600000000001
2026-03-13,MANDI002,14.4,17.8,584.87
2026-03-13,MANDI004,23.1,21.22222222222222,100.66
2026-03-13,MANDI005,,19.111111111111107,662.66
2026-03-13,MANDI006,8.3,25.65,960.4599999999999
2026-03-13,MANDI007,48.2,28.61111111111111,395.63
2026-03-13,MANDI010,5.155,34.56296296296296,445.05
2026-03-13,MANDI017,,28.277777777777786,697.8199999999999
2026-03-13,MANDI018,30.5,19.8,843.73
2026-03-13,MANDI019,39.1,31.77777777777778,192.57
2026-03-13,MANDI020,36.9,28.5,813.1800000000001
2026-03-13,MANDI021,2.4,,260.17
2026-03-13,MANDI027,32.521,26.803703703703704,401.25
2026-03-13,MANDI032,22.6208,26.950000000000003,715.9
2026-03-13,MANDI034,30.48,38.8,701.88
2026-03-13,MANDI037,15.3,24.388888888888893,151.81
2026-03-13,MANDI038,23.0,33.129629629629626,1152.92
2026-03-13,MANDI039,0.3,,786.3
2026-03-13,MANDI042,0.1,37.388888888888886,162.71
2026-03-14,MANDI001,27.6,28.5,358.33
2026-03-14,MANDI002,5.1,26.27777777777778,275.63
2026-03-14,MANDI003,40.8,35.72222222222222,569.8199999999999
2026-03-14,MANDI004,23.8,35.0,312.06
2026-03-14,MANDI005,6.35,,531.86
2026-03-14,MANDI009,13.8,31.6,464.40000000000003
2026-03-14,MANDI010,21.8,,102.42
2026-03-14,MANDI014,25.213,28.833333333333332,418.61
2026-03-14,MANDI016,6.35,22.7,140.66
2026-03-14,MANDI018,32.9,35.388888888888886,545.86
2026-03-14,MANDI025,,36.4,668.08
2026-03-14,MANDI026,46.4,24.9,637.36
2026-03-14,MANDI027,27.5,25.0,206.26
2026-03-14,MANDI028,10.7,,195.74
2026-03-14,MANDI029,41.52466666666667,25.05925925925926,889.5600000000001
2026-03-14,MANDI030,32.766,36.8,141.92
2026-03-14,MANDI031,49.4,,284.58
2026-03-14,MANDI034,23.8,19.77777777777777,217.43
2026-03-14,MANDI035,5.5,21.722222222222214,423.44
2026-03-14,MANDI037,46.3,24.6,498.5
2026-03-14,MANDI041,40.3,28.6,339.01000000000005
2026-03-14,MANDI042,37.2,17.88888888888889,776.45
2026-03-14,MANDI046,31.2,35.8,322.07000000000005
2026-03-14,MANDI049,20.442999999999998,32.888888888888886,404.09
2026-03-15,MANDI001,38.608,23.1,495.10999999999996
2026-03-15,MANDI003,12.6,23.488888888888887,69.53
2026-03-15,MANDI004,39.2,,97.56
