date,mandi_id,crop_name,total_arrival_qtl
2026-01-31,MANDI039,Mustard,292.19
2026-01-31,MANDI039,Rice,27.85
2026-01-31,MANDI040,Maize,490.6
2026-01-31,MANDI040,Narma,227.92
2026-01-31,MANDI040,Sugarcane,211.5
2026-01-31,MANDI041,Wheat,270.42
2026-01-31,MANDI042,Wheat,389.33
2026-01-31,MANDI044,Maize,422.08
2026-01-31,MANDI045,Rice,439.51
2026-01-31,MANDI046,Basmati,260.74
2026-01-31,MANDI047,Cotton,12.6
2026-01-31,MANDI048,Maize,42.17
2026-01-31,MANDI048,Sugarcane,394.58
2026-01-31,MANDI048,Wheat,154.68
2026-01-31,MANDI049,Rice,220.49
2026-01-31,MANDI049,Wheat,88.98
2026-01-31,MANDI050,Maize,454.32
2026-01-31,MANDI052,Sugarcane,285.35
2026-01-31,MANDI053,Cotton,421.52
2026-01-31,MANDI053,Maize,276.43
2026-01-31,MANDI054,Wheat,66.5
2026-01-31,MANDI055,Cotton,17.29
2026-01-31,MANDI056,Cotton,336.23
2026-01-31,MANDI056,Mustard,55.52
2026-01-31,MANDI057,Mustard,76.17
2026-02-01,MANDI001,Mustard,95.03
2026-02-01,MANDI001,Sugarcane,112.05
2026-02-01,MANDI002,Cotton,477.21
2026-02-01,MANDI002,Maize,403.78
2026-02-01,MANDI004,Mustard,59.16
2026-02-01,MANDI006,Mustard,287.29
2026-02-01,MANDI007,Mustard,300.12
2026-02-01,MANDI008,Cotton,65.72
2026-02-01,MANDI008,Maize,37.26
2026-02-01,MANDI008,Mustard,352.55
2026-02-01,MANDI008,Rice,410.08
2026-02-01,MANDI011,Sugarcane,227.69
2026-02-01,MANDI012,Mustard,174.47
2026-02-01,MANDI013,Cotton,451.09000000000003
2026-02-01,MANDI014,Wheat,339.51
2026-02-01,MANDI015,Cotton,292.48
2026-02-01,MANDI016,Rice,141.47
2026-02-01,MANDI017,Maize,87.11
2026-02-01,MANDI019,Sugarcane,352.23
2026-02-01,MANDI020,Cotton,66.7
2026-02-01,MANDI020,Sugarcane,329.57
2026-02-01,MANDI021,Basmati,566.8
2026-02-01,MANDI021,Maize,254.99
2026-02-01,MANDI021,Mustard,302.48
2026-02-01,MANDI021,Rice,648.56
2026-02-01,MANDI021,Sugarcane,361.38
2026-02-01,MANDI021,Wheat,114.12
2026-02-01,MANDI022,Maize,18.15
2026-02-01,MANDI022,Mustard,131.92
2026-02-01,MANDI022,Narma,382.55
2026-02-01,MANDI022,Sugarcane,431.37
2026-02-01,MANDI023,Rice,134.79
2026-02-01,MANDI024,Sugarcane,484.92
2026-02-01,MANDI025,Cotton,706.12
2026-02-01,MANDI026,Cotton,312.17
2026-02-01,MANDI026,Mustard,38.71
2026-02-01,MANDI026,Rice,257.88
2026-02-01,MANDI027,Rice,306.6
2026-02-01,MANDI028,Rice,176.67
2026-02-01,MANDI029,Rice,307.29
2026-02-01,MANDI030,Wheat,374.33000000000004
2026-02-01,MANDI032,Cotton,171.41
2026-02-01,MANDI032,Rice,192.88
2026-02-01,MANDI032,Sugarcane,479.78
2026-02-01,MANDI033,Cotton,324.91
2026-02-01,MANDI033,Maize,255.88
2026-02-01,MANDI033,Sugarcane,265.38
2026-02-01,MANDI033,Wheat,383.07
2026-02-01,MANDI034,Maize,137.2
2026-02-01,MANDI034,Rice,408.92
2026-02-01,MANDI034,Sugarcane,357.75
2026-02-01,MANDI035,Cotton,389.51
2026-02-01,MANDI036,Cotton,212.63
2026-02-01,MANDI036,Sugarcane,426.1
2026-02-01,MANDI038,Sugarcane,319.2
2026-02-01,MANDI038,Wheat,426.94
2026-02-01,MANDI039,Mustard,433.25
2026-02-01,MANDI041,Cotton,334.35
2026-02-01,MANDI041,Sugarcane,582.35
2026-02-01,MANDI042,Maize,423.23
2026-02-01,MANDI043,Sugarcane,217.77
2026-02-01,MANDI046,Maize,477.55
2026-02-01,MANDI046,Rice,180.11
2026-02-01,MANDI047,Wheat,170.41
2026-02-01,MANDI049,Basmati,108.3
2026-02-01,MANDI050,Cotton,186.82
2026-02-01,MANDI051,Maize,300.17
2026-02-01,MANDI052,Wheat,131.94
2026-02-01,MANDI053,Rice,245.68
2026-02-01,MANDI054,Cotton,285.21
2026-02-01,MANDI055,Cotton,672.6099999999999
2026-02-01,MANDI055,Mustard,253.39000000000001
2026-02-02,MANDI002,Wheat,88.42
2026-02-02,MANDI003,Cotton,193.56
2026-02-02,MANDI003,Maize,311.37
2026-02-02,MANDI003,Sugarcane,457.92
2026-02-02,MANDI004,Basmati,146.08
2026-02-02,MANDI004,Cotton,470.43
2026-02-02,MANDI004,Sugarcane,500.82
2026-02-02,MANDI004,Wheat,60.35
2026-02-02,MANDI005,Narma,264.22
2026-02-02,MANDI005,Rice,122.77
2026-02-02,MANDI005,Sugarcane,399.0
2026-02-02,MANDI008,Sugarcane,315.06
2026-02-02,MANDI009,Sugarcane,329.51
2026-02-02,MANDI009,Wheat,303.75
2026-02-02,MANDI010,Sugarcane,198.3
2026-02-02,MANDI010,Wheat,37.46
2026-02-02,MANDI011,Sugarcane,150.1
2026-02-02,MANDI012,Mustard,470.84
2026-02-02,MANDI012,Sugarcane,238.87
2026-02-02,MANDI014,Maize,116.34
2026-02-02,MANDI015,Wheat,257.35
2026-02-02,MANDI016,Wheat,119.6
2026-02-02,MANDI018,Sugarcane,184.55
2026-02-02,MANDI020,Maize,137.55
2026-02-02,MANDI020,Wheat,289.54
2026-02-02,MANDI022,Maize,564.1600000000001
2026-02-02,MANDI022,Mustard,158.63
2026-02-02,MANDI023,Sugarcane,383.06
2026-02-02,MANDI023,Wheat,287.15
2026-02-02,MANDI024,Maize,249.25
2026-02-02,MANDI025,Mustard,21.52
2026-02-02,MANDI025,Rice,175.88
2026-02-02,MANDI026,Maize,16.56
2026-02-02,MANDI027,Basmati,481.72
2026-02-02,MANDI028,Maize,80.51
2026-02-02,MANDI029,Cotton,371.0
2026-02-02,MANDI030,Mustard,281.35
2026-02-02,MANDI031,Sugarcane,49.7
2026-02-02,MANDI032,Mustard,307.88
2026-02-02,MANDI033,Maize,63.89
2026-02-02,MANDI033,Rice,224.04
2026-02-02,MANDI034,Cotton,102.82
2026-02-02,MANDI034,Maize,154.37
2026-02-02,MANDI034,Narma,449.5
2026-02-02,MANDI035,Maize,12.81
2026-02-02,MANDI037,Cotton,273.65
2026-02-02,MANDI038,Cotton,46.51
2026-02-02,MANDI038,Sugarcane,731.63
2026-02-02,MANDI039,Cotton,470.0
2026-02-02,MANDI039,Maize,93.99
2026-02-02,MANDI039,Mustard,30.48
2026-02-02,MANDI040,Wheat,455.65
2026-02-02,MANDI043,Maize,217.82
2026-02-02,MANDI043,Mustard,809.03
2026-02-02,MANDI043,Wheat,350.01
2026-02-02,MANDI044,Cotton,449.14
2026-02-02,MANDI044,Mustard,185.55
2026-02-02,MANDI045,Sugarcane,176.34
2026-02-02,MANDI046,Maize,428.74
2026-02-02,MANDI047,Mustard,380.5
2026-02-02,MANDI047,Rice,136.97
2026-02-02,MANDI047,Wheat,300.84
2026-02-02,MANDI050,Mustard,265.88
2026-02-02,MANDI050,Wheat,205.6
2026-02-02,MANDI051,Cotton,353.04
2026-02-02,MANDI051,Sugarcane,245.71
2026-02-02,MANDI051,Wheat,326.53
2026-02-02,MANDI053,Cotton,114.16
2026-02-02,MANDI053,Mustard,793.4
2026-02-02,MANDI053,Wheat,682.94
2026-02-02,MANDI055,Maize,365.13
2026-02-02,MANDI055,Wheat,174.2
2026-02-02,MANDI056,Rice,363.37
2026-02-02,MANDI057,Maize,174.71
2026-02-02,MANDI057,Wheat,375.74
2026-02-03,MANDI001,Rice,493.01
2026-02-03,MANDI002,Mustard,368.02
2026-02-03,MANDI005,Cotton,157.68
2026-02-03,MANDI005,Rice,359.06
2026-02-03,MANDI006,Sugarcane,29.73
2026-02-03,MANDI007,Mustard,385.17
2026-02-03,MANDI007,Sugarcane,85.61
2026-02-03,MANDI007,Wheat,310.95
2026-02-03,MANDI009,Wheat,422.72
2026-02-03,MANDI010,Cotton,225.23
2026-02-03,MANDI010,Maize,176.48
2026-02-03,MANDI010,Rice,400.77
2026-02-03,MANDI012,Wheat,429.95
2026-02-03,MANDI014,Sugarcane,253.45
2026-02-03,MANDI016,Rice,256.25
2026-02-03,MANDI016,Sugarcane,519.63
2026-02-03,MANDI016,Wheat,258.08
2026-02-03,MANDI017,Narma,170.4
2026-02-03,MANDI017,Rice,507.27000000000004
2026-02-03,MANDI018,Mustard,156.85
2026-02-03,MANDI019,Mustard,187.28
2026-02-03,MANDI019,Wheat,68.74
2026-02-03,MANDI020,Cotton,21.79
2026-02-03,MANDI020,Wheat,396.49
2026-02-03,MANDI021,Cotton,71.58
2026-02-03,MANDI022,Maize,59.42
2026-02-03,MANDI023,Maize,11.76
2026-02-03,MANDI023,Narma,247.94
2026-02-03,MANDI024,Rice,74.11
2026-02-03,MANDI025,Sugarcane,150.18
2026-02-03,MANDI030,Wheat,113.31
2026-02-03,MANDI031,Rice,237.02
2026-02-03,MANDI032,Rice,347.2
2026-02-03,MANDI032,Sugarcane,387.97
2026-02-03,MANDI033,Sugarcane,775.27
2026-02-03,MANDI036,Cotton,376.43
2026-02-03,MANDI037,Cotton,227.35
2026-02-03,MANDI037,Maize,244.66000000000005
2026-02-03,MANDI037,Mustard,277.16
2026-02-03,MANDI038,Rice,335.67
2026-02-03,MANDI038,Wheat,408.85
2026-02-03,MANDI039,Maize,139.06
2026-02-03,MANDI040,Mustard,270.75
2026-02-03,MANDI041,Maize,367.88
2026-02-03,MANDI042,Maize,287.03
2026-02-03,MANDI042,Sugarcane,295.81
2026-02-03,MANDI042,Wheat,152.0
2026-02-03,MANDI043,Sugarcane,444.85
2026-02-03,MANDI045,Cotton,493.80999999999995
2026-02-03,MANDI045,Sugarcane,358.42
2026-02-03,MANDI046,Mustard,431.4100000000001
2026-02-03,MANDI046,Sugarcane,247.93
2026-02-03,MANDI046,Wheat,252.73
2026-02-03,MANDI047,Rice,408.36
2026-02-03,MANDI047,Wheat,460.12
2026-02-03,MANDI048,Maize,270.4
2026-02-03,MANDI048,Mustard,50.17
2026-02-03,MANDI048,Rice,79.91
2026-02-03,MANDI049,Cotton,316.6
2026-02-03,MANDI049,Mustard,401.08
2026-02-03,MANDI052,Sugarcane,471.65
2026-02-03,MANDI052,Wheat,442.71000000000004
2026-02-03,MANDI055,Narma,449.99
2026-02-03,MANDI055,Wheat,138.55
2026-02-03,MANDI056,Maize,387.18
2026-02-03,MANDI056,Rice,66.63
2026-02-03,MANDI057,Rice,454.07
2026-02-04,MANDI001,Wheat,164.63
2026-02-04,MANDI002,Cotton,320.42
2026-02-04,MANDI002,Rice,123.13
2026-02-04,MANDI003,Maize,117.09
2026-02-04,MANDI003,Mustard,195.31
2026-02-04,MANDI003,Narma,123.18
2026-02-04,MANDI004,Maize,359.61
2026-02-04,MANDI004,Rice,357.22
2026-02-04,MANDI004,Sugarcane,111.18
2026-02-04,MANDI007,Cotton,283.23
2026-02-04,MANDI007,Mustard,345.35
2026-02-04,MANDI007,Rice,265.73
2026-02-04,MANDI008,Sugarcane,30.2
2026-02-04,MANDI009,Maize,54.27
2026-02-04,MANDI009,Narma,150.97
2026-02-04,MANDI009,Sugarcane,16.8
2026-02-04,MANDI010,Rice,412.51
2026-02-04,MANDI011,Wheat,369.0100000000001
2026-02-04,MANDI012,Sugarcane,88.08
2026-02-04,MANDI013,Cotton,217.68
2026-02-04,MANDI013,Sugarcane,361.7000000000001
2026-02-04,MANDI014,Maize,69.74
2026-02-04,MANDI014,Rice,389.09
2026-02-04,MANDI014,Wheat,199.07
2026-02-04,MANDI015,Mustard,360.54
2026-02-04,MANDI015,Rice,354.11
2026-02-04,MANDI016,Mustard,451.25
2026-02-04,MANDI016,Sugarcane,111.63
2026-02-04,MANDI017,Wheat,848.8299999999999
2026-02-04,MANDI019,Cotton,414.82
2026-02-04,MANDI019,Mustard,17.62
2026-02-04,MANDI020,Sugarcane,209.93
2026-02-04,MANDI021,Mustard,430.1
2026-02-04,MANDI022,Maize,88.89
2026-02-04,MANDI022,Wheat,152.47
2026-02-04,MANDI023,Cotton,771.93
2026-02-04,MANDI023,Maize,416.59
2026-02-04,MANDI023,Mustard,393.29
2026-02-04,MANDI023,Narma,419.3
2026-02-04,MANDI024,Cotton,218.02
2026-02-04,MANDI025,Mustard,127.06
2026-02-04,MANDI028,Maize,418.08
2026-02-04,MANDI029,Mustard,146.56
2026-02-04,MANDI029,Wheat,332.01
2026-02-04,MANDI032,Rice,255.32
2026-02-04,MANDI033,Maize,182.6
2026-02-04,MANDI033,Sugarcane,39.66
2026-02-04,MANDI035,Mustard,214.59
2026-02-04,MANDI038,Maize,304.06
2026-02-04,MANDI038,Mustard,496.01
2026-02-04,MANDI038,Wheat,118.37
2026-02-04,MANDI039,Maize,99.31
2026-02-04,MANDI039,Sugarcane,154.82
2026-02-04,MANDI040,Mustard,671.89
2026-02-04,MANDI040,Rice,232.20000000000002
2026-02-04,MANDI041,Maize,31.76
2026-02-04,MANDI042,Maize,73.25
2026-02-04,MANDI043,Cotton,82.95
2026-02-04,MANDI043,Sugarcane,451.58
2026-02-04,MANDI044,Cotton,24.03
2026-02-04,MANDI044,Sugarcane,68.89
2026-02-04,MANDI045,Maize,317.26
2026-02-04,MANDI045,Rice,108.11
2026-02-04,MANDI046,Maize,95.2
2026-02-04,MANDI047,Rice,234.68
2026-02-04,MANDI048,Sugarcane,485.1
2026-02-04,MANDI050,Mustard,345.31
2026-02-04,MANDI051,Cotton,87.06
2026-02-04,MANDI051,Sugarcane,121.72
2026-02-04,MANDI052,Rice,78.78
2026-02-04,MANDI052,Sugarcane,102.9
2026-02-04,MANDI055,Narma,89.16
2026-02-04,MANDI055,Wheat,109.43
2026-02-04,MANDI056,Mustard,306.74
2026-02-04,MANDI056,Rice,340.9
2026-02-04,MANDI057,Mustard,327.37
2026-02-05,MANDI001,Mustard,321.04
2026-02-05,MANDI003,Sugarcane,59.34
2026-02-05,MANDI003,Wheat,212.1
2026-02-05,MANDI004,Rice,98.72999999999999
2026-02-05,MANDI005,Maize,495.92
2026-02-05,MANDI006,Sugarcane,111.53
2026-02-05,MANDI012,Wheat,198.23
2026-02-05,MANDI014,Maize,166.99
2026-02-05,MANDI015,Cotton,195.18
2026-02-05,MANDI015,Wheat,231.41
2026-02-05,MANDI016,Wheat,401.32
2026-02-05,MANDI017,Sugarcane,487.09
2026-02-05,MANDI018,Sugarcane,333.02
2026-02-05,MANDI018,Wheat,470.46000000000004
2026-02-05,MANDI019,Narma,493.83
2026-02-05,MANDI019,Rice,276.56
2026-02-05,MANDI024,Sugarcane,207.5
2026-02-05,MANDI026,Mustard,458.35
2026-02-05,MANDI026,Rice,200.06
2026-02-05,MANDI027,Cotton,264.1
2026-02-05,MANDI029,Mustard,423.52
2026-02-05,MANDI035,Mustard,563.25
2026-02-05,MANDI036,Sugarcane,50.85
2026-02-05,MANDI037,Cotton,195.25
2026-02-05,MANDI038,Wheat,346.29
2026-02-05,MANDI039,Sugarcane,356.35
2026-02-05,MANDI040,Mustard,492.34
2026-02-05,MANDI041,Mustard,323.24
2026-02-05,MANDI041,Rice,268.94
2026-02-05,MANDI041,Wheat,85.53
2026-02-05,MANDI043,Rice,484.92
2026-02-05,MANDI044,Cotton,337.18
2026-02-05,MANDI044,Rice,354.12
2026-02-05,MANDI044,Wheat,436.13
2026-02-05,MANDI046,Cotton,417.08
2026-02-05,MANDI046,Maize,26.0
2026-02-05,MANDI047,Maize,69.42
2026-02-05,MANDI047,Wheat,64.82
2026-02-05,MANDI048,Narma,426.59
2026-02-05,MANDI049,Sugarcane,192.18
2026-02-05,MANDI050,Rice,191.05
2026-02-05,MANDI052,Maize,386.21
2026-02-05,MANDI052,Rice,248.19
2026-02-05,MANDI052,Sugarcane,266.16
2026-02-05,MANDI052,Wheat,317.48
2026-02-05,MANDI053,Maize,172.88
2026-02-05,MANDI054,Sugarcane,353.43
2026-02-06,MANDI001,Mustard,455.6
2026-02-06,MANDI002,Cotton,430.4
2026-02-06,MANDI002,Maize,110.77
2026-02-06,MANDI002,Mustard,396.45
2026-02-06,MANDI003,Narma,453.03
2026-02-06,MANDI004,Sugarcane,319.68
2026-02-06,MANDI004,Wheat,262.68
2026-02-06,MANDI005,Maize,482.02
2026-02-06,MANDI007,Rice,465.71
2026-02-06,MANDI007,Sugarcane,377.83
2026-02-06,MANDI007,Wheat,106.36
2026-02-06,MANDI009,Sugarcane,585.83
2026-02-06,MANDI011,Rice,136.85
2026-02-06,MANDI012,Maize,409.65
2026-02-06,MANDI013,Mustard,100.73
2026-02-06,MANDI014,Maize,224.6
2026-02-06,MANDI014,Wheat,332.54
2026-02-06,MANDI015,Maize,292.6
2026-02-06,MANDI017,Sugarcane,474.82
2026-02-06,MANDI018,Mustard,299.2
2026-02-06,MANDI018,Rice,370.36
2026-02-06,MANDI022,Maize,96.44
2026-02-06,MANDI022,Rice,134.78
2026-02-06,MANDI024,Mustard,492.43
2026-02-06,MANDI024,Rice,824.8599999999999
2026-02-06,MANDI024,Wheat,130.63
2026-02-06,MANDI026,Maize,58.29
2026-02-06,MANDI026,Wheat,431.27
2026-02-06,MANDI027,Rice,542.44
2026-02-06,MANDI028,Maize,254.71
2026-02-06,MANDI029,Mustard,278.25
2026-02-06,MANDI029,Sugarcane,286.85
2026-02-06,MANDI030,Mustard,124.54
2026-02-06,MANDI030,Rice,762.77
2026-02-06,MANDI031,Maize,231.23
2026-02-06,MANDI031,Rice,181.95
2026-02-06,MANDI031,Wheat,447.97
2026-02-06,MANDI033,Rice,437.13
2026-02-06,MANDI036,Maize,41.05
2026-02-06,MANDI037,Cotton,184.27
2026-02-06,MANDI039,Rice,275.03
2026-02-06,MANDI040,Rice,415.63
2026-02-06,MANDI040,Sugarcane,186.83
2026-02-06,MANDI041,Cotton,81.73
2026-02-06,MANDI041,Mustard,366.49
2026-02-06,MANDI042,Sugarcane,493.84
2026-02-06,MANDI043,Sugarcane,150.96
2026-02-06,MANDI044,Maize,473.98
2026-02-06,MANDI045,Narma,325.33
2026-02-06,MANDI047,Mustard,64.63
2026-02-06,MANDI048,Wheat,400.44
2026-02-06,MANDI050,Maize,404.47
2026-02-06,MANDI050,Mustard,191.99
2026-02-06,MANDI051,Mustard,331.4
2026-02-06,MANDI051,Wheat,483.77
2026-02-06,MANDI052,Cotton,270.4
2026-02-06,MANDI053,Cotton,315.13
2026-02-06,MANDI054,Mustard,477.42
2026-02-06,MANDI054,Wheat,366.08
2026-02-06,MANDI055,Mustard,333.86
2026-02-06,MANDI055,Rice,90.13
2026-02-06,MANDI057,Wheat,360.83
2026-02-07,MANDI001,Sugarcane,284.8
2026-02-07,MANDI003,Mustard,370.81000000000006
2026-02-07,MANDI003,Rice,284.35
2026-02-07,MANDI004,Sugarcane,62.97
2026-02-07,MANDI004,Wheat,411.17
2026-02-07,MANDI005,Mustard,136.89
2026-02-07,MANDI005,Sugarcane,262.74
2026-02-07,MANDI006,Maize,154.05
2026-02-07,MANDI007,Wheat,82.51000000000002
2026-02-07,MANDI008,Wheat,399.0
2026-02-07,MANDI009,Cotton,229.19
2026-02-07,MANDI011,Mustard,314.78
2026-02-07,MANDI011,Wheat,71.93
2026-02-07,MANDI013,Rice,440.87
2026-02-07,MANDI013,Wheat,374.96
2026-02-07,MANDI015,Sugarcane,466.73
2026-02-07,MANDI016,Cotton,441.47
2026-02-07,MANDI017,Mustard,129.22
2026-02-07,MANDI017,Rice,453.2
2026-02-07,MANDI018,Maize,349.15
2026-02-07,MANDI018,Mustard,273.46
2026-02-07,MANDI018,Rice,233.81
2026-02-07,MANDI019,Cotton,344.06
2026-02-07,MANDI020,Wheat,486.64
2026-02-07,MANDI021,Mustard,90.55
2026-02-07,MANDI022,Cotton,67.84
2026-02-07,MANDI024,Maize,204.87
2026-02-07,MANDI024,Mustard,206.5
2026-02-07,MANDI025,Wheat,456.13
2026-02-07,MANDI026,Cotton,305.63
2026-02-07,MANDI026,Narma,51.76
2026-02-07,MANDI028,Rice,98.65
2026-02-07,MANDI028,Sugarcane,386.44
2026-02-07,MANDI030,Sugarcane,132.37
2026-02-07,MANDI030,Wheat,26.36
2026-02-07,MANDI031,Cotton,117.98
2026-02-07,MANDI033,Sugarcane,383.91
2026-02-07,MANDI033,Wheat,209.14
2026-02-07,MANDI034,Rice,102.34
2026-02-07,MANDI034,Sugarcane,335.1
2026-02-07,MANDI034,Wheat,55.78
2026-02-07,MANDI035,Mustard,114.48
2026-02-07,MANDI037,Mustard,418.48
2026-02-07,MANDI038,Cotton,398.15
2026-02-07,MANDI038,Rice,476.95
2026-02-07,MANDI039,Maize,260.63
2026-02-07,MANDI039,Sugarcane,223.43
2026-02-07,MANDI040,Cotton,185.57
2026-02-07,MANDI040,Maize,140.57
2026-02-07,MANDI041,Sugarcane,184.09
2026-02-07,MANDI042,Rice,382.1
2026-02-07,MANDI043,Basmati,175.26
2026-02-07,MANDI043,Rice,367.84
2026-02-07,MANDI043,Wheat,96.73
2026-02-07,MANDI044,Cotton,96.88
2026-02-07,MANDI045,Cotton,318.33
2026-02-07,MANDI045,Maize,479.03
2026-02-07,MANDI045,Sugarcane,438.23
2026-02-07,MANDI046,Wheat,493.37
2026-02-07,MANDI049,Wheat,295.63
2026-02-07,MANDI050,Maize,65.26
2026-02-07,MANDI050,Rice,335.59
2026-02-07,MANDI051,Narma,121.16
2026-02-07,MANDI052,Rice,442.87
2026-02-07,MANDI052,Wheat,47.13
2026-02-07,MANDI053,Mustard,728.0799999999999
2026-02-07,MANDI054,Wheat,400.19
2026-02-07,MANDI056,Cotton,451.16
2026-02-07,MANDI057,Cotton,196.69
2026-02-07,MANDI057,Wheat,257.08
2026-02-08,MANDI002,Maize,347.56
2026-02-08,MANDI002,Wheat,354.24
2026-02-08,MANDI003,Mustard,373.95
2026-02-08,MANDI004,Maize,269.54
2026-02-08,MANDI005,Mustard,337.49
2026-02-08,MANDI006,Cotton,93.52
2026-02-08,MANDI006,Mustard,258.62
2026-02-08,MANDI006,Sugarcane,307.67
2026-02-08,MANDI007,Mustard,361.61
2026-02-08,MANDI008,Cotton,445.5
2026-02-08,MANDI008,Mustard,67.97
2026-02-08,MANDI008,Narma,207.2
2026-02-08,MANDI009,Mustard,128.16
2026-02-08,MANDI010,Mustard,271.43
2026-02-08,MANDI012,Sugarcane,370.18
2026-02-08,MANDI013,Basmati,306.62
2026-02-08,MANDI013,Cotton,335.33
2026-02-08,MANDI015,Rice,502.94
2026-02-08,MANDI016,Rice,70.76
2026-02-08,MANDI017,Wheat,526.3
2026-02-08,MANDI020,Cotton,442.77
2026-02-08,MANDI020,Maize,61.06
2026-02-08,MANDI020,Sugarcane,291.29
2026-02-08,MANDI020,Wheat,47.47
2026-02-08,MANDI022,Cotton,246.09
2026-02-08,MANDI022,Maize,182.34
2026-02-08,MANDI022,Wheat,170.02
2026-02-08,MANDI023,Maize,222.08
2026-02-08,MANDI023,Sugarcane,206.32
2026-02-08,MANDI024,Mustard,251.37
2026-02-08,MANDI025,Cotton,301.8
2026-02-08,MANDI026,Cotton,462.16
2026-02-08,MANDI026,Mustard,352.43
2026-02-08,MANDI026,Sugarcane,134.69
2026-02-08,MANDI028,Cotton,78.93
2026-02-08,MANDI029,Cotton,41.65
2026-02-08,MANDI029,Rice,306.17
2026-02-08,MANDI031,Cotton,409.42
2026-02-08,MANDI031,Mustard,372.39
2026-02-08,MANDI032,Rice,252.71
2026-02-08,MANDI032,Sugarcane,447.85
2026-02-08,MANDI032,Wheat,434.78
2026-02-08,MANDI033,Sugarcane,306.63
2026-02-08,MANDI034,Mustard,385.1600000000001
2026-02-08,MANDI034,Wheat,437.47
2026-02-08,MANDI035,Rice,79.19
2026-02-08,MANDI037,Cotton,165.8
2026-02-08,MANDI038,Rice,101.52
2026-02-08,MANDI039,Maize,83.81
2026-02-08,MANDI040,Maize,436.35
2026-02-08,MANDI041,Mustard,340.37
2026-02-08,MANDI043,Wheat,496.55
2026-02-08,MANDI044,Rice,430.88
2026-02-08,MANDI045,Maize,306.81
2026-02-08,MANDI048,Basmati,433.14
2026-02-08,MANDI048,Cotton,479.77
2026-02-08,MANDI049,Maize,40.67999999999999
2026-02-08,MANDI049,Sugarcane,288.87
2026-02-08,MANDI050,Wheat,419.58
2026-02-08,MANDI052,Cotton,287.0
2026-02-08,MANDI053,Basmati,293.58
2026-02-08,MANDI053,Cotton,29.48
2026-02-08,MANDI053,Sugarcane,206.27
2026-02-08,MANDI054,Rice,167.15
2026-02-08,MANDI055,Narma,450.75
2026-02-08,MANDI056,Cotton,49.91
2026-02-08,MANDI056,Rice,452.65
2026-02-08,MANDI056,Wheat,383.34000000000003
2026-02-09,MANDI001,Maize,461.15
2026-02-09,MANDI002,Wheat,127.62
2026-02-09,MANDI003,Cotton,183.34
2026-02-09,MANDI004,Sugarcane,219.49
2026-02-09,MANDI009,Sugarcane,268.76
2026-02-09,MANDI010,Cotton,322.85
2026-02-09,MANDI011,Sugarcane,719.3399999999999
2026-02-09,MANDI012,Mustard,218.53
2026-02-09,MANDI012,Wheat,237.66
2026-02-09,MANDI013,Mustard,363.65
2026-02-09,MANDI013,Wheat,58.81
2026-02-09,MANDI014,Maize,405.74
2026-02-09,MANDI014,Wheat,795.96
2026-02-09,MANDI015,Mustard,476.27
2026-02-09,MANDI015,Rice,216.74
2026-02-09,MANDI016,Mustard,264.27
2026-02-09,MANDI016,Wheat,153.07
2026-02-09,MANDI018,Mustard,443.8
2026-02-09,MANDI019,Maize,36.32
2026-02-09,MANDI020,Rice,603.23
2026-02-09,MANDI021,Maize,174.53
2026-02-09,MANDI023,Mustard,487.9
2026-02-09,MANDI024,Mustard,99.38
2026-02-09,MANDI024,Narma,128.94
2026-02-09,MANDI025,Cotton,351.28
2026-02-09,MANDI025,Maize,288.38
2026-02-09,MANDI025,Rice,18.35
2026-02-09,MANDI026,Rice,187.14
2026-02-09,MANDI028,Cotton,55.08
2026-02-09,MANDI029,Cotton,166.87
2026-02-09,MANDI029,Mustard,444.42
2026-02-09,MANDI030,Maize,394.91999999999996
2026-02-09,MANDI030,Sugarcane,402.46
2026-02-09,MANDI031,Cotton,19.47
2026-02-09,MANDI031,Mustard,383.23
2026-02-09,MANDI032,Mustard,149.81
2026-02-09,MANDI032,Rice,335.91
2026-02-09,MANDI033,Maize,359.72
2026-02-09,MANDI033,Mustard,471.0200000000001
2026-02-09,MANDI035,Rice,309.13
2026-02-09,MANDI036,Maize,368.0
2026-02-09,MANDI038,Wheat,210.94
2026-02-09,MANDI041,Maize,446.65
2026-02-09,MANDI041,Mustard,395.8
2026-02-09,MANDI042,Mustard,329.5
2026-02-09,MANDI042,Rice,246.45
2026-02-09,MANDI043,Sugarcane,450.4
2026-02-09,MANDI044,Maize,275.12
2026-02-09,MANDI045,Maize,456.58
2026-02-09,MANDI045,Rice,52.71
2026-02-09,MANDI045,Wheat,430.34
2026-02-09,MANDI046,Wheat,128.05
2026-02-09,MANDI047,Wheat,175.31
2026-02-09,MANDI049,Cotton,158.77
2026-02-09,MANDI049,Wheat,396.38
2026-02-09,MANDI050,Maize,447.36
2026-02-09,MANDI051,Maize,34.09
2026-02-09,MANDI051,Narma,192.47
2026-02-09,MANDI051,Wheat,228.03
2026-02-09,MANDI052,Maize,661.0699999999999
2026-02-09,MANDI054,Wheat,366.36
2026-02-09,MANDI055,Mustard,458.89
2026-02-09,MANDI055,Narma,476.39
2026-02-09,MANDI055,Rice,155.72
2026-02-09,MANDI055,Sugarcane,90.06
2026-02-09,MANDI055,Wheat,400.14
2026-02-09,MANDI057,Narma,380.61
2026-02-10,MANDI002,Basmati,237.03
2026-02-10,MANDI003,Rice,323.69
