arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count
ARR0003079,28.05.2026,MANDI026,Mustard,Premium,396.59 qtl,,110
ARR0015388,18.05.2026,MANDI-013,Kanak,Pusa-1121,2278.0,Kilo,70
ARR0010949,2026/09/03,MANDI-001,Sugarcane,Hybrid,42628.0,Kilo,NA
ARR0003210,06-08-2026,MANDI052,Kapas,Local,"4,764.0 KG",,13
ARR0009401,2026/04/15,MANDI020,corn,PBW-343,214.56,Qtl,NA
ARR0001254,2026/03/27,MANDI017,Dhaan,,46316.0,KG,71
ARR0003624,06-28-2026,mandi_006,Gehun,Premium,-308.27,Qtl,NA
ARR0016259,08-Jun-2026,MANDI040,कपास,Pusa-1121,4068.0,KGS,82
ARR0007294,2026/08/24,MANDI045,Sarson,PBW-343,104.15 qtl,,47
ARR0001079,02-Sep-2026,MANDI045,Kapas,Premium,12377.0,KG,15
ARR0010672,08-23-2026,MANDI039,Makka,Pusa-1121,29918.0,Kgs,15
ARR0010905,02-02-2026,MANDI-004,कपास,Premium,47.043,tonnes,92
ARR0000440,03.05.2026,MANDI042,गन्ना,Premium,1.9170000000000003,T,91
ARR0018263,01-Jul-2026,MANDI-036,Wheat,,395.36,Qtl,133
ARR0005598,21.01.2026,M033,wheat,Local,304.35,Quintals,40
ARR0014190,04/03/2026,MANDI031,Narma,Local,116.86,Q,107
ARR0009531,2026-07-10,016,Makki,Pusa-1121,29.573,MT,117
ARR0005594,19-Jul-2026,MANDI039,Chawal,Local,17.311,MT,135
ARR0004339,2026-07-08,M048,Corn,,"15,860.0 KG",,145
ARR0015820,2026/03/16,MANDI011,sugarcane,Hybrid,29210.000000000004,KGS,66
ARR0019863,23/06/2026,MANDI046,गेहूं,PBW-343,23.643,MT,12
ARR0006546,25.05.2026,mandi_057,Cotton,PBW-343,37.988,MT,51
ARR0022479,03.09.2026,MANDI032,सरसों,Premium,14.315000000000001,MT,110
ARR0018616,03.07.2026,051,Wheat,,14376.0,kg,75
ARR0007886,11.05.2026,M055,Cotton,PBW-343,39.678,tonnes,91
ARR0018439,14-Jul-2026,MANDI028,Wheat,Pusa-1121,"28,789.999999999996 KG",,108
ARR0021644,2026-07-12,MANDI048,mustard,,173.13,Q,NA
ARR0001067,2026/02/21,mandi_020,कपास,Hybrid,193.64,Qtl,NA
ARR0019600,03-17-2026,MANDI033,चावल,Hybrid,54.05 qtl,,115
ARR0006385,2026/07/09,MANDI-011,गेहूं,,31.76,quintal,31
ARR0012850,2026-05-17,mandi020,Makka,,39.023,Tonnes,54
ARR0013076,04.01.2026,mandi_016,Makki,PBW-343,44.65,quintal,145
ARR0000674,2026/07/03,MANDI003,गन्ना,PBW-343,-494.74,KG,146
ARR0022623,31-Aug-2026,MANDI047,कपास,,482.81,qtl,39
ARR0004280,2026/06/11,MANDI018,Paddy,Pusa-1121,47427.0,Kgs,NA
ARR0019135,05-22-2026,MANDI046,Narma,Pusa-1121,19.902,tonnes,45
ARR0008930,26/04/2026,mandi045,गेहूं,PBW-343,2694.0,Kilo,45
ARR0012135,06-Jan-2026,mandi_014,मक्का,Pusa-1121,31.12,Quintals,68
ARR0022919,05-04-2026,MANDI-055,Corn,Pusa-1121,114.1,Quintals,120
ARR0003954,2026-06-06,MANDI022,Dhaan,Pusa-1121,30027.999999999996,KGS,27
ARR0006663,2026-05-09,MANDI-029,मक्का,Hybrid,197.11 qtl,,NA
ARR0024692,2026-08-05,MANDI057,Wheat,PBW-343,252.13 qtl,,139
ARR0013495,02/05/2026,MANDI-041,Kanak,Hybrid,236.07,quintal,89
ARR0010167,2026-06-10,MANDI036,Basmati,Hybrid,64.64,Qtl,106
ARR0015011,08-16-2026,MANDI035,सरसों,PBW-343,156.94,quintal,6
ARR0002137,2026/08/09,MANDI036,Sarso,Hybrid,142.17,quintal,61
ARR0009110,15/04/2026,MANDI047,मक्का,PBW-343,-358.93,KG,63
ARR0008469,08-Mar-2026,041,गन्ना,HD-2967,279.87 qtl,,24
ARR0017356,30.03.2026,036,Maize,PBW-343,2752.0,kg,87
ARR0010139,21.05.2026,mandi004,Basmati,PBW-343,28612.0,Kilo,12
ARR0015376,2026/03/24,MANDI028,Ganna,Premium,326.27,Quintals,52
ARR0019449,09-May-2026,MANDI002,मक्का,PBW-343,7748.999999999999,KGS,53
ARR0020162,2026/01/02,MANDI-011,Sugarcane,Local,22769.0,Kilo,83
ARR0016804,2026-02-16,mandi_007,cotton,,41616.0,KG,103
ARR0014406,2026/08/23,MANDI-010,Chawal,Pusa-1121,249.75,Qtl,144
ARR0018738,2026/07/16,MANDI044,Kapas,Local,42.964,T,76
ARR0012399,04/06/2026,MANDI-022,गेहूं,HD-2967,282.0,Qtl,148
ARR0011124,2026-03-13,mandi038,Cotton,,47.245999999999995,MT,51
ARR0024615,21.06.2026,MANDI-016,cotton,Pusa-1121,16745.0,Kgs,NA
ARR0019955,2026-02-20,MANDI028,कपास,Premium,"49,073.0 KG",,87
ARR0004059,21-Jul-2026,mandi_027,गेहूं,Hybrid,42713.0,Kilo,NA
ARR0012838,04-27-2026,M030,Kanak,Hybrid,426.47,qtl,94
ARR0015504,2026-06-14,M022,Rice,Premium,35712.0,Kilo,112
ARR0003462,2026-06-07,mandi006,wheat,Hybrid,44.446,tonnes,103
ARR0000978,05-Sep-2026,mandi057,कपास,Pusa-1121,4.982,tonnes,38
ARR0023102,2026-03-01,mandi041,सरसों,Premium,242.65,quintal,142
ARR0012841,25.02.2026,MANDI028,Mustard,Pusa-1121,185.45,qtl,28
ARR0020056,08-27-2026,mandi021,Maize,Hybrid,33619.0,Kgs,14
ARR0008350,2026-05-24,MANDI008,Mustard,Premium,66.48,Q,143
ARR0022949,12/06/2026,MANDI051,Kapas,Local,115.23,Q,NA
ARR0005158,2026-02-18,M056,GEHUN,PBW-343,206.01 qtl,,104
ARR0004702,19.04.2026,mandi010,मक्का,Premium,18846.0,kg,111
ARR0009496,08-27-2026,MANDI003,Corn,PBW-343,34.0,Q,NA
ARR0022765,04-12-2026,MANDI004,corn,HD-2967,12.573,tonnes,29
,05-Jun-2026,MANDI038,Chawal,Local,6861.0,Kgs,132
ARR0013598,12/03/2026,MANDI013,Sugarcane,Premium,36289.0,Kgs,73
ARR0020017,2026-07-28,M048,Dhaan,Premium,8625.0,Kgs,37
ARR0015537,2026/02/15,MANDI-032,Rice,Hybrid,293.97 qtl,,12
ARR0006165,06/07/2026,044,Ganna,,478.08,qtl,NA
ARR0009137,2026-02-01,mandi056,Narma,Hybrid,8247.0,KGS,20
ARR0023769,2026-07-12,MANDI040,Sarso,Hybrid,20.788999999999998,MT,9
ARR0016639,2026-08-21,mandi_042,धान,Local,151.46,quintal,32
ARR0021903,25/03/2026,M007,mustard,Premium,28026.0,KG,50
ARR0008680,01-01-2026,MANDI-009,corn,Hybrid,131.6,Q,36
ARR0000089,2026/06/20,mandi_033,Sugarcane,,30880.0,Kgs,90
ARR0003802,01-29-2026,mandi036,कपास,Pusa-1121,300.9,qtl,100
ARR0019018,01/08/2026,MANDI047,गन्ना,PBW-343,77.25,Quintals,47
ARR0010994,15/07/2026,MANDI006,Basmati,HD-2967,46.013,tonnes,150
ARR0006112,07-27-2026,MANDI055,sugarcane,,24947.0,Kgs,39
ARR0009413,19/06/2026,MANDI006,sugarcane,Pusa-1121,155.21 qtl,,144
ARR0007654,2026-08-31,mandi_002,सरसों,Pusa-1121,10041.0,KGS,82
ARR0008814,2026/06/08,MANDI038,गेहूं,HD-2967,17795.0,KG,68
ARR0003621,03.01.2026,MANDI006,मक्का,HD-2967,130.13 qtl,,NA
ARR0019839,2026-02-10,045,GEHUN,,325.29 qtl,,57
ARR0024379,15-Jan-2026,MANDI051,Sugarcane,PBW-343,"8,018.000000000001 KG",,123
ARR0001323,2026-02-13,mandi042,कपास,Hybrid,20.336000000000002,tonnes,135
ARR0017625,18/04/2026,mandi_008,Chawal,Pusa-1121,33309.0,kg,101
ARR0006922,2026/06/16,mandi006,Sarson,Hybrid,333.8,quintal,61
ARR0007970,07/02/2026,M042,चावल,Local,38.21,tonnes,32
ARR0017766,2026-01-20,MANDI-017,Basmati,PBW-343,"11,487.0 KG",,NA
ARR0016216,08-Jul-2026,MANDI026,Mustard,PBW-343,293.16,quintal,136
ARR0024844,01-15-2026,MANDI-002,Dhaan,Local,132.93,Qtl,26
ARR0024206,2026-04-14,MANDI051,सरसों,HD-2967,289.11,qtl,108
ARR0018704,01.06.2026,mandi_057,गन्ना,,37.87,Q,NA
ARR0015309,27/01/2026,mandi_032,Kanak,,31.393,Tonnes,146
ARR0015890,19/02/2026,MANDI-015,Sugarcane,Hybrid,306.08 qtl,,108
ARR0017809,13-Feb-2026,mandi_041,कपास,Local,87.81,qtl,88
ARR0020898,2026-06-20,MANDI-005,Ganna,Local,327.51,Quintals,109
ARR0020298,02-28-2026,mandi020,mustard,Premium,253.39,quintal,NA
ARR0022989,2026-08-18,MANDI054,कपास,HD-2967,-164.27,KG,NA
ARR0004366,02/08/2026,MANDI020,Rice,,8.086,MT,66
ARR0017366,2026/01/21,MANDI056,sugarcane,Hybrid,41547.0,Kgs,150
ARR0024010,18/04/2026,MANDI052,धान,,"9,227.0 KG",,142
ARR0017361,22-Mar-2026,mandi_011,गन्ना,,397.11,Quintals,72
ARR0003459,05-20-2026,MANDI022,Mustard,,189.1,Quintals,123
ARR0006485,27.06.2026,M010,Basmati,HD-2967,-10.92,Qtl,9
ARR0023862,30/06/2026,MANDI020,Narma,PBW-343,43795.0,kg,NA
ARR0020392,2026-04-01,MANDI-038,cotton,Pusa-1121,41409.0,KG,74
ARR0011818,11/03/2026,mandi_010,Cotton,HD-2967,25782.0,KGS,NA
ARR0003715,18.01.2026,MANDI-044,sugarcane,HD-2967,"9,364.0 KG",,93
ARR0011178,09.01.2026,051,Sugarcane,Hybrid,18.606,T,61
ARR0011982,25-Jun-2026,MANDI026,कपास,Premium,296.21 qtl,,NA
ARR0002306,12-Jul-2026,MANDI031,Corn,Local,42913.0,KGS,95
ARR0022993,12.04.2026,mandi_034,कपास,PBW-343,"6,927.0 KG",,NA
ARR0014365,03/03/2026,mandi005,Paddy,PBW-343,418.19,Q,8
ARR0006527,2026/09/04,mandi_044,Kapas,Pusa-1121,193.3,Qtl,31
ARR0022491,2026-02-25,MANDI033,Chawal,PBW-343,173.43,qtl,52
ARR0012264,2026/04/27,mandi031,Mustard,HD-2967,6722.0,Kilo,62
ARR0007364,03-09-2026,MANDI007,Chawal,Hybrid,459.04,Quintals,9
ARR0009933,29.05.2026,MANDI026,paddy,PBW-343,29.195,T,19
ARR0015781,03/08/2026,MANDI010,Ganna,Hybrid,24.28,qtl,60
ARR0013900,06-Aug-2026,MANDI035,sugarcane,HD-2967,1.5050000000000001,tonnes,123
ARR0020005,2026/07/28,MANDI050,कपास,Pusa-1121,115.01,qtl,79
ARR0004464,31.07.2026,MANDI049,corn,PBW-343,23987.0,KG,90
ARR0020334,13.01.2026,M027,गेहूं,,5973.0,KGS,28
ARR0008589,2026-06-02,MANDI025,Chawal,Premium,273.4 qtl,,84
ARR0001489,2026/03/16,MANDI021,Ganne,HD-2967,404.58,qtl,52
ARR0013977,04-Feb-2026,MANDI024,कपास,Local,34.94,quintal,142
ARR0007483,06-Jun-2026,057,wheat,Pusa-1121,136.98,Quintals,138
ARR0009299,21-Jun-2026,MANDI024,Chawal,HD-2967,28.855,Tonnes,NA
ARR0017877,2026-09-05,MANDI022,Sarson,Local,22747.0,kg,139
ARR0008942,2026/02/18,M005,Narma,PBW-343,42.524,T,117
ARR0007889,19-Apr-2026,MANDI034,Dhaan,Hybrid,396.02,Q,20
ARR0019923,2026/02/04,M035,Wheat,Hybrid,26.78 qtl,,55
ARR0007118,2026-02-25,MANDI-008,Basmati,Hybrid,465.07,quintal,89
ARR0021672,2026-06-11,MANDI050,Cotton,Premium,"29,357.0 KG",,150
ARR0023543,2026-03-22,MANDI014,सरसों,PBW-343,37456.0,Kgs,108
ARR0003032,10/05/2026,MANDI056,Ganna,Local,11.43,Tonnes,67
ARR0013080,06-27-2026,MANDI040,GEHUN,,32820.0,KGS,143
ARR0000577,20.04.2026,MANDI050,Sarso,Hybrid,102.79,qtl,122
ARR0009304,14-Mar-2026,mandi004,Makka,Local,312.06,Quintals,82
ARR0001054,19.05.2026,MANDI006,धान,HD-2967,"44,004.0 KG",,NA
ARR0023656,02-Jul-2026,MANDI054,corn,,31981.0,Kgs,120
ARR0000658,2026-01-23,MANDI009,गन्ना,,41.14,Tonnes,NA
ARR0023622,28.08.2026,MANDI019,corn,Hybrid,"13,112.0 KG",,71
ARR0005475,2026/04/20,MANDI010,Basmati,HD-2967,48350.0,Kgs,49
ARR0010866,10-Jul-2026,MANDI-057,mustard,Hybrid,211.03,Q,130
ARR0009297,16.03.2026,MANDI037,WHEAT,Local,43941.0,Kgs,122
ARR0024728,05-13-2026,MANDI-045,corn,Local,46819.0,KG,66
ARR0012543,2026/02/06,MANDI054,गन्ना,HD-2967,454.31,qtl,68
ARR0004914,19/08/2026,mandi_017,कपास,Hybrid,"37,520.0 KG",,33
ARR0022187,02.04.2026,M054,Ganne,HD-2967,463.35 qtl,,108
ARR0010477,03.09.2026,mandi057,Sugarcane,HD-2967,467.3,Quintals,102
ARR0002178,10/04/2026,019,Cotton,Local,"42,493.0 KG",,145
ARR0015286,09.06.2026,mandi_037,Sarso,Hybrid,4650.0,kg,36
ARR0001836,03-13-2026,mandi040,Narma,HD-2967,141.63 qtl,,9
ARR0021603,02-22-2026,MANDI031,Maize,Local,3739.0,KGS,54
ARR0010671,2026-05-17,MANDI048,Corn,,18.524,tonnes,61
ARR0020112,26.07.2026,MANDI-009,Narma,HD-2967,43353.0,kg,142
ARR0021474,10/08/2026,M039,गेहूं,Local,16.491,tonnes,58
ARR0010257,11-Feb-2026,MANDI008,Kapas,PBW-343,409.16,qtl,108
ARR0012884,05-31-2026,MANDI045,corn,,-337.26,Qtl,113
ARR0010045,30/06/2026,MANDI020,Cotton,Local,34373.0,Kgs,90
ARR0023427,2026-06-29,MANDI-039,Kapas,Premium,33.156,MT,59
ARR0019514,20-Jan-2026,MANDI-037,Kapas,Pusa-1121,"40,229.0 KG",,18
ARR0017579,08-30-2026,MANDI010,Sarso,PBW-343,9376.0,KG,52
ARR0010192,27-Apr-2026,MANDI050,कपास,,37.519999999999996,MT,34
ARR0023507,2026/04/22,054,Rice,Local,385.41 qtl,,44
ARR0010424,2026/09/02,mandi_049,GEHUN,Local,39.638,MT,122
ARR0015949,01.04.2026,MANDI037,Paddy,Hybrid,12.346,MT,41
ARR0000818,2026/04/11,MANDI032,गेहूं,HD-2967,"5,530.0 KG",,142
ARR0018773,02-22-2026,MANDI028,Sarson,HD-2967,42.591,Tonnes,NA
ARR0002678,2026-08-14,mandi_020,mustard,Local,319.18,Q,97
ARR0021647,04-09-2026,MANDI006,Sugarcane,,-34.07,Qtl,146
ARR0007756,30.07.2026,MANDI013,Kapas,HD-2967,24982.0,Kgs,42
ARR0024148,18/07/2026,mandi004,sugarcane,Local,36139.0,kg,79
ARR0012039,2026/01/06,MANDI036,धान,Hybrid,-438.45,KG,27
ARR0004846,06/03/2026,MANDI032,Sarson,Pusa-1121,17.819,MT,NA
ARR0004374,2026-04-21,mandi012,चावल,Local,165.99 qtl,,129
ARR0011880,03/03/2026,MANDI043,Chawal,Pusa-1121,34.481,tonnes,107
ARR0002695,01-08-2026,MANDI047,sugarcane,Pusa-1121,"22,089.0 KG",,122
ARR0016748,06.01.2026,MANDI038,Sugarcane,Pusa-1121,"28,855.0 KG",,44
ARR0005729,2026/05/01,MANDI039,Sarson,HD-2967,-384.61,KG,42
ARR0012569,05-26-2026,MANDI-037,Gehun,Local,276.58,Q,145
ARR0003577,13.01.2026,mandi_044,Makki,Premium,"3,577.0000000000005 KG",,109
ARR0007478,02-Jul-2026,012,sugarcane,Local,13.856,T,79
ARR0004975,01-Feb-2026,MANDI-034,Maize,,137.2,Q,71
ARR0010134,07/07/2026,M016,Ganna,Hybrid,441.28,Qtl,77
ARR0004517,24-Mar-2026,MANDI014,Kanak,,"19,875.0 KG",,83
ARR0012989,2026/08/15,MANDI047,Basmati,PBW-343,"27,688.0 KG",,58
ARR0008023,2026-03-23,MANDI-023,मक्का,Hybrid,79.78,qtl,17
ARR0002797,2026-07-13,mandi002,Basmati,Local,381.49,Q,103
ARR0016468,08-Feb-2026,mandi012,Ganne,Premium,37.018,MT,56
ARR0016841,02-18-2026,MANDI-018,गेहूं,Local,18.23,Q,24
ARR0004035,2026-03-25,MANDI034,sugarcane,Hybrid,36.051,tonnes,142
ARR0024790,05-18-2026,MANDI010,Kanak,HD-2967,4594.0,kg,118
ARR0000073,2026/08/07,042,Makki,Premium,33831.0,KGS,134
ARR0001403,2026/03/17,MANDI044,Mustard,HD-2967,"31,536.0 KG",,47
ARR0015119,01-17-2026,MANDI-031,सरसों,Hybrid,27.88,qtl,27
ARR0006484,01-26-2026,MANDI-007,cotton,,130.92,quintal,81
ARR0010802,05-18-2026,MANDI007,Sarson,,"49,453.0 KG",,111
ARR0007787,12/03/2026,MANDI006,Mustard,Hybrid,392.24,quintal,128
ARR0006596,2026/07/15,MANDI056,Mustard,,459.42,qtl,46
ARR0005217,17/02/2026,MANDI021,गन्ना,Premium,185.73,qtl,134
ARR0019067,2026-02-10,mandi_006,मक्का,,35.159,MT,16
ARR0008342,06-03-2026,mandi009,Mustard,,348.31,Quintals,128
ARR0013959,2026/03/16,mandi_021,Sarso,HD-2967,26.81,Qtl,NA
ARR0001326,2026/02/01,M011,corn,Pusa-1121,23.584,T,NA
ARR0018760,19-Aug-2026,MANDI023,Ganna,Local,207.13,Q,128
ARR0018573,11/07/2026,M033,Dhaan,,172.57,Quintals,122
ARR0022251,2026/07/14,MANDI-018,Corn,Premium,26398.0,Kgs,77
ARR0017257,07/04/2026,MANDI044,चावल,Pusa-1121,43.542,Tonnes,128
ARR0011389,26/01/2026,mandi_056,Sugarcane,,34.387,tonnes,NA
ARR0010352,2026-01-01,M043,कपास,HD-2967,43.763,MT,55
ARR0015268,31/07/2026,M007,चावल,Pusa-1121,47.148,Tonnes,71
ARR0023520,01/06/2026,MANDI045,Cotton,Hybrid,433.13,Quintals,NA
ARR0021866,25/06/2026,mandi_040,Ganna,Hybrid,7.93,T,30
ARR0011312,02-09-2026,mandi_035,धान,Local,295.79 qtl,,75
ARR0009154,2026/09/09,MANDI010,Maize,Pusa-1121,"11,201.0 KG",,67
ARR0002947,2026/04/20,MANDI-048,sugarcane,HD-2967,308.62 qtl,,111
ARR0020524,2026/05/24,004,गेहूं,PBW-343,306.71,Quintals,145
ARR0011861,2026-04-27,MANDI032,mustard,Pusa-1121,69.93,qtl,47
ARR0017784,14-Jan-2026,mandi026,Maize,Premium,21.036,MT,NA
ARR0022250,30/06/2026,MANDI016,Makka,,46996.0,Kgs,58
ARR0014273,20.07.2026,MANDI013,sugarcane,HD-2967,45718.0,Kilo,126
ARR0007302,2026-03-16,MANDI038,मक्का,,85.49,quintal,71
ARR0016273,2026/08/11,MANDI041,cotton,Pusa-1121,10.722,tonnes,12
ARR0023841,22/04/2026,mandi_026,Paddy,,2.275,Tonnes,NA
ARR0003827,22.08.2026,052,गेहूं,Local,26449.0,KGS,66
ARR0012777,30/01/2026,mandi_003,Sarson,,16514.0,Kgs,55
ARR0000189,28.02.2026,MANDI026,गेहूं,Premium,246.56,Qtl,57
ARR0024984,2026/01/04,MANDI-008,wheat,Pusa-1121,3883.0,Kgs,79
ARR0014525,28.01.2026,MANDI008,Basmati,Local,46228.0,Kgs,40
ARR0004526,09-Apr-2026,mandi006,Ganne,PBW-343,47764.0,Kgs,52
ARR0016558,2026/02/28,mandi_006,Sarso,Pusa-1121,43.632,T,72
ARR0001822,09/02/2026,M006,Narma,PBW-343,109.75 qtl,,63
ARR0020922,08-25-2026,MANDI021,Mustard,,20.331,Tonnes,139
ARR0005848,23/03/2026,MANDI047,चावल,Premium,362.79,qtl,101
ARR0024333,13/06/2026,MANDI031,Basmati,,361.93,quintal,NA
ARR0006363,08/08/2026,MANDI010,Paddy,,34.636,T,66
ARR0009392,2026-08-19,MANDI-029,paddy,PBW-343,-96.35,Qtl,127
ARR0007153,2026-05-01,MANDI027,कपास,HD-2967,150.61,Q,NA
ARR0021649,2026/03/16,MANDI008,Ganna,PBW-343,360.05 qtl,,45
ARR0003498,19-Aug-2026,mandi_009,कपास,Premium,13784.0,Kilo,NA
ARR0008666,09-Mar-2026,MANDI016,गेहूं,Pusa-1121,25.75,Qtl,33
ARR0002726,02-Sep-2026,MANDI041,wheat,HD-2967,24733.0,KG,NA
ARR0010013,07-18-2026,MANDI-056,Basmati,Premium,49582.0,Kilo,10
ARR0010164,23-Jun-2026,M055,Corn,Local,9690.0,KG,77
ARR0017282,01-07-2026,MANDI-016,Narma,HD-2967,"1,973.0 KG",,45
ARR0012539,04-17-2026,MANDI027,Cotton,Local,9189.0,Kilo,137
ARR0013720,06/02/2026,MANDI-029,GEHUN,Local,387.61 qtl,,149
ARR0016493,08-May-2026,MANDI051,Sugarcane,Hybrid,-181.71,KG,117
ARR0011947,09-04-2026,mandi_048,Mustard,Pusa-1121,39788.0,Kilo,NA
ARR0019633,08/06/2026,mandi_014,Kanak,Premium,23103.0,Kilo,120
ARR0018339,16-Aug-2026,M030,Makka,Premium,"23,300.0 KG",,130
ARR0019200,01-Apr-2026,MANDI038,Kapas,Premium,"1,411.0 KG",,NA
ARR0010060,20/03/2026,MANDI-050,Maize,Local,"15,618.0 KG",,59
ARR0005087,18/03/2026,MANDI012,चावल,Local,39.261,Tonnes,125
ARR0017437,22-Jan-2026,M050,मक्का,PBW-343,41310.0,KGS,108
ARR0013299,27-Apr-2026,mandi_051,Sarso,Hybrid,334.69 qtl,,117
ARR0013956,02-20-2026,mandi011,Wheat,PBW-343,11303.0,kg,68
ARR0011853,2026/04/06,MANDI053,Ganne,PBW-343,23.27,Quintals,63
ARR0007901,2026-09-08,016,Ganna,Premium,283.96,Q,NA
ARR0002610,25-Aug-2026,mandi050,Sugarcane,HD-2967,14722.0,KG,69
,19-Jan-2026,mandi_030,Paddy,PBW-343,-160.79,Qtl,57
ARR0002880,04/04/2026,MANDI028,Sarson,Pusa-1121,44.691,tonnes,116
ARR0022928,08-31-2026,MANDI002,Dhaan,Hybrid,259.25 qtl,,5
ARR0021940,07-29-2026,mandi_002,सरसों,HD-2967,189.51,Quintals,64
ARR0003417,18.01.2026,MANDI-037,wheat,Hybrid,43712.0,Kilo,10
ARR0009198,13-Mar-2026,MANDI047,paddy,HD-2967,174.36,quintal,63
ARR0003264,05-15-2026,MANDI022,सरसों,Pusa-1121,2491.0,KGS,36
ARR0002755,2026-05-16,MANDI038,mustard,Pusa-1121,29.9,Q,NA
ARR0017512,2026-07-30,mandi014,Chawal,Local,32.038,Tonnes,37
ARR0003573,02.04.2026,MANDI015,Ganna,PBW-343,24.573,Tonnes,45
ARR0018015,04-Mar-2026,M036,Sugarcane,HD-2967,167.12 qtl,,27
ARR0024964,2026-04-03,M055,मक्का,HD-2967,43152.0,Kilo,NA
ARR0009755,01-Sep-2026,MANDI003,Ganne,PBW-343,47665.0,Kgs,80
ARR0006650,06.09.2026,MANDI043,Rice,Local,18275.0,KG,128
ARR0010091,2026/07/20,MANDI056,corn,Hybrid,7073.999999999999,KGS,26
ARR0014156,06/02/2026,mandi_033,Chawal,Premium,8526.0,KGS,67
ARR0004481,27/08/2026,MANDI034,Makka,Hybrid,22.334,MT,113
ARR0013124,01-20-2026,mandi_030,गेहूं,HD-2967,-313.09,KG,49
ARR0004488,18-Jul-2026,MANDI055,गन्ना,,244.91,Qtl,51
ARR0018528,2026-07-03,mandi042,Kanak,Local,6.56,tonnes,114
ARR0021600,23-Apr-2026,MANDI-001,धान,,40541.0,KGS,22
ARR0013534,05-14-2026,MANDI002,Kanak,,-419.9,Qtl,99
ARR0008338,14-Mar-2026,MANDI012,गन्ना,,11.25,Quintals,5
ARR0016095,2026/03/16,mandi035,धान,HD-2967,447.97 qtl,,21
ARR0003927,28/08/2026,mandi_013,Makki,Local,178.48 qtl,,145
ARR0024387,2026-03-08,MANDI025,Corn,HD-2967,472.56,Qtl,136
ARR0007540,19-Mar-2026,mandi036,Sarso,Premium,29412.0,kg,NA
ARR0000712,2026/01/01,MANDI034,गेहूं,Hybrid,38913.0,KGS,55
ARR0021657,13/05/2026,mandi_046,Sarson,Hybrid,7.353,tonnes,123
ARR0000725,19/06/2026,MANDI-008,धान,Pusa-1121,119.54,Qtl,99
ARR0016223,01-17-2026,MANDI047,Corn,HD-2967,76.92,Q,141
ARR0007047,01-29-2026,mandi_013,mustard,Premium,37.021,T,145
ARR0010245,2026/01/30,mandi_030,Makki,HD-2967,21268.0,kg,107
ARR0014178,30-Aug-2026,MANDI-051,मक्का,PBW-343,11.736,MT,NA
ARR0003583,08/03/2026,mandi_028,Cotton,Premium,37163.0,Kgs,76
ARR0003435,17.06.2026,MANDI050,Paddy,,417.25,Quintals,NA
ARR0014820,2026-08-30,MANDI006,mustard,Pusa-1121,173.47,Qtl,136
ARR0017820,02-15-2026,mandi_033,Corn,PBW-343,143.31,Qtl,NA
ARR0004463,2026-01-14,MANDI011,mustard,PBW-343,"47,963.0 KG",,60
ARR0009725,06/04/2026,mandi039,Basmati,Premium,7654.000000000001,KGS,114
ARR0000922,08-08-2026,MANDI012,Ganne,Pusa-1121,31.886000000000003,Tonnes,117
ARR0022695,2026/06/04,mandi034,चावल,Hybrid,23548.0,kg,115
ARR0004329,11/06/2026,mandi027,कपास,PBW-343,417.53 qtl,,146
ARR0010575,06-02-2026,M050,Makki,Hybrid,404.47,Qtl,55
ARR0005060,2026/08/28,MANDI032,Maize,PBW-343,"18,969.0 KG",,NA
ARR0001471,14.08.2026,mandi008,Sarson,,33831.0,Kgs,103
ARR0001750,2026/04/15,MANDI023,Makki,Hybrid,42.48,quintal,100
ARR0013100,2026/08/02,mandi_038,चावल,Hybrid,10.152,Tonnes,NA
ARR0001123,2026/07/05,M034,wheat,HD-2967,122.04 qtl,,117
ARR0000581,07-15-2026,MANDI056,मक्का,Local,440.17,Quintals,132
ARR0006492,01/09/2026,MANDI015,paddy,HD-2967,310.54 qtl,,135
ARR0003163,27/01/2026,MANDI024,Chawal,HD-2967,34.11,MT,NA
ARR0014092,2026-04-03,MANDI045,Basmati,Pusa-1121,7950.0,Kilo,127
ARR0014347,04/06/2026,mandi_042,Chawal,,21.24 qtl,,NA
ARR0020985,01-11-2026,MANDI-014,cotton,,9.379000000000001,Tonnes,79
ARR0001732,11.08.2026,mandi_046,Mustard,Premium,270.25 qtl,,39
ARR0008766,2026/04/29,mandi020,कपास,Hybrid,18.444,tonnes,146
ARR0008089,11-Jun-2026,MANDI003,Sarso,Pusa-1121,375.63,Q,9
ARR0019417,02-11-2026,mandi_013,Makki,Local,30.833,T,49
ARR0005044,2026-05-08,013,Sugarcane,Local,194.06 qtl,,NA
ARR0016276,14.07.2026,mandi031,paddy,Premium,-494.24,KG,95
ARR0008881,15-Jan-2026,054,sugarcane,,36698.0,KG,NA
ARR0008031,2026-03-25,mandi_045,कपास,Hybrid,35.06,qtl,39
ARR0023872,2026/08/13,MANDI-040,sugarcane,Pusa-1121,45.97 qtl,,NA
ARR0007101,12/06/2026,MANDI-005,Paddy,Pusa-1121,3.657,MT,126
ARR0020127,11.07.2026,MANDI014,गन्ना,Local,30.452999999999996,T,119
ARR0016865,07.04.2026,MANDI-018,Maize,Hybrid,388.25,quintal,79
ARR0023467,2026-07-25,MANDI037,Narma,PBW-343,"14,599.0 KG",,40
ARR0008808,24/01/2026,MANDI034,Cotton,,256.53,Quintals,NA
