date,mandi_id,crop_name,arrival_quantity_qtl,farmer_count,arrival_record_count,arrival_per_farmer_qtl,min_price,max_price,modal_price,msp,price_record_count,mandi_name,district,state,price_gap,price_gap_percent,below_msp
2026-01-11,MANDI002,Maize,274.61,100.0,1.0,2.75,,,,,,Solapur Mandi,Ludhiana,Punjab,,,
2026-01-11,MANDI002,Wheat,432.26,99.0,1.0,4.37,,,,,,Solapur Mandi,Ludhiana,Punjab,,,
2026-01-11,MANDI004,Maize,426.92,93.0,1.0,4.59,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-11,MANDI004,Sugarcane,252.43,96.0,1.0,2.63,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-11,MANDI004,Wheat,41.54,,1.0,,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-11,MANDI005,Cotton,253.18,141.0,1.0,1.8,,,,,,Bhilwara Grain Market,Amritsar,Punjab,,,
2026-01-11,MANDI005,Maize,134.9,128.0,1.0,1.05,,,,,,Bhilwara Grain Market,Amritsar,Punjab,,,
2026-01-11,MANDI005,Rice,,,,,2091.76,2393.09,2242.43,2183.0,1.0,Bhilwara Grain Market,Amritsar,Punjab,59.43,2.72,0.0
2026-01-11,MANDI005,Wheat,134.0,95.0,1.0,1.41,,,,,,Bhilwara Grain Market,Amritsar,Punjab,,,
2026-01-11,MANDI006,Wheat,28.16,112.0,1.0,0.25,,,,,,Kochi Mandi,Amritsar,Punjab,,,
2026-01-11,MANDI007,Wheat,375.93,72.0,1.0,5.22,2242.77,2433.0,2337.77,2275.0,1.0,Nashik Mandi,Amritsar,Punjab,62.77,2.76,0.0
2026-01-11,MANDI008,Mustard,398.34,15.0,1.0,26.56,,,,,,Bijapur Market,Amritsar,Punjab,,,
2026-01-11,MANDI009,Cotton,267.24,143.0,1.0,1.87,,,,,,Jamshedpur APMC,Jalandhar,Punjab,,,
2026-01-11,MANDI009,Mustard,251.79,75.0,1.0,3.36,,,,,,Jamshedpur APMC,Jalandhar,Punjab,,,
2026-01-11,MANDI010,Maize,454.66,123.0,1.0,3.7,2096.0,2453.65,2274.89,2090.0,1.0,Dhule APMC,Jalandhar,Punjab,184.89,8.85,0.0
2026-01-11,MANDI012,Mustard,419.87,63.0,1.0,6.66,,,,,,Gaya Grain Market,Patiala,Punjab,,,
2026-01-11,MANDI013,Mustard,1189.82,225.0,3.0,5.29,,,,,,Aurangabad Market,Patiala,Punjab,,,
2026-01-11,MANDI013,Wheat,126.43,129.0,1.0,0.98,,,,,,Aurangabad Market,Patiala,Punjab,,,
2026-01-11,MANDI014,Cotton,,,,,5836.98,6415.62,6126.3,6620.0,1.0,Bathinda Grain Market,Patiala,Punjab,-493.7,-7.46,1.0
2026-01-11,MANDI015,Rice,477.64,17.0,2.0,28.1,,,,,,Amravati Grain Market,Bathinda,Punjab,,,
2026-01-11,MANDI015,Sugarcane,330.79,,1.0,,,,,,,Amravati Grain Market,Bathinda,Punjab,,,
2026-01-11,MANDI016,Cotton,431.52,50.0,1.0,8.63,,,,,,Kulti APMC,Bathinda,Punjab,,,
2026-01-11,MANDI016,Rice,88.38,92.0,1.0,0.96,,,,,,Kulti APMC,Bathinda,Punjab,,,
2026-01-11,MANDI017,Mustard,439.76,121.0,1.0,3.63,,,,,,Parbhani Market,Unknown,Punjab,,,
2026-01-11,MANDI017,Rice,243.27,83.0,1.0,2.93,,,,,,Parbhani Market,Unknown,Punjab,,,
2026-01-11,MANDI017,Wheat,279.74,129.0,1.0,2.17,,,,,,Parbhani Market,Unknown,Punjab,,,
2026-01-11,MANDI018,Sugarcane,317.83,,1.0,,,,,,,Jaunpur Mandi,Moga,Punjab,,,
2026-01-11,MANDI018,Wheat,,,,,2164.0,2664.93,2414.49,2275.0,1.0,Jaunpur Mandi,Moga,Punjab,139.49,6.13,0.0
2026-01-11,MANDI019,Rice,269.06,73.0,1.0,3.69,,,,,,Karimnagar Grain Market,Moga,Punjab,,,
2026-01-11,MANDI020,Cotton,226.08,16.0,1.0,14.13,,,,,,Kadapa Mandi,Ferozepur,Punjab,,,
2026-01-11,MANDI021,Rice,460.64,190.0,2.0,2.42,,,,,,Guna Mandi,Ferozepur,Punjab,,,
2026-01-11,MANDI022,Sugarcane,153.18,63.0,1.0,2.43,,,,,,Eluru APMC,Karnal,Haryana,,,
2026-01-11,MANDI023,Rice,34.89,125.0,1.0,0.28,,,,,,Panihati APMC,Karnal,Haryana,,,
2026-01-11,MANDI023,Wheat,305.2,41.0,1.0,7.44,,,,,,Panihati APMC,Karnal,Haryana,,,
2026-01-11,MANDI024,Mustard,67.42,,1.0,,,,,,,Jaipur Mandi,Karnal,Haryana,,,
2026-01-11,MANDI025,Cotton,282.59,,1.0,,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-11,MANDI025,Maize,463.23,99.0,2.0,4.68,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-11,MANDI025,Mustard,389.46,23.0,1.0,16.93,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-11,MANDI025,Rice,173.84,144.0,2.0,1.21,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-11,MANDI026,Sugarcane,,,,,3472.78,3946.49,3709.63,3500.0,1.0,Tadipatri Mandi,Hisar,Haryana,209.63,5.99,0.0
2026-01-11,MANDI027,Sugarcane,214.32,8.0,1.0,26.79,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-11,MANDI027,Wheat,253.57,35.0,1.0,7.24,,,,,,Kochi APMC,Hisar,Haryana,,,
2026-01-11,MANDI029,Cotton,167.95,86.0,1.0,1.95,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-11,MANDI029,Mustard,439.16,66.0,1.0,6.65,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-11,MANDI029,Rice,55.88,16.0,1.0,3.49,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-11,MANDI030,Maize,240.18,119.0,1.0,2.02,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-11,MANDI030,Rice,850.58,165.0,2.0,5.16,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-11,MANDI031,Mustard,156.76,59.0,1.0,2.66,,,,,,Nangloi Jat Mandi,Sirsa,Haryana,,,
2026-01-11,MANDI032,Sugarcane,,,,,,4117.0,3853.0,3500.0,1.0,Chapra Grain Market,Unknown,Haryana,353.0,10.09,0.0
2026-01-11,MANDI032,Wheat,458.48,97.0,1.0,4.73,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-11,MANDI033,Wheat,,,,,2264.0,2540.66,2402.0,2275.0,1.0,South Dumdum Grain Market,Ambala,Haryana,127.0,5.58,0.0
2026-01-11,MANDI034,Cotton,405.58,14.0,1.0,28.97,,,,,,Ludhiana Grain Market,Ambala,Haryana,,,
2026-01-11,MANDI034,Wheat,63.77,77.0,1.0,0.83,,,,,,Ludhiana Grain Market,Ambala,Haryana,,,
2026-01-11,MANDI035,Cotton,569.59,296.0,3.0,1.92,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-11,MANDI035,Mustard,416.33,78.0,1.0,5.34,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-11,MANDI035,Rice,47.77,16.0,1.0,2.99,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-11,MANDI035,Sugarcane,281.5,100.0,1.0,2.82,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-11,MANDI035,Wheat,283.46,116.0,1.0,2.44,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-11,MANDI036,Maize,,,,,2071.81,2194.77,2133.29,2090.0,1.0,Mysore Grain Market,Kurukshetra,Haryana,43.29,2.07,0.0
2026-01-11,MANDI036,Mustard,491.83,113.0,1.0,4.35,,,,,,Mysore Grain Market,Kurukshetra,Haryana,,,
2026-01-11,MANDI036,Rice,,,,,2034.88,2406.34,2221.0,2183.0,1.0,Mysore Grain Market,Kurukshetra,Haryana,38.0,1.74,0.0
2026-01-11,MANDI036,Sugarcane,478.85,112.0,1.0,4.28,,,,,,Mysore Grain Market,Kurukshetra,Haryana,,,
2026-01-11,MANDI037,Cotton,105.27,54.0,1.0,1.95,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-11,MANDI037,Sugarcane,,,,,3467.84,4069.45,3768.64,3500.0,1.0,Jorhat Grain Market,Kurukshetra,Haryana,268.64,7.68,0.0
2026-01-11,MANDI038,Sugarcane,331.41,138.0,2.0,2.4,,,,,,Jalandhar Mandi,Kurukshetra,Haryana,,,
2026-01-11,MANDI039,Cotton,189.06,136.0,1.0,1.39,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-11,MANDI039,Mustard,280.67,,1.0,,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-11,MANDI039,Rice,274.88,,1.0,,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-11,MANDI039,Sugarcane,454.59,62.0,1.0,7.33,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-11,MANDI040,Cotton,115.37,140.0,1.0,0.82,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-11,MANDI040,Rice,257.83,,1.0,,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-11,MANDI041,Cotton,301.13,62.0,1.0,4.86,,,,,,Gurgaon Grain Market,Fatehabad,Haryana,,,
2026-01-11,MANDI041,Rice,164.63,134.0,1.0,1.23,,,,,,Gurgaon Grain Market,Fatehabad,Haryana,,,
2026-01-11,MANDI041,Sugarcane,98.6,59.0,1.0,1.67,3426.0,4282.06,3854.11,3500.0,1.0,Gurgaon Grain Market,Fatehabad,Haryana,354.11,10.12,0.0
2026-01-11,MANDI042,Maize,,,,,1881.0,2051.9,1967.0,2090.0,1.0,Erode Mandi,Fatehabad,Haryana,-123.0,-5.89,1.0
2026-01-11,MANDI043,Rice,246.92,48.0,1.0,5.14,,,,,,Danapur Mandi,Agra,Uttar Pradesh,,,
2026-01-11,MANDI044,Wheat,303.42,114.0,1.0,2.66,,,,,,Dehri Mandi,Agra,Uttar Pradesh,,,
2026-01-11,MANDI045,Cotton,253.96,7.0,1.0,36.28,,,,,,Farrukhabad Mandi,Meerut,Uttar Pradesh,,,
2026-01-11,MANDI045,Wheat,,,,,2309.0,2869.93,2589.37,,1.0,Farrukhabad Mandi,Meerut,Uttar Pradesh,,,
2026-01-11,MANDI046,Maize,198.6,50.0,1.0,3.97,,,,,,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-11,MANDI046,Mustard,393.27,181.0,2.0,2.17,,,,,,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-11,MANDI046,Wheat,,,,,2258.0,2658.71,2458.0,2275.0,1.0,Baranagar Market,Unknown,Uttar Pradesh,183.0,8.04,0.0
2026-01-11,MANDI047,Cotton,417.13,54.0,1.0,7.72,,,,,,Orai Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-11,MANDI047,Sugarcane,,,,,3189.74,3768.23,,3500.0,1.0,Orai Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-11,MANDI048,Cotton,174.29,120.0,1.0,1.45,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-11,MANDI048,Mustard,476.63,67.0,1.0,7.11,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-11,MANDI049,Rice,434.53,56.0,1.0,7.76,1870.01,2321.59,2095.8,2183.0,1.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,-87.2,-3.99,1.0
2026-01-11,MANDI049,Wheat,110.47,105.0,1.0,1.05,,,,,,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-11,MANDI050,Mustard,308.05,64.0,1.0,4.81,,,,,,Durg Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-11,MANDI051,Cotton,,,,,6107.0,6743.0,6424.55,,1.0,Gulbarga Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI051,Rice,,,,,2117.61,2462.0,2290.0,,1.0,Gulbarga Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI051,Sugarcane,294.19,44.0,1.0,6.69,,,,,,Gulbarga Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI053,Rice,447.14,70.0,1.0,6.39,,,,,,Panihati Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI053,Sugarcane,31.9,14.0,1.0,2.28,,,,,,Panihati Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI054,Maize,54.01,134.0,1.0,0.4,,,,,,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI054,Sugarcane,210.1,,1.0,,,,,,,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI054,Wheat,85.58,6.0,1.0,14.26,,,,,,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-11,MANDI055,Cotton,307.58,127.0,1.0,2.42,,,,,,Chandigarh APMC,Bareilly,Uttar Pradesh,,,
2026-01-11,MANDI057,Cotton,,,,,,7592.38,7153.64,6620.0,1.0,Gorakhpur APMC,Bareilly,Uttar Pradesh,533.64,8.06,0.0
2026-01-11,MANDI057,Mustard,23.2,9.0,1.0,2.58,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI001,Mustard,0.0,29.0,1.0,0.0,5804.0,7004.0,,5650.0,1.0,Hyderabad Mandi,Ludhiana,Punjab,,,
2026-01-12,MANDI002,Cotton,95.0,46.0,1.0,2.07,6293.81,7717.4,7006.0,6620.0,1.0,Solapur Mandi,Ludhiana,Punjab,386.0,5.83,0.0
2026-01-12,MANDI002,Wheat,275.18,,1.0,,,,,,,Solapur Mandi,Ludhiana,Punjab,,,
2026-01-12,MANDI003,Sugarcane,30.93,60.0,1.0,0.52,,,,,,Vijayawada Mandi,Ludhiana,Punjab,,,
2026-01-12,MANDI003,Wheat,,,,,2115.94,2300.0,2208.21,,1.0,Vijayawada Mandi,Ludhiana,Punjab,,,
2026-01-12,MANDI004,Mustard,,,,,5340.0,5787.01,5564.0,5650.0,1.0,Khandwa Grain Market,Ludhiana,Punjab,-86.0,-1.52,1.0
2026-01-12,MANDI004,Sugarcane,318.72,49.0,1.0,6.5,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-12,MANDI006,Wheat,375.8,115.0,1.0,3.27,,,,,,Kochi Mandi,Amritsar,Punjab,,,
2026-01-12,MANDI007,Maize,335.12,,1.0,,,,,,,Nashik Mandi,Amritsar,Punjab,,,
2026-01-12,MANDI007,Sugarcane,124.43,,1.0,,,,,,,Nashik Mandi,Amritsar,Punjab,,,
2026-01-12,MANDI008,Cotton,175.45,48.0,1.0,3.66,,,,,,Bijapur Market,Amritsar,Punjab,,,
2026-01-12,MANDI008,Maize,,,,,1861.23,2260.0,2060.0,2090.0,1.0,Bijapur Market,Amritsar,Punjab,-30.0,-1.44,1.0
2026-01-12,MANDI008,Wheat,475.14,,1.0,,,,,,,Bijapur Market,Amritsar,Punjab,,,
2026-01-12,MANDI009,Wheat,109.49,46.0,1.0,2.38,,,,,,Jamshedpur APMC,Jalandhar,Punjab,,,
2026-01-12,MANDI010,Cotton,,,,,6510.85,8016.46,7263.66,,1.0,Dhule APMC,Jalandhar,Punjab,,,
2026-01-12,MANDI011,Maize,,,,,1876.13,1980.55,1928.34,2090.0,1.0,Arrah Mandi,Patiala,Punjab,-161.66,-7.73,1.0
2026-01-12,MANDI011,Rice,371.64,51.0,1.0,7.29,,,,,,Arrah Mandi,Patiala,Punjab,,,
2026-01-12,MANDI012,Rice,292.54,,1.0,,,,,,,Gaya Grain Market,Patiala,Punjab,,,
2026-01-12,MANDI013,Maize,209.75,71.0,1.0,2.95,,,,,,Aurangabad Market,Patiala,Punjab,,,
2026-01-12,MANDI014,Sugarcane,433.54,93.0,1.0,4.66,,,,,,Bathinda Grain Market,Patiala,Punjab,,,
2026-01-12,MANDI014,Wheat,239.47,27.0,1.0,8.87,,,,,,Bathinda Grain Market,Patiala,Punjab,,,
2026-01-12,MANDI015,Cotton,207.86,67.0,1.0,3.1,6936.0,7998.08,,6620.0,1.0,Amravati Grain Market,Bathinda,Punjab,,,
2026-01-12,MANDI016,Cotton,269.81,84.0,1.0,3.21,,,,,,Kulti APMC,Bathinda,Punjab,,,
2026-01-12,MANDI016,Rice,42.68,65.0,1.0,0.66,1894.05,2265.41,2080.0,2183.0,1.0,Kulti APMC,Bathinda,Punjab,-103.0,-4.72,1.0
2026-01-12,MANDI017,Mustard,,,,,5215.57,6157.2,5686.39,5650.0,1.0,Parbhani Market,Unknown,Punjab,36.39,0.64,0.0
2026-01-12,MANDI018,Rice,,,,,1872.56,,2082.59,,1.0,Jaunpur Mandi,Moga,Punjab,,,
2026-01-12,MANDI018,Sugarcane,43.68,126.0,1.0,0.35,,,,,,Jaunpur Mandi,Moga,Punjab,,,
2026-01-12,MANDI018,Wheat,414.47,99.0,1.0,4.19,,,,,,Jaunpur Mandi,Moga,Punjab,,,
2026-01-12,MANDI021,Maize,105.42,46.0,1.0,2.29,,,,,,Guna Mandi,Ferozepur,Punjab,,,
2026-01-12,MANDI023,Maize,,,,,2090.42,2422.88,2256.65,2090.0,1.0,Panihati APMC,Karnal,Haryana,166.65,7.97,0.0
2026-01-12,MANDI023,Rice,251.88,86.0,1.0,2.93,,,,,,Panihati APMC,Karnal,Haryana,,,
2026-01-12,MANDI023,Sugarcane,369.07,122.0,1.0,3.03,3670.32,4204.0,3936.97,3500.0,1.0,Panihati APMC,Karnal,Haryana,436.97,12.48,0.0
2026-01-12,MANDI023,Wheat,,,,,2316.22,2523.51,2419.86,2275.0,1.0,Panihati APMC,Karnal,Haryana,144.86,6.37,0.0
2026-01-12,MANDI024,Wheat,57.74,116.0,1.0,0.5,2177.0,2290.0,2233.57,2275.0,1.0,Jaipur Mandi,Karnal,Haryana,-41.43,-1.82,1.0
2026-01-12,MANDI025,Cotton,21.01,37.0,1.0,0.57,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-12,MANDI025,Mustard,174.0,117.0,1.0,1.49,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-12,MANDI025,Sugarcane,498.87,,1.0,,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-12,MANDI025,Wheat,358.91,146.0,1.0,2.46,,,,,,Dindigul APMC,Karnal,Haryana,,,
2026-01-12,MANDI026,Sugarcane,85.47,111.0,1.0,0.77,,,,,,Tadipatri Mandi,Hisar,Haryana,,,
2026-01-12,MANDI027,Rice,,,,,2144.84,2446.51,2295.67,2183.0,1.0,Kochi APMC,Hisar,Haryana,112.67,5.16,0.0
2026-01-12,MANDI028,Sugarcane,,,,,3508.0,3853.0,3680.07,3500.0,1.0,Machilipatnam APMC,Hisar,Haryana,180.07,5.14,0.0
2026-01-12,MANDI029,Mustard,206.94,,1.0,,,,,,,Asansol Grain Market,Sirsa,Haryana,,,
2026-01-12,MANDI029,Wheat,,,,,2048.48,2396.31,2222.48,2275.0,2.0,Asansol Grain Market,Sirsa,Haryana,-52.52,-2.31,1.0
2026-01-12,MANDI030,Cotton,253.24,188.0,2.0,1.35,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-12,MANDI030,Maize,211.92,61.0,1.0,3.47,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-12,MANDI030,Rice,0.0,66.0,1.0,0.0,,,,,,Patiala APMC,Sirsa,Haryana,,,
2026-01-12,MANDI030,Wheat,,,,,2298.63,2638.78,,2275.0,1.0,Patiala APMC,Sirsa,Haryana,,,
2026-01-12,MANDI031,Cotton,,,,,5934.58,6522.0,,,1.0,Nangloi Jat Mandi,Sirsa,Haryana,,,
2026-01-12,MANDI031,Wheat,,,,,2279.22,2490.85,2385.04,2275.0,1.0,Nangloi Jat Mandi,Sirsa,Haryana,110.04,4.84,0.0
2026-01-12,MANDI032,Sugarcane,353.71,44.0,1.0,8.04,,,,,,Chapra Grain Market,Unknown,Haryana,,,
2026-01-12,MANDI033,Mustard,,,,,4806.0,5088.09,4947.0,5650.0,1.0,South Dumdum Grain Market,Ambala,Haryana,-703.0,-12.44,1.0
2026-01-12,MANDI034,Maize,359.11,146.0,1.0,2.46,,,,,,Ludhiana Grain Market,Ambala,Haryana,,,
2026-01-12,MANDI034,Wheat,261.2,80.0,1.0,3.26,,,,,,Ludhiana Grain Market,Ambala,Haryana,,,
2026-01-12,MANDI035,Cotton,156.27,41.0,1.0,3.81,5645.47,6812.47,6228.97,6620.0,1.0,Guntakal Mandi,Ambala,Haryana,-391.03,-5.91,1.0
2026-01-12,MANDI035,Maize,171.79,108.0,1.0,1.59,2069.49,2197.0,2133.0,2090.0,1.0,Guntakal Mandi,Ambala,Haryana,43.0,2.06,0.0
2026-01-12,MANDI035,Sugarcane,455.45,61.0,2.0,7.47,,,,,,Guntakal Mandi,Ambala,Haryana,,,
2026-01-12,MANDI037,Mustard,146.35,,1.0,,,,,,,Jorhat Grain Market,Kurukshetra,Haryana,,,
2026-01-12,MANDI038,Mustard,340.56,38.0,2.0,8.96,,,,,,Jalandhar Mandi,Kurukshetra,Haryana,,,
2026-01-12,MANDI038,Wheat,,,,,2087.66,2562.29,2325.0,2275.0,1.0,Jalandhar Mandi,Kurukshetra,Haryana,50.0,2.2,0.0
2026-01-12,MANDI039,Rice,292.64,146.0,1.0,2.0,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-12,MANDI039,Wheat,344.17,71.0,1.0,4.85,,,,,,Anand Grain Market,Unknown,Haryana,,,
2026-01-12,MANDI040,Sugarcane,251.44,48.0,2.0,5.24,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-12,MANDI040,Wheat,448.39,283.0,2.0,1.58,,,,,,Jodhpur Market,Fatehabad,Haryana,,,
2026-01-12,MANDI041,Mustard,496.69,120.0,1.0,4.14,,,,,,Gurgaon Grain Market,Fatehabad,Haryana,,,
2026-01-12,MANDI042,Cotton,,,,,6824.25,8136.99,7480.62,6620.0,1.0,Erode Mandi,Fatehabad,Haryana,860.62,13.0,0.0
2026-01-12,MANDI042,Maize,258.58,,1.0,,,,,,,Erode Mandi,Fatehabad,Haryana,,,
2026-01-12,MANDI042,Rice,139.21,54.0,1.0,2.58,,,,,,Erode Mandi,Fatehabad,Haryana,,,
2026-01-12,MANDI043,Mustard,192.87,212.0,2.0,0.91,4890.0,5643.99,5267.12,,1.0,Danapur Mandi,Agra,Uttar Pradesh,,,
2026-01-12,MANDI044,Maize,122.31,117.0,1.0,1.05,1851.5,2296.71,2074.11,2090.0,1.0,Dehri Mandi,Agra,Uttar Pradesh,-15.89,-0.76,1.0
2026-01-12,MANDI045,Cotton,177.0,,1.0,,,,,,,Farrukhabad Mandi,Meerut,Uttar Pradesh,,,
2026-01-12,MANDI046,Mustard,243.38,109.0,1.0,2.23,,,,,,Baranagar Market,Unknown,Uttar Pradesh,,,
2026-01-12,MANDI047,Cotton,349.2,,1.0,,,,,,,Orai Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-12,MANDI048,Cotton,0.0,94.0,1.0,0.0,,,,,,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-12,MANDI048,Mustard,,,,,5676.0,6167.0,,5650.0,1.0,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-12,MANDI049,Maize,0.0,35.0,1.0,0.0,,,,,,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,,,
2026-01-12,MANDI049,Rice,175.67,,1.0,,2288.39,2722.38,2505.0,2183.0,1.0,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,322.0,14.75,0.0
2026-01-12,MANDI050,Rice,31.46,100.0,1.0,0.31,,,,,,Durg Market,Muzaffarnagar,Uttar Pradesh,,,
2026-01-12,MANDI051,Cotton,210.73,39.0,1.0,5.4,,,,,,Gulbarga Market,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI051,Mustard,146.96,28.0,1.0,5.25,,,,,,Gulbarga Market,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI051,Sugarcane,103.32,44.0,1.0,2.35,,,,,,Gulbarga Market,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI052,Mustard,133.54,139.0,1.0,0.96,,,,,,Kakinada APMC,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI052,Sugarcane,224.83,,1.0,,,,,,,Kakinada APMC,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI052,Wheat,,,,,2354.05,2758.71,2556.38,2275.0,1.0,Kakinada APMC,Saharanpur,Uttar Pradesh,281.38,12.37,0.0
2026-01-12,MANDI053,Sugarcane,58.31,33.0,1.0,1.77,,,,,,Panihati Market,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI053,Wheat,,,,,2267.0,2644.35,2455.58,2275.0,1.0,Panihati Market,Saharanpur,Uttar Pradesh,180.58,7.94,0.0
2026-01-12,MANDI054,Maize,395.41,86.0,1.0,4.6,,,,,,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI054,Wheat,481.22,10.0,1.0,48.12,,,,,,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh,,,
2026-01-12,MANDI055,Maize,90.81,142.0,1.0,0.64,,,,,,Chandigarh APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI055,Rice,18.75,85.0,1.0,0.22,,,,,,Chandigarh APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI055,Wheat,398.86,,1.0,,,,,,,Chandigarh APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI056,Rice,397.71,141.0,1.0,2.82,2276.47,2522.83,2400.0,2183.0,1.0,Bilaspur Mandi,Bareilly,Uttar Pradesh,217.0,9.94,0.0
2026-01-12,MANDI056,Wheat,465.78,105.0,1.0,4.44,,,,,,Bilaspur Mandi,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI057,Cotton,312.08,27.0,1.0,11.56,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI057,Mustard,178.2,145.0,1.0,1.23,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI057,Rice,444.55,91.0,1.0,4.89,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-12,MANDI057,Wheat,91.15,126.0,1.0,0.72,,,,,,Gorakhpur APMC,Bareilly,Uttar Pradesh,,,
2026-01-13,MANDI001,Maize,55.21,,1.0,,,,,,,Hyderabad Mandi,Ludhiana,Punjab,,,
2026-01-13,MANDI001,Wheat,85.15,105.0,1.0,0.81,,,,,,Hyderabad Mandi,Ludhiana,Punjab,,,
2026-01-13,MANDI002,Sugarcane,36.56,133.0,1.0,0.27,,,,,,Solapur Mandi,Ludhiana,Punjab,,,
2026-01-13,MANDI002,Wheat,430.01,,1.0,,1993.0,2163.96,2078.67,2275.0,1.0,Solapur Mandi,Ludhiana,Punjab,-196.33,-8.63,1.0
2026-01-13,MANDI003,Mustard,32.79,66.0,1.0,0.5,,,,,,Vijayawada Mandi,Ludhiana,Punjab,,,
2026-01-13,MANDI003,Rice,0.0,,1.0,,,,,,,Vijayawada Mandi,Ludhiana,Punjab,,,
2026-01-13,MANDI004,Maize,0.0,18.0,1.0,0.0,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
2026-01-13,MANDI004,Rice,526.68,221.0,2.0,2.38,,,,,,Khandwa Grain Market,Ludhiana,Punjab,,,
