record_id,date,mandi_id,district,crop_name,min_price,max_price,modal_price,msp,mandi_name,state,price_gap,price_gap_percent,below_msp,severity,severity_note
PR003216,2026-02-01,MANDI004,Ludhiana,Cotton,6753.0,7698.98,7226.0,6620.0,Khandwa Grain Market,Punjab,606.0,9.15,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011688,2026-02-01,MANDI007,Amritsar,Maize,1847.06,2176.0,2011.5208982053,2090.0,Nashik Mandi,Punjab,-78.48,-3.75,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006832,2026-02-01,MANDI008,Amritsar,Rice,2240.32,,2356.29,2183.0,Bijapur Market,Punjab,173.29,7.94,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001302,2026-02-01,MANDI008,Amritsar,Sugarcane,2995.0,3587.0,3290.76,3500.0,Bijapur Market,Punjab,-209.24,-5.98,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009735,2026-02-01,MANDI008,Amritsar,Wheat,2037.423704103,2539.0,2288.41,2275.0,Bijapur Market,Punjab,13.41,0.59,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011402,2026-02-01,MANDI009,Jalandhar,Cotton,6495.36,6966.16,6730.76,6620.0,Jamshedpur APMC,Punjab,110.76,1.67,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006811,2026-02-01,MANDI009,Jalandhar,Maize,1943.0,2310.0,2127.0,,Jamshedpur APMC,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010151,2026-02-01,MANDI009,Jalandhar,Rice,1904.14,2083.09,1994.0,2183.0,Jamshedpur APMC,Punjab,-189.0,-8.66,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000140,2026-02-01,MANDI013,Patiala,Cotton,6251.0,6933.71,6592.0,6620.0,Aurangabad Market,Punjab,-28.0,-0.42,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007366,2026-02-01,MANDI013,Patiala,Sugarcane,3009.56,3710.0,3359.8086043078,3500.0,Aurangabad Market,Punjab,-140.19,-4.01,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005945,2026-02-01,MANDI015,Bathinda,Maize,1866.0,2171.74,2018.87,2090.0,Amravati Grain Market,Punjab,-71.13,-3.4,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000893,2026-02-01,MANDI016,Bathinda,Cotton,6393.08,7086.68,6739.8816316788,6620.0,Kulti APMC,Punjab,119.88,1.81,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007649,2026-02-01,MANDI017,Unknown,Cotton,6394.0,7089.47,6741.95,,Parbhani Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008169,2026-02-01,MANDI017,Unknown,Maize,2034.1,2538.18,2286.14,2090.0,Parbhani Market,Punjab,196.14,9.38,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000710,2026-02-01,MANDI017,Unknown,Maize,1932.0,2221.0,2076.37,,Parbhani Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011961,2026-02-01,MANDI018,Moga,Maize,2001.0,2215.38,2107.94,2090.0,Jaunpur Mandi,Punjab,17.94,0.86,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005768,2026-02-01,MANDI019,Moga,Mustard,5002.22,,5315.88,5650.0,Karimnagar Grain Market,Punjab,-334.12,-5.91,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010769,2026-02-01,MANDI021,Ferozepur,Sugarcane,3299.0,3858.58,3579.0,3500.0,Guna Mandi,Punjab,79.0,2.26,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007951,2026-02-01,MANDI024,Karnal,Maize,2174.42,2348.9471523052,2262.0,,Jaipur Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000061,2026-02-01,MANDI025,Karnal,Cotton,6408.4,6936.62,6672.51,6620.0,Dindigul APMC,Haryana,52.51,0.79,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001257,2026-02-01,MANDI025,Karnal,Cotton,,6758.5473557929,6448.32,6620.0,Dindigul APMC,Haryana,-171.68,-2.59,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005101,2026-02-01,MANDI025,Karnal,Mustard,5695.0,7109.75,6402.6,,Dindigul APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003990,2026-02-01,MANDI029,Sirsa,Wheat,2084.41,2289.19,2186.8,2275.0,Asansol Grain Market,Haryana,-88.2,-3.88,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006509,2026-02-01,MANDI030,Sirsa,Cotton,6588.46,7894.41,7241.0,,Patiala APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007868,2026-02-01,MANDI031,Sirsa,Mustard,5768.8111446183,6809.4377810968,6289.0,5650.0,Nangloi Jat Mandi,Haryana,639.0,11.31,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010365,2026-02-01,MANDI033,Ambala,Maize,,2308.86,2162.95,2090.0,South Dumdum Grain Market,Haryana,72.95,3.49,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006749,2026-02-01,MANDI034,Ambala,Maize,1804.0,1903.0,1853.31,2090.0,Ludhiana Grain Market,Haryana,-236.69,-11.32,1.0,SEVERE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006646,2026-02-01,MANDI036,Kurukshetra,Cotton,,7163.0,6689.31,6620.0,Mysore Grain Market,Haryana,69.31,1.05,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000303,2026-02-01,MANDI037,Kurukshetra,Cotton,5843.0,7193.6,6518.27,6620.0,Jorhat Grain Market,Haryana,-101.73,-1.54,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006332,2026-02-01,MANDI037,Kurukshetra,Cotton,5935.0,6571.35,6253.28,6620.0,Jorhat Grain Market,Haryana,-366.72,-5.54,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007482,2026-02-01,MANDI037,Kurukshetra,Maize,2171.14,2329.07,2250.0,2090.0,Jorhat Grain Market,Haryana,160.0,7.66,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001076,2026-02-01,MANDI037,Kurukshetra,Wheat,,2654.0,2512.8486456313,2275.0,Jorhat Grain Market,Haryana,237.85,10.45,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004758,2026-02-01,MANDI039,Unknown,Maize,2091.22,2470.0,2280.3805277136,2090.0,Anand Grain Market,Haryana,190.38,9.11,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007663,2026-02-01,MANDI039,Unknown,Wheat,2205.2,2582.91,2394.05,2275.0,Anand Grain Market,Haryana,119.05,5.23,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006605,2026-02-01,MANDI039,Unknown,Wheat,2128.0,2362.33,2244.93,2275.0,Anand Grain Market,Haryana,-30.07,-1.32,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011147,2026-02-01,MANDI040,Fatehabad,Sugarcane,3148.9,3575.0,3361.83,3500.0,Jodhpur Market,Haryana,-138.17,-3.95,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011778,2026-02-01,MANDI041,Fatehabad,Maize,1904.53,2338.13,2121.0,,Gurgaon Grain Market,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010106,2026-02-01,MANDI042,Fatehabad,Cotton,6136.0,6538.69,6337.33,,Erode Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000616,2026-02-01,MANDI043,Agra,Cotton,6145.0,7597.36,6871.0,,Danapur Mandi,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010703,2026-02-01,MANDI043,Agra,Mustard,5562.0,6645.0,6103.33,5650.0,Danapur Mandi,Uttar Pradesh,453.33,8.02,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004056,2026-02-01,MANDI043,Agra,Sugarcane,3048.97,3637.11,3343.04,3500.0,Danapur Mandi,Uttar Pradesh,-156.96,-4.48,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002020,2026-02-01,MANDI044,Agra,Sugarcane,3389.0,3562.64,3476.0,,Dehri Mandi,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000778,2026-02-01,MANDI046,Unknown,Mustard,5088.77,,5444.94,5650.0,Baranagar Market,Uttar Pradesh,-205.06,-3.63,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011648,2026-02-01,MANDI049,Muzaffarnagar,Cotton,,7363.6886593936,6809.42,6620.0,Machilipatnam Mandi,Uttar Pradesh,189.42,2.86,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007153,2026-02-01,MANDI049,Muzaffarnagar,Rice,1968.0,2159.93,2064.09,2183.0,Machilipatnam Mandi,Uttar Pradesh,-118.91,-5.45,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010953,2026-02-01,MANDI051,Saharanpur,Sugarcane,3660.0,4300.3367749476,3980.06,3500.0,Gulbarga Market,Uttar Pradesh,480.06,13.72,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002516,2026-02-01,MANDI054,Saharanpur,Sugarcane,3475.7,3824.2699953142,3649.98,3500.0,Nangloi Jat Grain Market,Uttar Pradesh,149.98,4.29,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011894,2026-02-01,MANDI057,Bareilly,Mustard,5269.3,6187.0,5727.96,5650.0,Gorakhpur APMC,Uttar Pradesh,77.96,1.38,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001932,2026-02-01,MANDI057,Bareilly,Sugarcane,3583.58,4273.3,3928.44,3500.0,Gorakhpur APMC,Uttar Pradesh,428.44,12.24,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007552,2026-02-01,,Ludhiana,Cotton,6324.43,7351.7129276239,6838.0,6620.0,,,218.0,3.29,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008286,2026-02-01,,Patiala,Maize,2091.73,2299.61,,2090.0,,,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004860,2026-02-01,,Ambala,Rice,2070.0,2471.0,2271.0,2183.0,,,88.0,4.03,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002310,2026-02-02,MANDI002,Ludhiana,Wheat,2200.59,2496.93,2348.7601172887,,Solapur Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011831,2026-02-02,MANDI002,Ludhiana,Wheat,2281.47,2558.3270783551,2420.0,2275.0,Solapur Mandi,Punjab,145.0,6.37,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001332,2026-02-02,MANDI002,Ludhiana,Wheat,2173.1799201632,2496.19,2334.68,2275.0,Solapur Mandi,Punjab,59.68,2.62,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009989,2026-02-02,MANDI002,Ludhiana,Wheat,2363.23,2588.0,2475.79,2275.0,Solapur Mandi,Punjab,200.79,8.83,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009582,2026-02-02,MANDI003,Ludhiana,Maize,1913.0,2145.85,2029.2,2090.0,Vijayawada Mandi,Punjab,-60.8,-2.91,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000575,2026-02-02,MANDI003,Ludhiana,Mustard,4881.0,5734.0,5307.63,5650.0,Vijayawada Mandi,Punjab,-342.37,-6.06,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003195,2026-02-02,MANDI005,Amritsar,Maize,2035.76,,2157.0,,Bhilwara Grain Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007023,2026-02-02,MANDI005,Amritsar,Rice,2096.7568714134,,2151.71,,Bhilwara Grain Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010126,2026-02-02,MANDI006,Amritsar,Sugarcane,3136.0,3434.0,3285.14,3500.0,Kochi Mandi,Punjab,-214.86,-6.14,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005513,2026-02-02,MANDI007,Amritsar,Mustard,5589.0,6090.0,5839.09,5650.0,Nashik Mandi,Punjab,189.09,3.35,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006069,2026-02-02,MANDI009,Jalandhar,Sugarcane,3114.17,,3381.2054336658,3500.0,Jamshedpur APMC,Punjab,-118.79,-3.39,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011931,2026-02-02,MANDI009,Jalandhar,Sugarcane,,3954.0,3688.06,,Jamshedpur APMC,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000827,2026-02-02,MANDI010,Jalandhar,Cotton,6760.0,7253.0,7006.0,6620.0,Dhule APMC,Punjab,386.0,5.83,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001724,2026-02-02,MANDI011,Patiala,Mustard,5682.0,6770.25,,5650.0,Arrah Mandi,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010145,2026-02-02,MANDI013,Patiala,Wheat,2069.22,2309.0,2188.9685772991,2275.0,Aurangabad Market,Punjab,-86.03,-3.78,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009055,2026-02-02,MANDI015,Bathinda,Maize,2048.62,2495.69,2272.1594641579,,Amravati Grain Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR004307,2026-02-02,MANDI015,Bathinda,Wheat,2175.13,2440.22,2307.67,2275.0,Amravati Grain Market,Punjab,32.67,1.44,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010556,2026-02-02,MANDI016,Bathinda,Mustard,5689.63,6554.2228249617,6122.0,5650.0,Kulti APMC,Punjab,472.0,8.35,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011271,2026-02-02,MANDI017,Unknown,Maize,,2030.42,1951.57,,Parbhani Market,Punjab,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011673,2026-02-02,MANDI019,Moga,Rice,1859.9,2061.97,1961.0,2183.0,Karimnagar Grain Market,Punjab,-222.0,-10.17,1.0,SEVERE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006788,2026-02-02,MANDI020,Ferozepur,Sugarcane,3588.82,4137.01,3863.0,3500.0,Kadapa Mandi,Punjab,363.0,10.37,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009596,2026-02-02,MANDI022,Karnal,Wheat,2197.66,2640.0,2419.0,2275.0,Eluru APMC,Haryana,144.0,6.33,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010232,2026-02-02,MANDI023,Karnal,Rice,2065.89,2180.52,2123.21,2183.0,Panihati APMC,Haryana,-59.79,-2.74,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005341,2026-02-02,MANDI024,Karnal,Cotton,6225.0,7652.0,6938.61,,Jaipur Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002253,2026-02-02,MANDI025,Karnal,Rice,1917.84,2342.68,2130.26,2183.0,Dindigul APMC,Haryana,-52.74,-2.42,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007021,2026-02-02,MANDI025,Karnal,Sugarcane,3326.0,4134.3839641604,3730.41,3500.0,Dindigul APMC,Haryana,230.41,6.58,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001297,2026-02-02,MANDI025,Karnal,Wheat,1956.67,2411.5197975418,2184.0,2275.0,Dindigul APMC,Haryana,-91.0,-4.0,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006745,2026-02-02,MANDI026,Hisar,Wheat,2180.15,2476.72,2328.43,2275.0,Tadipatri Mandi,Haryana,53.43,2.35,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003714,2026-02-02,MANDI027,Hisar,Cotton,6525.0,8053.04,7288.92,,Kochi APMC,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008856,2026-02-02,MANDI027,Hisar,Rice,2238.93,2658.1,2448.52,2183.0,Kochi APMC,Haryana,265.52,12.16,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010041,2026-02-02,MANDI028,Hisar,Maize,1807.94,1920.71,1864.32,2090.0,Machilipatnam APMC,Haryana,-225.68,-10.8,1.0,SEVERE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR002119,2026-02-02,MANDI028,Hisar,Wheat,2095.35,2435.0,2264.95,2275.0,Machilipatnam APMC,Haryana,-10.05,-0.44,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003218,2026-02-02,MANDI029,Sirsa,Cotton,6669.64,8265.61,7467.6263111857,6620.0,Asansol Grain Market,Haryana,847.63,12.8,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011813,2026-02-02,MANDI029,Sirsa,Maize,1816.1744767167,2002.0,1909.0,2090.0,Asansol Grain Market,Haryana,-181.0,-8.66,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010681,2026-02-02,MANDI030,Sirsa,Cotton,5721.0373338358,7012.52,6366.78,6620.0,Patiala APMC,Haryana,-253.22,-3.83,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011006,2026-02-02,MANDI030,Sirsa,Maize,1884.0,2140.0,2012.05,2090.0,Patiala APMC,Haryana,-77.95,-3.73,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007531,2026-02-02,MANDI030,Sirsa,Wheat,2355.73,2600.0,2477.8,2275.0,Patiala APMC,Haryana,202.8,8.91,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR008368,2026-02-02,MANDI032,Unknown,Maize,2069.8010926279,2373.58,2222.0,2090.0,Chapra Grain Market,Haryana,132.0,6.32,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005423,2026-02-02,MANDI032,Unknown,Rice,2022.22,2130.07,2076.0,2183.0,Chapra Grain Market,Haryana,-107.0,-4.9,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011317,2026-02-02,MANDI034,Ambala,Mustard,5047.41,5613.0412710864,5330.0,5650.0,Ludhiana Grain Market,Haryana,-320.0,-5.66,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003567,2026-02-02,MANDI037,Kurukshetra,Maize,2100.0,2602.0,2351.11,2090.0,Jorhat Grain Market,Haryana,261.11,12.49,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011717,2026-02-02,MANDI038,Kurukshetra,Cotton,6624.0,8159.5,7391.64,,Jalandhar Mandi,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009331,2026-02-02,MANDI038,Kurukshetra,Maize,2159.0,2337.59,2248.08,2090.0,Jalandhar Mandi,Haryana,158.08,7.56,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007751,2026-02-02,MANDI039,Unknown,Maize,2093.6020137961,2234.0,2163.64,2090.0,Anand Grain Market,Haryana,73.64,3.52,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007995,2026-02-02,MANDI039,Unknown,Sugarcane,3340.0,3549.27,3444.63,,Anand Grain Market,Haryana,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR011390,2026-02-02,MANDI039,Unknown,Sugarcane,3385.15,4054.77,3719.96,3500.0,Anand Grain Market,Haryana,219.96,6.28,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR005858,2026-02-02,MANDI042,Fatehabad,Mustard,5226.55,,5452.03,5650.0,Erode Mandi,Haryana,-197.97,-3.5,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000505,2026-02-02,MANDI045,Meerut,Wheat,2039.0,2501.55,2270.34,,Farrukhabad Mandi,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007122,2026-02-02,MANDI046,Unknown,Maize,2092.97,2244.0,2168.59,2090.0,Baranagar Market,Uttar Pradesh,78.59,3.76,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003804,2026-02-02,MANDI048,Muzaffarnagar,Sugarcane,3489.0,3821.0,3655.2,3500.0,Chittoor Mandi,Uttar Pradesh,155.2,4.43,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000448,2026-02-02,MANDI049,Muzaffarnagar,Cotton,5889.72,6815.0,6352.0,6620.0,Machilipatnam Mandi,Uttar Pradesh,-268.0,-4.05,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010226,2026-02-02,MANDI050,Muzaffarnagar,Maize,1849.69,1949.45,1899.57,2090.0,Durg Market,Uttar Pradesh,-190.43,-9.11,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000190,2026-02-02,MANDI050,Muzaffarnagar,Rice,2013.92,2128.0,2070.8,2183.0,Durg Market,Uttar Pradesh,-112.2,-5.14,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009460,2026-02-02,MANDI050,Muzaffarnagar,Sugarcane,2982.0,3303.84,3142.86,3500.0,Durg Market,Uttar Pradesh,-357.14,-10.2,1.0,SEVERE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009434,2026-02-02,MANDI051,Saharanpur,Cotton,6485.0,7908.0,7196.6423294026,6620.0,Gulbarga Market,Uttar Pradesh,576.64,8.71,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009944,2026-02-02,MANDI051,Saharanpur,Sugarcane,3039.0,3781.1566393269,3410.0,3500.0,Gulbarga Market,Uttar Pradesh,-90.0,-2.57,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR001072,2026-02-02,MANDI053,Saharanpur,Rice,1859.44,2294.0,2076.6725777133,,Panihati Market,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003114,2026-02-02,MANDI055,Bareilly,Cotton,6367.0,7690.0,,6620.0,Chandigarh APMC,Uttar Pradesh,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR009941,2026-02-02,MANDI057,Bareilly,Mustard,5250.0,6424.0,5836.89,5650.0,Gorakhpur APMC,Uttar Pradesh,186.89,3.31,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR003142,2026-02-02,MANDI057,Bareilly,Mustard,5272.0,6237.8705731065,5755.0,5650.0,Gorakhpur APMC,Uttar Pradesh,105.0,1.86,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR007279,2026-02-02,,Fatehabad,Cotton,6048.12,6486.0,6267.0,6620.0,,,-353.0,-5.33,1.0,MODERATE_CRASH,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR010585,2026-02-02,,,Rice,2025.81,2469.0,2247.42,2183.0,,,64.42,2.95,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR000812,2026-02-02,,,Rice,2101.31,2524.39,2313.0,2183.0,,,130.0,5.96,0.0,ABOVE_OR_EQUAL_MSP,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
PR006478,2026-02-02,,Amritsar,Rice,1885.8,2155.78,2020.79,,,,,,,UNKNOWN,Illustrative analytical classification only; the -10% threshold is not an official policy or market threshold.
