date,district,rainfall_mm,temperature_celsius,humidity_percent,arrival_quantity_qtl,arrival_records
2026-02-27,Unknown,27.11,22.16,63.0,2856.48,12
2026-02-28,Agra,12.2,33.43,31.0,1088.88,5
2026-02-28,Ambala,26.1,21.28,67.75,1268.5,6
2026-02-28,Amritsar,26.59,26.66,67.38,3163.02,8
2026-02-28,Bareilly,28.05,26.78,55.25,427.33,2
2026-02-28,Bathinda,44.2,27.25,68.5,315.98,1
2026-02-28,Fatehabad,19.7,17.5,57.0,1412.96,5
2026-02-28,Ferozepur,32.84,25.5,73.0,1188.66,5
2026-02-28,Hisar,32.2,25.54,48.0,1259.18,6
2026-02-28,Jalandhar,22.11,25.26,53.0,668.86,3
2026-02-28,Kurukshetra,24.22,22.0,52.75,1291.43,3
2026-02-28,Ludhiana,24.38,29.46,46.25,1110.31,5
2026-02-28,Meerut,20.1,29.28,71.0,213.99,1
2026-02-28,Muzaffarnagar,8.38,39.7,40.0,2004.59,9
2026-02-28,Patiala,7.76,23.68,77.67,1673.88,9
2026-02-28,Saharanpur,30.01,25.67,77.0,1770.95,7
2026-02-28,Sirsa,16.9,27.27,40.33,3006.46,9
2026-02-28,Unknown,24.14,25.53,57.0,1834.56,10
2026-03-01,Agra,29.98,26.9,46.0,1182.25,4
2026-03-01,Ambala,40.14,23.2,85.5,1680.31,5
2026-03-01,Amritsar,28.6,22.1,54.8,1751.08,6
2026-03-01,Bareilly,24.34,29.16,72.22,712.43,5
2026-03-01,Bathinda,30.76,28.14,80.5,615.78,2
2026-03-01,Fatehabad,20.82,29.77,54.57,1122.62,5
2026-03-01,Ferozepur,11.34,25.42,52.4,456.95,2
2026-03-01,Hisar,30.7,29.28,56.0,583.17,3
2026-03-01,Jalandhar,12.31,31.46,47.8,966.4,4
2026-03-01,Kurukshetra,7.45,28.9,72.5,1077.74,6
2026-03-01,Ludhiana,10.5,30.75,56.0,2315.66,10
2026-03-01,Meerut,29.37,21.17,61.0,104.36,1
2026-03-01,Moga,5.59,30.3,77.0,583.64,3
2026-03-01,Muzaffarnagar,30.75,31.69,47.5,833.54,5
2026-03-01,Patiala,37.51,27.37,63.0,1295.53,6
2026-03-01,Saharanpur,46.4,25.5,44.0,1807.41,6
2026-03-01,Sirsa,26.77,26.23,65.0,1657.35,6
2026-03-01,Unknown,22.61,23.65,33.0,563.38,3
2026-03-02,Agra,25.07,27.1,61.0,444.85,1
2026-03-02,Ambala,23.3,27.42,59.4,1867.19,7
2026-03-02,Amritsar,31.3,28.75,50.5,2424.23,9
2026-03-02,Bareilly,33.81,33.26,77.2,888.06,4
2026-03-02,Bathinda,26.16,21.97,78.33,683.28,3
2026-03-02,Fatehabad,1.6,18.75,72.5,2988.86,9
2026-03-02,Ferozepur,35.0,35.7,76.0,986.59,6
2026-03-02,Hisar,24.63,34.7,52.33,1115.08,6
2026-03-02,Jalandhar,41.09,30.25,68.75,402.16,2
2026-03-02,Karnal,17.69,29.35,46.75,1568.23,6
2026-03-02,Kurukshetra,28.15,23.55,78.0,244.66,2
2026-03-02,Ludhiana,28.22,25.72,55.6,1595.78,6
2026-03-02,Moga,19.87,27.53,69.43,1050.03,5
2026-03-02,Muzaffarnagar,10.31,24.11,66.5,1757.7,8
2026-03-02,Patiala,24.19,24.05,73.5,2658.33,10
2026-03-02,Saharanpur,26.99,29.9,39.5,2098.39,8
2026-03-02,Sirsa,,38.0,88.0,1188.09,4
2026-03-02,Unknown,30.99,29.6,37.0,1102.94,7
2026-03-03,Agra,20.1,27.0,52.0,770.88,4
2026-03-03,Ambala,37.65,28.83,56.0,499.32,3
2026-03-03,Amritsar,25.05,29.85,69.5,1813.59,9
2026-03-03,Bareilly,12.13,33.47,69.0,1367.57,5
2026-03-03,Bathinda,23.98,25.2,83.0,800.62,4
2026-03-03,Fatehabad,28.6,29.1,53.2,1190.23,4
2026-03-03,Hisar,15.84,28.55,51.5,1757.97,7
2026-03-03,Jalandhar,45.9,25.2,58.0,969.17,3
2026-03-03,Karnal,21.79,19.8,62.0,414.19,4
2026-03-03,Kurukshetra,12.9,27.57,44.5,1753.34,6
2026-03-03,Ludhiana,17.02,23.29,35.0,2078.2,10
2026-03-03,Moga,45.97,36.4,46.0,366.75,2
2026-03-03,Muzaffarnagar,21.2,35.7,82.0,2930.55,11
2026-03-03,Saharanpur,11.4,24.39,,1909.96,8
2026-03-03,Sirsa,27.4,32.07,60.75,1821.45,8
2026-03-03,Unknown,32.34,24.0,49.5,3848.0,14
2026-03-04,Agra,24.4,24.6,51.67,1276.92,5
2026-03-04,Ambala,,22.03,79.33,783.57,4
2026-03-04,Amritsar,14.56,25.76,75.0,170.76,1
2026-03-04,Bareilly,11.6,21.11,58.0,1973.53,7
2026-03-04,Bathinda,21.08,30.41,55.67,877.3,4
2026-03-04,Fatehabad,3.2,27.63,57.33,1132.72,4
2026-03-04,Ferozepur,49.4,29.78,47.0,936.27,3
2026-03-04,Hisar,38.25,24.43,41.5,1119.48,6
2026-03-04,Jalandhar,25.9,15.3,59.0,25.57,2
2026-03-04,Karnal,9.17,22.24,69.0,1682.46,6
2026-03-04,Kurukshetra,33.63,23.83,58.0,1095.32,7
2026-03-04,Ludhiana,24.16,35.52,69.75,2128.91,9
2026-03-04,Meerut,34.64,21.7,57.0,0.0,1
2026-03-04,Moga,36.33,24.78,42.25,1277.08,3
2026-03-04,Muzaffarnagar,19.55,26.1,42.5,280.11,3
2026-03-04,Saharanpur,26.2,37.78,68.0,2507.26,9
2026-03-04,Sirsa,17.27,21.13,43.67,1831.55,8
2026-03-04,Unknown,18.46,23.96,66.2,1705.13,7
2026-03-05,Ambala,29.99,24.01,71.0,858.13,3
2026-03-05,Amritsar,30.99,23.25,68.0,781.46,3
2026-03-05,Bathinda,37.38,28.87,71.67,520.52,3
2026-03-05,Fatehabad,38.89,28.63,60.0,1718.99,8
2026-03-05,Ferozepur,35.55,22.25,47.5,779.42,3
2026-03-05,Hisar,34.8,22.5,78.0,1634.91,6
2026-03-05,Jalandhar,31.5,27.02,55.5,1010.07,4
2026-03-05,Karnal,28.04,27.88,62.17,1053.26,5
2026-03-05,Kurukshetra,26.15,30.8,86.0,490.44,2
2026-03-05,Ludhiana,12.48,25.6,84.0,1700.57,7
2026-03-05,Moga,20.89,31.1,66.4,991.82,4
2026-03-05,Muzaffarnagar,11.96,31.22,51.5,1242.83,6
2026-03-05,Patiala,22.6,32.73,81.0,2101.8,7
2026-03-05,Sirsa,13.34,30.45,58.5,1186.62,5
2026-03-05,Unknown,10.17,33.11,68.25,1463.37,5
2026-03-06,Agra,25.85,25.05,61.5,210.51,1
2026-03-06,Ambala,17.9,21.79,50.0,1265.37,4
2026-03-06,Bareilly,10.92,38.5,82.0,1899.49,6
2026-03-06,Bathinda,9.3,30.24,75.0,491.01,3
2026-03-06,Fatehabad,45.21,20.56,47.0,1410.2,6
2026-03-06,Ferozepur,,39.2,37.0,1366.24,6
2026-03-06,Hisar,37.15,28.38,63.4,1219.28,5
2026-03-06,Jalandhar,16.88,26.87,56.0,1082.92,6
2026-03-06,Karnal,19.89,29.7,31.67,3246.92,13
2026-03-06,Kurukshetra,13.37,30.22,54.5,1057.87,5
2026-03-06,Ludhiana,19.07,30.34,70.0,3463.43,13
2026-03-06,Moga,21.21,27.02,74.67,305.3,1
2026-03-06,Muzaffarnagar,40.85,28.1,75.5,2343.25,9
2026-03-06,Patiala,37.25,23.1,53.0,836.35,4
2026-03-06,Saharanpur,31.24,18.9,94.0,1011.58,5
2026-03-06,Unknown,17.0,31.7,47.5,2576.66,10
2026-03-07,Agra,48.01,36.39,45.0,922.83,4
2026-03-07,Ambala,21.15,30.01,63.4,995.45,4
2026-03-07,Amritsar,23.63,24.36,65.6,2374.94,9
2026-03-07,Bareilly,26.72,24.52,47.25,912.85,4
2026-03-07,Bathinda,28.1,26.2,62.0,484.67,1
2026-03-07,Ferozepur,24.78,28.34,55.6,1060.05,4
2026-03-07,Hisar,31.2,26.15,47.0,1631.38,9
2026-03-07,Jalandhar,36.8,37.7,89.67,584.38,2
2026-03-07,Karnal,46.3,29.11,57.0,2108.18,7
2026-03-07,Kurukshetra,20.01,30.82,77.0,744.68,3
2026-03-07,Ludhiana,7.36,32.56,44.0,935.77,5
2026-03-07,Moga,26.2,22.34,69.0,846.14,3
2026-03-07,Muzaffarnagar,10.05,28.7,45.4,1048.97,5
2026-03-07,Patiala,39.25,35.7,70.5,325.57,4
2026-03-07,Saharanpur,27.81,32.05,78.0,1919.11,7
2026-03-07,Sirsa,21.2,22.55,61.0,1434.09,4
2026-03-07,Unknown,17.0,24.81,58.5,1204.86,6
2026-03-08,Agra,32.27,24.6,58.33,1644.44,5
2026-03-08,Ambala,25.15,26.05,69.0,751.05,2
2026-03-08,Amritsar,21.5,23.0,44.0,1348.24,6
2026-03-08,Bareilly,34.16,33.53,65.33,1717.42,8
2026-03-08,Bathinda,17.35,25.65,60.83,1194.99,4
2026-03-08,Fatehabad,34.29,25.1,47.0,1490.91,8
2026-03-08,Ferozepur,7.4,19.95,90.5,459.9,3
2026-03-08,Hisar,28.5,34.2,42.0,1678.99,6
2026-03-08,Jalandhar,25.63,23.3,64.67,735.64,2
2026-03-08,Karnal,14.13,21.92,66.67,1308.69,5
2026-03-08,Kurukshetra,34.91,26.07,74.0,1246.55,7
2026-03-08,Ludhiana,25.78,22.18,58.0,1205.93,6
2026-03-08,Meerut,30.48,28.16,69.5,194.44,1
2026-03-08,Moga,15.1,28.91,56.67,1116.3,5
2026-03-08,Muzaffarnagar,16.87,24.37,58.0,626.27,3
2026-03-08,Patiala,26.45,28.0,64.67,2648.68,11
2026-03-08,Saharanpur,47.4,26.22,77.0,1174.85,6
2026-03-08,Sirsa,19.6,30.75,39.0,1651.66,5
2026-03-08,Unknown,24.31,31.29,74.0,940.65,5
2026-03-09,Ambala,4.9,28.75,40.5,1813.48,7
2026-03-09,Amritsar,29.32,20.64,82.5,1189.57,4
2026-03-09,Bareilly,26.63,28.14,63.33,967.38,6
2026-03-09,Bathinda,26.1,30.39,57.67,629.62,4
2026-03-09,Fatehabad,37.75,27.34,63.33,1246.29,6
2026-03-09,Hisar,41.84,32.96,61.25,1570.47,6
2026-03-09,Jalandhar,17.04,22.1,56.0,390.94,3
2026-03-09,Karnal,7.0,30.26,52.5,1105.55,3
2026-03-09,Kurukshetra,25.03,31.38,45.0,1963.92,6
2026-03-09,Ludhiana,9.85,34.71,69.0,2783.67,11
2026-03-09,Meerut,38.29,35.23,48.33,744.66,2
2026-03-09,Moga,49.1,26.39,63.0,615.6,3
2026-03-09,Muzaffarnagar,,30.7,63.0,2288.62,7
2026-03-09,Patiala,8.1,34.8,81.0,1808.1,10
2026-03-09,Saharanpur,23.1,27.9,34.0,1111.37,5
2026-03-09,Sirsa,20.75,22.36,73.5,2273.49,8
2026-03-09,Unknown,26.0,28.46,39.0,1944.15,8
2026-03-10,Agra,31.1,29.6,55.75,1223.46,4
2026-03-10,Ambala,21.22,30.77,82.0,1602.96,6
2026-03-10,Amritsar,21.17,23.57,68.0,1222.23,7
2026-03-10,Bareilly,38.1,31.78,,1831.13,5
2026-03-10,Bathinda,9.5,21.5,61.0,192.17,1
2026-03-10,Ferozepur,20.3,24.2,57.25,1119.56,4
2026-03-10,Hisar,21.0,26.56,67.33,2082.96,6
2026-03-10,Jalandhar,20.3,24.1,73.0,997.91,5
2026-03-10,Karnal,20.54,28.7,62.0,727.1,3
2026-03-10,Kurukshetra,25.69,29.0,77.4,1076.6,3
2026-03-10,Ludhiana,22.1,34.26,39.67,880.52,4
2026-03-10,Meerut,20.75,29.54,64.0,755.71,2
2026-03-10,Moga,34.97,20.92,56.0,1211.97,4
2026-03-10,Saharanpur,29.22,34.54,67.67,780.18,3
2026-03-10,Sirsa,29.35,32.35,,2031.16,8
2026-03-10,Unknown,31.75,24.22,53.0,1378.73,6
2026-03-11,Agra,18.01,28.32,77.0,109.69,1
2026-03-11,Ambala,34.29,24.36,51.0,1394.2,4
2026-03-11,Amritsar,30.2,29.33,68.25,1408.3,5
2026-03-11,Bareilly,24.27,37.4,67.0,458.82,3
2026-03-11,Bathinda,8.2,26.73,49.67,358.08,3
2026-03-11,Fatehabad,19.69,34.4,48.5,722.63,2
2026-03-11,Ferozepur,34.0,26.1,79.6,409.23,1
2026-03-11,Hisar,29.75,24.63,50.67,641.77,2
2026-03-11,Jalandhar,37.45,33.65,56.5,1022.82,4
2026-03-11,Karnal,40.98,29.3,58.33,1786.59,6
2026-03-11,Kurukshetra,19.68,31.07,62.5,816.4,2
2026-03-11,Ludhiana,21.67,23.5,49.33,1003.82,4
2026-03-11,Meerut,13.31,29.65,60.0,251.17,1
2026-03-11,Moga,21.16,26.03,69.4,501.19,2
2026-03-11,Muzaffarnagar,30.64,28.0,62.8,3696.82,14
2026-03-11,Saharanpur,26.69,22.6,59.0,1297.84,8
2026-03-11,Sirsa,,35.72,75.0,2033.77,8
2026-03-11,Unknown,16.44,29.33,69.14,1386.68,5
2026-03-12,Agra,34.8,39.4,,641.42,3
2026-03-12,Ambala,32.01,22.28,48.0,156.14,1
2026-03-12,Amritsar,26.92,24.09,70.5,2047.06,9
2026-03-12,Bareilly,13.47,27.83,57.0,1352.72,6
2026-03-12,Bathinda,25.79,28.8,46.17,635.42,3
2026-03-12,Fatehabad,22.73,31.57,47.5,2629.14,8
2026-03-12,Ferozepur,11.7,26.66,60.33,320.94,2
2026-03-12,Hisar,21.82,27.94,58.25,1039.03,5
2026-03-12,Jalandhar,32.13,19.04,61.0,907.33,3
2026-03-12,Karnal,37.4,24.5,58.0,2615.99,10
2026-03-12,Kurukshetra,24.62,24.31,73.75,947.8,4
2026-03-12,Ludhiana,45.3,18.1,57.0,1163.0,5
2026-03-12,Meerut,29.23,26.43,70.33,643.98,2
2026-03-12,Moga,26.94,29.05,63.0,458.13,3
2026-03-12,Muzaffarnagar,,28.2,39.0,1809.62,7
2026-03-12,Patiala,37.57,27.47,61.71,1571.42,6
2026-03-12,Saharanpur,5.1,37.6,65.0,1537.39,6
2026-03-12,Sirsa,45.01,35.64,74.5,256.88,1
2026-03-12,Unknown,21.85,25.74,57.0,2640.42,9
2026-03-13,Agra,27.2,28.08,67.0,395.26,2
2026-03-13,Ambala,24.32,29.14,74.33,796.8,4
2026-03-13,Amritsar,15.0,30.37,47.67,2840.96,13
2026-03-13,Bareilly,19.41,26.1,68.14,1816.63,8
2026-03-13,Bathinda,33.27,23.24,53.67,1616.87,5
2026-03-13,Fatehabad,4.2,29.56,51.0,592.15,3
2026-03-13,Ferozepur,48.2,34.2,52.5,1439.62,4
2026-03-13,Hisar,20.34,30.57,61.0,1278.64,4
2026-03-13,Jalandhar,32.52,26.62,73.8,647.5,4
2026-03-13,Karnal,5.16,34.56,64.33,994.13,3
2026-03-13,Moga,27.57,28.74,51.12,1036.3,5
2026-03-13,Patiala,30.48,38.8,42.0,1007.49,5
2026-03-13,Saharanpur,,28.28,82.0,1483.42,5
2026-03-13,Sirsa,30.5,19.8,30.0,1486.9,7
2026-03-13,Unknown,27.4,28.2,67.0,3048.32,9
2026-03-14,Agra,36.95,26.55,88.0,492.85,5
2026-03-14,Ambala,5.1,26.28,94.0,809.63,3
2026-03-14,Amritsar,40.8,35.72,41.0,1719.6,8
2026-03-14,Bareilly,23.8,35.0,43.0,615.21,4
2026-03-14,Bathinda,23.32,25.4,47.0,140.66,1
2026-03-14,Fatehabad,37.2,23.5,79.0,1846.06,6
2026-03-14,Ferozepur,32.75,29.83,67.0,1438.26,7
2026-03-14,Hisar,42.88,24.94,63.0,1039.36,5
2026-03-14,Jalandhar,20.65,30.53,74.33,1269.64,5
2026-03-14,Karnal,21.23,33.6,59.0,1855.43,10
2026-03-14,Kurukshetra,41.52,24.82,41.0,1776.31,11
2026-03-14,Ludhiana,32.77,36.8,,1515.84,5
2026-03-14,Meerut,30.1,31.5,50.33,370.12,1
2026-03-14,Moga,16.91,29.5,49.33,1096.28,4
2026-03-14,Muzaffarnagar,34.4,34.0,82.0,1201.68,4
2026-03-14,Patiala,15.08,21.24,69.5,1258.34,7
2026-03-14,Saharanpur,5.5,21.72,76.0,1369.44,5
2026-03-14,Sirsa,32.9,35.39,75.0,1676.94,7
2026-03-14,Unknown,36.43,22.37,51.0,1444.4,6
2026-03-15,Agra,36.0,28.1,39.0,1409.71,8
2026-03-15,Ambala,25.1,24.9,59.5,1256.79,3
2026-03-15,Amritsar,7.4,22.33,53.33,1797.27,6
2026-03-15,Bareilly,42.29,24.73,60.67,343.64,2
2026-03-15,Bathinda,20.94,24.64,76.0,737.13,3
2026-03-15,Fatehabad,17.83,27.12,54.25,2072.63,6
2026-03-15,Ferozepur,35.81,28.0,81.0,857.29,2
2026-03-15,Hisar,25.52,23.48,64.57,641.74,2
2026-03-15,Jalandhar,32.9,27.87,52.5,974.77,4
2026-03-15,Karnal,19.95,28.71,65.0,969.03,4
2026-03-15,Kurukshetra,22.63,20.86,45.33,907.65,4
2026-03-15,Ludhiana,29.48,24.4,69.75,662.2,4
2026-03-15,Moga,48.3,27.35,79.5,839.15,4
2026-03-15,Muzaffarnagar,35.05,20.1,82.67,1192.15,5
2026-03-15,Patiala,17.8,34.28,45.0,1228.98,6
2026-03-15,Saharanpur,47.7,31.2,69.0,781.06,5
2026-03-15,Sirsa,20.5,18.3,57.0,2881.77,9
2026-03-16,Agra,18.03,22.46,46.5,931.67,4
2026-03-16,Ambala,19.42,28.8,64.5,1158.39,4
2026-03-16,Amritsar,21.32,26.59,93.0,3051.66,12
2026-03-16,Bareilly,22.75,25.2,76.5,1998.23,7
2026-03-16,Fatehabad,26.86,23.52,58.4,2155.09,9
2026-03-16,Ferozepur,41.2,31.1,81.0,985.13,4
2026-03-16,Hisar,19.05,31.18,63.67,1602.06,4
2026-03-16,Jalandhar,28.5,21.25,40.5,1622.44,4
2026-03-16,Karnal,,26.55,71.0,1942.27,7
2026-03-16,Kurukshetra,34.79,28.97,56.0,3486.93,11
2026-03-16,Ludhiana,,31.3,67.0,991.32,5
2026-03-16,Meerut,23.4,30.93,65.4,537.27,3
2026-03-16,Moga,38.87,26.87,62.0,191.83,1
2026-03-16,Patiala,29.21,25.4,58.0,3205.96,10
2026-03-16,Saharanpur,2.5,23.28,31.0,3207.23,10
2026-03-16,Sirsa,,30.7,56.0,1511.19,6
2026-03-17,Agra,32.17,37.23,44.5,962.28,5
2026-03-17,Ambala,34.54,27.57,71.6,1714.83,7
2026-03-17,Amritsar,26.11,25.33,57.33,1800.34,7
2026-03-17,Bareilly,17.53,26.97,63.6,215.88,2
2026-03-17,Bathinda,22.08,24.1,60.33,1226.54,4
2026-03-17,Fatehabad,26.23,21.86,81.0,895.28,6
2026-03-17,Ferozepur,9.4,18.89,42.0,1184.24,5
2026-03-17,Hisar,2.7,32.61,92.0,1156.64,8
2026-03-17,Karnal,39.73,26.67,66.33,2001.51,6
2026-03-17,Kurukshetra,2.29,24.89,,1751.19,5
2026-03-17,Ludhiana,29.63,19.8,52.33,1924.17,7
2026-03-17,Meerut,,27.34,57.5,421.08,2
2026-03-17,Moga,5.98,33.13,60.67,1474.51,6
2026-03-17,Muzaffarnagar,29.92,30.96,57.0,3353.29,11
2026-03-17,Patiala,27.78,29.85,57.0,1601.61,6
2026-03-17,Saharanpur,28.9,21.8,47.0,2107.89,8
2026-03-17,Sirsa,27.2,25.6,80.0,603.74,3
2026-03-17,Unknown,27.0,26.71,53.67,1808.95,8
2026-03-18,Agra,33.7,23.6,74.75,266.43,1
2026-03-18,Ambala,23.02,32.7,59.0,923.24,3
2026-03-18,Amritsar,11.98,21.76,70.33,1049.93,6
2026-03-18,Bareilly,27.0,28.96,84.67,494.43,2
2026-03-18,Bathinda,24.5,23.8,67.0,549.12,3
2026-03-18,Fatehabad,21.5,26.88,61.75,1108.57,4
2026-03-18,Ferozepur,,23.0,33.0,2010.35,7
2026-03-18,Hisar,14.22,35.78,71.0,1893.21,7
2026-03-18,Jalandhar,44.1,18.78,46.0,560.24,2
2026-03-18,Karnal,46.6,16.7,37.0,606.79,3
2026-03-18,Kurukshetra,15.1,22.16,80.5,323.45,1
2026-03-18,Ludhiana,29.25,30.1,63.33,1291.69,5
2026-03-18,Meerut,20.53,35.07,59.0,123.1,3
2026-03-18,Moga,22.06,26.73,77.25,1404.02,4
2026-03-18,Patiala,25.7,18.3,30.0,2693.84,11
2026-03-18,Saharanpur,1.2,36.0,75.0,596.48,4
2026-03-18,Sirsa,36.56,22.5,83.0,559.33,2
2026-03-18,Unknown,26.19,29.8,71.33,1840.02,5
2026-03-19,Agra,25.0,29.12,69.33,411.77,2
2026-03-19,Ambala,35.1,25.37,71.33,1422.13,7
2026-03-19,Amritsar,22.1,25.8,61.5,472.83,3
2026-03-19,Bareilly,20.0,21.3,90.0,924.07,3
2026-03-19,Bathinda,27.6,27.24,70.2,141.32,1
2026-03-19,Fatehabad,24.7,22.39,66.5,686.92,4
2026-03-19,Ferozepur,13.75,19.05,66.33,761.34,3
2026-03-19,Hisar,19.2,27.66,67.0,1078.23,5
2026-03-19,Jalandhar,25.97,29.66,81.0,161.98,1
2026-03-19,Karnal,37.4,27.07,64.67,855.54,3
2026-03-19,Kurukshetra,35.75,35.43,53.33,367.77,2
2026-03-19,Ludhiana,38.36,31.22,43.4,2347.23,9
2026-03-19,Meerut,13.3,33.11,73.0,1305.14,5
2026-03-19,Moga,22.35,38.89,68.0,247.43,1
2026-03-19,Patiala,,16.9,50.0,1738.49,7
2026-03-19,Saharanpur,,31.3,52.0,1254.15,5
2026-03-19,Sirsa,28.2,32.66,45.5,641.04,3
2026-03-19,Unknown,22.1,34.77,45.0,1387.76,7
2026-03-20,Agra,35.1,21.0,78.0,684.33,5
2026-03-20,Ambala,39.39,27.13,59.0,1724.15,8
2026-03-20,Amritsar,26.13,21.53,73.17,2232.24,8
2026-03-20,Bareilly,43.0,32.33,68.67,2344.94,7
2026-03-20,Bathinda,18.36,28.65,72.67,842.41,3
2026-03-20,Fatehabad,27.56,28.96,64.5,2231.19,8
2026-03-20,Ferozepur,14.77,37.7,83.5,555.91,3
2026-03-20,Hisar,19.15,31.07,53.5,3745.63,13
2026-03-20,Jalandhar,30.05,22.56,53.5,1437.05,5
2026-03-20,Karnal,29.76,30.35,45.2,844.29,3
2026-03-20,Kurukshetra,6.35,19.3,60.0,2862.68,9
2026-03-20,Ludhiana,23.93,32.26,49.43,3068.39,9
2026-03-20,Moga,3.15,17.94,45.0,541.53,4
2026-03-20,Muzaffarnagar,21.6,35.6,50.0,1899.18,8
2026-03-20,Patiala,38.7,22.46,42.5,1300.6,5
2026-03-20,Saharanpur,26.4,39.89,30.0,1509.83,9
2026-03-20,Sirsa,22.6,28.0,54.5,638.19,4
2026-03-21,Agra,39.4,26.01,59.0,664.56,2
2026-03-21,Ambala,,38.2,48.0,151.42,5
2026-03-21,Amritsar,23.9,27.16,51.5,1060.51,6
2026-03-21,Bareilly,21.5,32.46,65.0,1781.83,7
2026-03-21,Bathinda,0.51,36.92,69.5,637.19,2
2026-03-21,Fatehabad,35.0,23.03,61.5,1843.69,9
2026-03-21,Ferozepur,21.57,22.25,48.5,329.39,2
2026-03-21,Hisar,20.55,32.43,51.75,1005.81,3
2026-03-21,Jalandhar,30.48,23.39,37.0,743.0,4
2026-03-21,Karnal,6.1,34.7,85.0,1540.16,8
2026-03-21,Ludhiana,,37.8,62.0,2820.76,11
2026-03-21,Meerut,2.2,38.6,,1056.01,4
2026-03-21,Moga,41.5,25.22,59.0,679.62,2
2026-03-21,Patiala,0.4,36.07,41.5,299.62,2
2026-03-21,Saharanpur,29.45,30.44,53.5,2013.85,7
2026-03-21,Sirsa,28.71,29.55,60.75,2465.34,12
2026-03-21,Unknown,38.4,31.28,,3616.92,12
2026-03-22,Agra,14.57,27.43,81.5,353.0,3
2026-03-22,Ambala,18.24,25.06,62.33,1712.3,8
2026-03-22,Amritsar,40.7,37.65,56.0,1215.81,4
2026-03-22,Bareilly,14.37,26.5,60.5,1602.22,8
2026-03-22,Bathinda,37.13,26.22,73.25,735.4,4
2026-03-22,Fatehabad,19.21,26.0,55.83,585.39,3
2026-03-22,Ferozepur,24.88,31.4,81.0,416.98,2
2026-03-22,Hisar,37.08,32.65,49.5,1465.37,7
2026-03-22,Jalandhar,26.1,27.36,85.5,649.95,4
2026-03-22,Karnal,5.4,36.9,66.0,1646.9,5
2026-03-22,Kurukshetra,13.7,24.89,49.0,798.81,5
2026-03-22,Ludhiana,0.0,19.4,,2027.92,9
2026-03-22,Meerut,30.94,25.0,72.4,576.23,3
2026-03-22,Moga,26.6,17.6,70.0,49.82,1
2026-03-22,Muzaffarnagar,18.62,31.86,48.33,1679.13,6
2026-03-22,Patiala,45.97,18.8,35.0,3432.7,12
2026-03-22,Saharanpur,36.6,34.11,54.0,1233.75,7
2026-03-22,Sirsa,9.88,19.2,60.5,976.66,5
2026-03-22,Unknown,28.68,26.78,64.0,1182.04,5
2026-03-23,Agra,32.05,23.73,79.33,1302.86,3
2026-03-23,Ambala,25.93,34.57,63.33,1360.14,6
2026-03-23,Amritsar,30.31,36.6,51.67,2268.8,8
2026-03-23,Bareilly,4.3,25.45,92.67,1349.14,7
2026-03-23,Bathinda,26.63,32.1,64.33,773.62,3
2026-03-23,Fatehabad,0.1,22.2,45.0,880.87,4
2026-03-23,Ferozepur,7.24,29.78,58.5,897.36,2
2026-03-23,Hisar,32.45,24.46,72.0,640.34,3
2026-03-23,Jalandhar,8.0,28.0,60.0,195.25,1
2026-03-23,Karnal,13.92,26.58,76.33,1477.44,9
2026-03-23,Kurukshetra,20.87,20.66,31.0,2079.96,5
2026-03-23,Ludhiana,,20.8,72.0,1063.62,7
2026-03-23,Moga,28.1,26.27,66.2,427.41,2
2026-03-23,Muzaffarnagar,18.8,25.86,72.5,2084.53,9
2026-03-23,Patiala,,16.78,,1174.15,5
2026-03-23,Saharanpur,20.72,24.0,63.5,1973.43,8
2026-03-23,Sirsa,7.75,26.6,61.0,2965.98,9
2026-03-23,Unknown,24.92,22.67,32.0,1641.26,6
2026-03-24,Agra,28.42,35.05,83.67,828.74,3
2026-03-24,Ambala,20.85,27.45,64.33,1530.4,4
2026-03-24,Amritsar,15.86,23.08,68.0,2478.53,10
2026-03-24,Bareilly,19.97,29.4,57.25,1479.62,7
2026-03-24,Bathinda,17.02,30.62,70.0,236.75,1
2026-03-24,Fatehabad,22.0,25.36,60.0,1609.27,7
2026-03-24,Ferozepur,21.18,29.2,76.0,762.32,3
2026-03-24,Hisar,32.74,32.13,49.0,923.62,4
2026-03-24,Jalandhar,14.84,25.75,44.5,859.41,3
2026-03-24,Karnal,13.79,24.63,72.0,1756.02,8
2026-03-24,Kurukshetra,3.4,17.3,41.0,1358.64,7
2026-03-24,Ludhiana,31.92,27.1,68.0,2345.2,8
2026-03-24,Meerut,23.75,24.67,64.5,260.43,1
2026-03-24,Muzaffarnagar,45.4,20.9,38.0,1667.93,6
2026-03-24,Patiala,46.6,19.05,53.0,2328.92,11
2026-03-24,Saharanpur,39.5,31.78,46.0,1017.26,6
2026-03-24,Sirsa,17.4,26.55,53.5,1443.06,4
2026-03-24,Unknown,8.64,33.84,48.5,1172.64,6
2026-03-25,Agra,2.3,28.9,52.0,981.14,3
2026-03-25,Ambala,28.87,21.34,61.6,1405.41,6
2026-03-25,Amritsar,36.08,26.87,67.33,3077.55,11
2026-03-25,Bareilly,39.9,31.3,72.25,1744.93,6
2026-03-25,Bathinda,27.18,24.89,73.5,35.34,1
2026-03-25,Fatehabad,31.2,33.9,61.67,1840.69,6
2026-03-25,Ferozepur,26.7,28.46,74.33,287.94,1
2026-03-25,Hisar,35.97,26.55,62.33,1157.18,5
